4FGL-DR3,source_type,glat,glon,significance,r95,Ep,Fp,d,p_pulsar,diffuse
4FGL J2144.2+7709,unid-pulsar,18.005,113.123,7.856,0.072,2.865,0.163,2.000,0.957,0.342
4FGL J2147.0+5738,unid-pulsar,3.149,100.216,5.697,0.190,0.651,0.690,0.626,0.957,0.967
4FGL J2147.7+4735,unid-pulsar,-4.646,93.850,5.588,0.085,1.387,0.210,0.961,0.985,0.699
4FGL J2156.0-6942,other-pulsar,-40.567,321.366,6.891,0.140,0.236,1.108,0.966,0.750,-0.442
4FGL J2157.8+7142,unid-pulsar,13.299,110.136,5.778,0.339,0.352,0.974,0.860,0.945,0.652
4FGL J2201.0-6928,unid-pulsar,-41.051,321.277,15.102,0.052,1.648,0.331,1.230,0.991,-0.432
4FGL J2205.5+6016,msp,3.738,103.720,4.455,0.178,1.198,0.160,0.676,0.572,0.782
4FGL J2208.1+4058,psr,-12.094,92.618,8.822,0.246,0.322,2.546,1.521,0.738,0.139
4FGL J2212.4+0708,unid-pulsar,-38.480,68.786,15.286,0.050,1.208,1.427,1.002,1.000,-0.239
4FGL J2214.6+3000,msp,-21.673,86.858,96.912,0.015,1.496,114.352,0.976,0.988,-0.205
4FGL J2215.6+5135,msp,-4.169,99.872,46.602,0.025,1.277,14.990,0.563,0.985,0.274
4FGL J2218.8+4736,unid-pulsar,-7.775,98.081,10.909,0.064,1.618,0.256,1.016,0.995,0.128
4FGL J2219.7-6837,unid-pulsar,-42.890,320.737,16.778,0.041,2.487,0.314,1.246,0.992,-0.387
4FGL J2220.8+6319,unid-pulsar,5.219,106.950,13.428,0.074,0.455,10.567,0.666,0.955,1.082
4FGL J2221.6+6349,unid-pulsar,5.606,107.300,5.971,0.092,0.545,2.703,1.211,0.986,0.985
4FGL J2229.0+6114,psr,2.949,106.648,156.190,0.010,0.739,5866.348,0.446,0.950,0.883
4FGL J2230.6+6619,unid-pulsar,7.217,109.444,4.580,0.230,0.256,0.809,0.480,0.159,0.722
4FGL J2233.3+6530,unid-pulsar,6.369,109.262,8.350,0.104,0.629,1.418,0.691,0.990,0.959
4FGL J2234.7+0943,msp,-40.443,76.267,34.365,0.029,1.581,5.503,0.786,0.976,-0.148
4FGL J2238.5+5903,psr,0.475,106.564,68.451,0.018,0.720,350.136,0.584,0.992,0.869
4FGL J2239.4+5130,bcu-pulsar,-6.186,103.002,5.412,0.145,0.362,0.464,0.660,0.646,0.194
4FGL J2240.6+5833,psr,-0.101,106.564,16.231,0.060,1.063,4.091,0.600,0.979,0.854
4FGL J2241.2+4303,unid-pulsar,-13.695,99.058,7.279,0.119,0.851,0.322,1.920,0.728,0.145
4FGL J2241.4-8327,unid-pulsar,-32.581,307.096,12.230,0.055,1.837,0.283,0.839,0.804,0.100
4FGL J2241.7-5236,msp,-54.934,337.452,50.771,0.016,1.721,60.359,1.066,0.988,-0.422
4FGL J2249.4+6222,unid-pulsar,2.783,109.303,6.350,0.167,0.310,11.343,1.482,0.796,0.977
4FGL J2250.5+3305,unid-pulsar,-23.281,95.609,17.103,0.070,0.945,1.217,1.184,1.000,-0.098
4FGL J2254.9+5802,unk-pulsar,-1.408,108.008,7.690,0.112,0.730,0.455,0.318,0.462,0.790
4FGL J2256.8-1024,psr,-58.276,59.213,33.066,0.040,1.171,3.079,0.639,0.983,-0.495
4FGL J2301.8+6235,unid-pulsar,2.362,110.690,6.215,0.153,0.458,4.797,1.314,0.828,1.086
4FGL J2302.7+4443,msp,-13.992,103.398,100.864,0.013,1.944,141.696,0.828,0.973,0.116
4FGL J2310.0-0555,msp,-57.900,69.693,26.510,0.041,1.513,2.218,1.132,1.000,-0.485
4FGL J2315.9+5955,unk-pulsar,-0.760,111.225,6.253,0.124,0.430,1.932,0.512,0.775,1.021
4FGL J2317.3+1433,msp,-42.464,91.353,5.088,0.166,1.345,0.051,2.000,0.113,-0.352
4FGL J2317.8+6140,unid-pulsar,0.800,112.072,6.458,0.128,0.399,1.474,0.407,0.343,1.022
4FGL J2333.1-5527,other-pulsar,-58.323,324.136,24.092,0.043,1.028,0.624,0.520,0.996,-0.583
4FGL J2339.6-0533,msp,-62.475,81.348,87.481,0.016,1.900,55.287,0.617,0.975,-0.524
4FGL J2342.4-4739,unid-pulsar,-65.434,331.645,11.285,0.065,1.258,0.324,0.894,0.995,-0.588
4FGL J2343.0-4756,unid-pulsar,-65.283,331.015,9.288,0.073,5.022,0.145,1.761,0.347,-0.608
4FGL J2350.7+6738,unid-pulsar,5.447,117.192,5.204,0.148,0.419,1.173,0.883,0.959,0.753
4FGL J2354.6+4554,fsrq-pulsar,-15.836,112.714,9.216,0.065,1.348,0.116,0.744,0.758,-0.083
4FGL J2357.8+6231,spp-pulsar,0.300,116.801,6.510,0.326,0.646,0.927,0.823,0.995,0.620
4FGL J2358.7+5646,unid-pulsar,-5.354,115.731,5.849,0.066,1.847,0.104,1.450,0.434,0.376
4FGL J2359.7-5041,bcu-pulsar,-64.473,322.128,4.763,0.212,0.560,0.042,1.463,0.391,-0.708
