4FGL-DR3,source_type,glat,glon,significance,r95,Ep,Fp,d,p_pulsar,diffuse
4FGL J1505.1-5145,unid-pulsar,5.835,322.979,7.656,0.228,0.869,1.100,1.659,0.978,0.575
4FGL J1505.3-5852,unid-pulsar,-0.383,319.496,8.259,0.121,1.294,6.919,1.013,0.985,1.554
4FGL J1506.5-5708,unid-pulsar,1.046,320.488,7.907,0.071,1.389,1.458,0.638,1.000,1.268
4FGL J1507.4-6450,unid-pulsar,-5.691,316.757,5.037,0.135,0.390,0.469,0.459,0.380,0.531
4FGL J1507.7-5403,unid-pulsar,3.644,322.167,4.919,0.276,0.445,0.627,0.595,0.855,0.741
4FGL J1508.4-4817,unid-pulsar,8.580,325.185,7.263,0.156,0.720,0.889,1.959,0.440,0.384
4FGL J1508.9-4110,spp-pulsar,14.638,329.000,7.589,0.302,0.643,0.458,1.247,0.941,0.106
4FGL J1509.4-5850,psr,-0.616,319.976,73.016,0.014,1.353,1275.154,0.736,0.990,1.553
4FGL J1509.6-4334,fsrq-pulsar,12.513,327.824,9.506,0.222,0.320,2.106,0.993,0.580,0.197
4FGL J1510.1-5750,unid-pulsar,0.195,320.562,10.129,0.052,0.893,11.951,0.528,0.995,1.541
4FGL J1511.2-5803,unid-pulsar,-0.062,320.571,6.012,0.078,0.158,16.021,0.211,0.750,1.611
4FGL J1513.0-3118,unid-pulsar,22.515,335.333,7.360,0.136,1.746,0.143,0.880,0.670,0.124
4FGL J1513.4-2549,msp,26.963,338.851,23.736,0.041,0.972,2.680,0.714,0.998,0.056
4FGL J1514.1-5805,unid-pulsar,-0.283,320.892,5.580,0.082,0.100,91.669,-0.004,0.548,1.600
4FGL J1514.3-4946,msp,6.809,325.247,79.884,0.013,2.110,133.732,0.708,0.974,0.503
4FGL J1516.4-2640,unid-pulsar,25.886,338.894,5.957,0.145,2.646,0.096,2.000,0.489,0.114
4FGL J1517.0-4600,unid-pulsar,9.761,327.652,5.814,0.170,0.505,0.525,0.963,0.956,0.379
4FGL J1517.7-4446,unid-pulsar,10.733,328.428,12.330,0.081,0.396,1.133,0.338,0.229,0.346
4FGL J1517.9-5233,unid-pulsar,4.142,324.260,23.583,0.037,1.725,6.934,1.198,0.990,0.680
4FGL J1518.8+0203,glc,46.730,3.886,6.749,0.087,0.991,0.083,0.646,0.167,-0.187
4FGL J1518.9-5903,spp-pulsar,-1.431,320.918,4.332,0.178,0.100,101.530,-0.086,0.481,1.296
4FGL J1519.7-6013,unid-pulsar,-2.468,320.370,4.542,0.189,1.151,0.583,1.488,0.982,0.936
4FGL J1521.9-5735,psr,-0.412,322.036,50.980,0.021,0.921,560.863,0.824,0.986,1.443
4FGL J1525.7-4334,bcu-pulsar,10.942,330.322,5.346,0.278,0.536,0.551,1.819,0.452,0.299
4FGL J1526.6-3810,unid-pulsar,15.279,333.641,12.112,0.079,1.668,0.536,1.196,1.000,0.207
4FGL J1526.6-2743,msp,23.681,340.216,12.275,0.062,1.657,0.634,1.600,0.990,0.124
4FGL J1527.8+1013,unid-pulsar,49.513,15.903,12.616,0.098,1.243,0.463,1.796,0.851,-0.309
4FGL J1527.9-4943,unid-pulsar,5.651,327.143,5.825,0.108,0.309,1.029,0.565,0.460,0.580
4FGL J1528.4-5838,psr,-1.754,322.169,27.519,0.033,1.590,28.360,1.126,0.988,1.063
4FGL J1528.5-2240,bcu-pulsar,27.383,344.071,7.006,0.122,1.443,0.137,1.098,0.947,0.084
4FGL J1529.4-6027,unid-pulsar,-3.333,321.245,7.883,0.213,0.747,1.583,1.204,0.998,0.688
4FGL J1530.0-1522,unid-pulsar,32.677,349.887,10.006,0.083,1.091,0.460,1.244,0.997,0.023
4FGL J1531.5-5612,psr,-0.000,323.895,13.922,0.067,1.044,40.933,1.457,0.983,1.607
4FGL J1532.9-0313,unid-pulsar,40.642,1.387,5.240,0.088,1.440,0.109,1.283,0.551,0.218
4FGL J1533.0-6239,unid-pulsar,-5.382,320.326,4.691,0.387,0.620,0.536,1.818,0.417,0.518
4FGL J1534.0-5232,unid-pulsar,2.790,326.294,13.132,0.056,0.761,2.390,0.397,0.899,0.849
4FGL J1534.3-3312,unid-pulsar,18.343,338.038,10.340,0.066,2.615,0.296,1.174,0.858,0.199
4FGL J1534.7-5842,unid-pulsar,-2.290,322.794,9.847,0.107,3.604,1.059,1.989,0.939,0.944
4FGL J1536.4-4948,msp,4.787,328.200,108.784,0.012,1.706,409.969,0.478,0.965,0.655
4FGL J1536.5-6855,unid-pulsar,-10.663,316.903,5.030,0.076,2.173,0.044,2.000,0.065,0.110
4FGL J1537.3-6110,unid-pulsar,-4.475,321.611,6.609,0.143,1.371,0.435,1.402,0.989,0.647
4FGL J1538.0-4638,unid-pulsar,7.177,330.319,12.422,0.090,0.433,4.855,0.939,0.866,0.542
4FGL J1538.2-6201,unid-pulsar,-5.224,321.188,4.591,0.142,0.359,0.834,0.840,0.899,0.564
4FGL J1539.4-3323,unid-pulsar,17.532,338.788,36.793,0.023,2.596,15.980,1.229,0.974,0.619
4FGL J1541.2-5201,unid-pulsar,2.556,327.507,5.469,0.104,2.489,0.488,2.000,0.969,0.934
4FGL J1543.4-5925,unid-pulsar,-3.525,323.273,6.527,0.153,1.363,0.563,1.301,0.998,0.743
4FGL J1543.6-0244,unid-pulsar,38.887,4.090,15.594,0.056,0.861,1.615,0.894,1.000,0.188
4FGL J1543.6-5148,msp,2.497,327.925,18.261,0.060,0.729,17.491,0.676,0.996,0.973
4FGL J1544.0+4939,msp,50.160,79.202,15.704,0.075,1.786,0.200,0.814,0.972,-0.646
4FGL J1544.2-2554,unid-pulsar,22.604,344.758,19.844,0.041,0.772,3.191,0.699,0.978,0.268
4FGL J1544.5-1126,other-pulsar,32.994,356.177,23.295,0.040,0.355,7.888,0.498,0.810,0.219
4FGL J1545.2-4553,unid-pulsar,7.027,331.766,6.894,0.110,0.608,0.762,0.803,0.996,0.605
4FGL J1545.5+2839,unid-pulsar,51.720,45.671,5.385,0.153,1.590,0.031,2.000,0.053,-0.518
4FGL J1547.4-4802,unid-pulsar,5.109,330.722,10.908,0.108,0.456,3.883,0.648,0.835,0.745
4FGL J1547.9-6403,bcu-pulsar,-7.499,320.830,6.898,0.145,0.333,1.678,1.398,0.900,0.339
4FGL J1548.1-4416,unid-pulsar,7.968,333.178,10.666,0.065,0.526,2.042,0.925,0.984,0.449
4FGL J1548.4-5344,spp-pulsar,0.537,327.309,5.526,0.056,0.888,5.491,0.641,0.990,1.741
4FGL J1550.8-5424,spp-pulsar,-0.201,327.172,5.496,0.106,1.196,10.329,1.995,0.880,1.808
4FGL J1552.6-4603,unid-pulsar,6.085,332.667,5.470,0.231,0.509,1.888,1.989,0.575,0.620
4FGL J1553.1+5438,msp,47.168,85.607,19.302,0.046,1.465,0.259,0.731,0.989,-0.706
4FGL J1554.4-5506,other-pulsar,-1.082,327.123,4.470,0.076,2.369,0.565,1.111,0.998,1.304
4FGL J1555.7-2908,msp,18.502,344.484,11.854,0.071,0.526,0.881,0.607,0.969,0.095
4FGL J1556.5+1116,unid-pulsar,43.813,22.140,4.659,0.102,0.286,6.665,1.429,0.712,-0.036
4FGL J1556.6+1417,bcu-pulsar,45.109,25.956,4.474,0.137,1.258,0.048,1.729,0.163,-0.179
4FGL J1556.8-5242,unid-pulsar,0.540,328.931,4.711,0.125,0.605,12.500,0.683,0.989,1.824
4FGL J1557.9-1404,fsrq-pulsar,28.809,356.520,8.010,0.107,0.971,0.307,1.000,0.936,0.096
4FGL J1558.9-5220,spp-pulsar,0.612,329.411,4.955,0.111,1.765,5.380,1.874,0.989,1.760
4FGL J1559.7-4518,unid-pulsar,5.858,334.108,6.191,0.085,1.037,0.340,0.515,0.868,0.763
4FGL J1600.9-3054,msp,16.436,344.088,27.899,0.024,2.315,3.775,0.917,0.993,0.205
4FGL J1601.3-5224,spp-pulsar,0.325,329.657,6.430,0.120,0.380,151.347,1.024,0.991,1.820
4FGL J1602.2+2305,unid-pulsar,46.874,38.543,17.381,0.046,2.158,0.624,1.190,1.000,-0.263
4FGL J1603.3-6010,unid-pulsar,-5.700,324.731,19.780,0.028,2.235,1.722,0.636,0.993,0.483
4FGL J1604.4-4927,unid-pulsar,2.219,331.967,7.692,0.116,0.618,5.733,0.628,0.803,1.154
4FGL J1604.7-4518,unid-pulsar,5.272,334.777,5.008,0.155,0.582,1.382,1.114,0.997,0.764
4FGL J1607.0+1550,bll-pulsar,43.405,29.358,54.713,0.020,0.373,16.281,0.216,0.935,-0.213
4FGL J1608.0-1625,bcu-pulsar,25.428,356.402,5.723,0.319,0.328,1.399,1.899,0.510,0.228
4FGL J1608.8-4803,unid-pulsar,2.764,333.448,4.509,0.160,0.584,2.327,1.111,0.995,1.089
4FGL J1609.3-4326,unid-pulsar,6.097,336.652,5.668,0.212,0.414,2.034,1.118,0.697,0.689
4FGL J1610.3-5154,unid-pulsar,-0.227,331.009,10.969,0.137,0.790,47.527,0.653,0.997,1.888
4FGL J1611.6-6013,unid-pulsar,-6.433,325.458,7.174,0.090,2.116,0.237,1.927,0.980,0.387
4FGL J1611.9-5125,unid-pulsar,-0.037,331.524,10.301,0.108,0.676,93.006,0.771,0.994,1.908
4FGL J1612.1+1407,unid-pulsar,41.608,27.855,18.451,0.054,2.169,0.800,1.291,0.997,-0.195
4FGL J1612.1-4526,unid-pulsar,4.303,335.650,4.817,0.145,0.458,1.183,0.727,0.531,0.836
4FGL J1613.0-5102,unid-pulsar,0.114,331.912,13.415,0.057,0.678,162.124,0.678,0.988,1.891
4FGL J1614.1-5047,psr,0.185,332.213,6.987,0.083,0.630,34.420,0.518,0.997,1.791
4FGL J1614.5-2230,msp,20.202,352.632,64.509,0.016,1.962,75.897,1.118,0.979,0.244
4FGL J1615.3-5136,psr,-0.539,331.774,23.522,0.022,2.698,166.812,1.487,0.967,1.652
4FGL J1616.6-5341,unid-pulsar,-2.169,330.476,21.461,0.045,1.648,15.339,1.835,0.983,0.913
4FGL J1616.6-5009,unid-pulsar,0.373,332.937,9.520,0.169,0.730,74.542,1.200,0.966,1.771
4FGL J1616.9-2257,glc,19.486,352.675,12.348,0.045,1.481,0.579,0.521,0.987,0.287
4FGL J1617.2-2535,bcu-pulsar,17.640,350.684,5.980,0.113,0.666,0.562,0.777,0.912,0.594
4FGL J1617.8-4418,unid-pulsar,4.420,337.162,4.917,0.431,0.514,2.832,1.790,0.939,0.907
4FGL J1618.0-5119,unid-pulsar,-0.631,332.280,9.761,0.099,0.633,15.142,0.278,0.972,1.690
4FGL J1618.3-4537,unid-pulsar,3.415,336.294,6.034,0.268,0.429,5.396,1.167,0.879,0.944
4FGL J1618.7-4633,msp,2.698,335.701,5.751,0.547,0.763,0.986,0.539,0.994,1.100
4FGL J1618.8-0502,unid-pulsar,30.497,8.325,4.557,0.142,1.106,0.105,1.313,0.863,0.126
4FGL J1619.3-5047,unid-pulsar,-0.386,332.808,7.134,0.148,0.609,50.035,0.655,0.992,1.772
4FGL J1619.4-5106,unid-pulsar,-0.615,332.590,8.641,0.051,0.685,6.817,0.163,0.497,1.770
4FGL J1619.5-5014,unid-pulsar,-0.020,333.197,7.730,0.079,0.657,21.800,0.403,0.989,1.860
4FGL J1620.5-5729,unid-pulsar,-5.271,328.197,5.878,0.092,0.500,0.416,0.510,0.662,0.596
4FGL J1620.7-4927,psr,0.404,333.892,77.752,0.012,2.662,2362.440,1.062,0.952,1.703
4FGL J1620.8-4958,unid-pulsar,0.028,333.547,10.773,0.073,0.758,49.923,0.473,0.996,1.933
4FGL J1620.8-5035,unid-pulsar,-0.416,333.114,8.587,0.084,1.595,6.560,0.297,0.456,1.897
4FGL J1621.0-2625,unid-pulsar,16.453,350.653,7.178,0.174,0.612,1.285,1.096,0.973,0.548
4FGL J1621.4-4511,unid-pulsar,3.333,336.997,4.843,0.109,0.356,1.559,0.410,0.314,0.911
4FGL J1622.2-7202,unid-pulsar,-15.512,317.678,15.566,0.047,1.283,0.429,0.634,0.995,0.005
4FGL J1622.7-5104,unid-pulsar,-0.966,332.973,5.546,0.134,1.480,5.014,1.936,0.980,1.563
4FGL J1622.7-4934,unid-pulsar,0.092,334.043,9.393,0.073,0.705,107.904,0.697,0.995,1.879
4FGL J1623.0-5004,psr,-0.292,333.717,37.882,0.018,2.935,279.269,0.807,0.966,1.867
4FGL J1623.0-0315,msp,30.671,10.707,21.299,0.038,1.268,2.163,0.632,1.000,0.175
4FGL J1623.9-6936,unid-pulsar,-13.964,319.625,15.613,0.045,1.532,0.490,0.747,0.955,0.103
4FGL J1624.1-4042,psr,6.138,340.546,41.739,0.022,1.144,62.719,0.883,0.991,0.806
4FGL J1624.1-4941,unid-pulsar,-0.154,334.123,7.198,0.097,1.569,11.909,0.733,0.994,1.891
4FGL J1624.1-4417,unid-pulsar,3.628,337.975,8.265,0.086,0.461,2.393,0.413,0.639,0.874
4FGL J1624.3-3952,msp,6.691,341.185,15.577,0.046,1.357,2.849,0.641,0.997,0.850
4FGL J1624.9-4210,bcu-pulsar,5.012,339.588,7.398,0.160,0.457,4.706,1.158,0.942,0.778
4FGL J1624.9-4538,unid-pulsar,2.585,337.098,5.935,0.165,0.480,4.810,0.982,0.879,1.004
4FGL J1625.1-0020,msp,31.837,13.895,62.234,0.019,1.784,45.422,1.105,0.987,0.031
4FGL J1625.2-3600,bcu-pulsar,9.244,344.111,6.788,0.168,0.353,1.230,0.529,0.521,0.596
4FGL J1625.3-2338,unid-pulsar,17.604,353.489,5.177,0.236,0.482,2.845,1.267,0.975,0.704
4FGL J1626.6-4251,unid-pulsar,4.311,339.311,6.812,0.158,0.368,2.816,0.544,0.520,0.936
4FGL J1626.9-3651,unid-pulsar,8.413,343.725,4.718,0.140,1.278,0.263,1.388,0.721,0.604
4FGL J1627.4-3301,bcu-pulsar,10.961,346.625,7.599,0.108,0.299,1.256,0.412,0.148,0.481
4FGL J1627.6-3852,glc,6.924,342.344,9.071,0.059,0.829,0.770,0.436,0.780,0.672
4FGL J1627.7-5749,unid-pulsar,-6.196,328.632,9.058,0.076,0.841,0.751,0.870,0.969,0.518
4FGL J1627.7+3219,msp,43.237,52.984,22.502,0.042,1.886,0.901,1.107,1.000,-0.544
4FGL J1628.0-4920,unid-pulsar,-0.359,334.815,7.116,0.095,2.146,7.611,1.526,0.990,1.791
4FGL J1628.1-3204,msp,11.491,347.450,25.136,0.039,0.961,8.718,0.893,0.993,0.442
4FGL J1628.2-4848,spp-pulsar,-0.016,335.230,7.864,0.184,0.866,21.965,0.738,0.996,1.828
4FGL J1628.3-4500,unk-pulsar,2.605,337.973,5.193,0.118,0.965,1.325,1.497,0.995,0.958
4FGL J1628.6-4553,unid-pulsar,1.952,337.366,7.593,0.092,0.765,2.176,0.497,0.973,1.096
4FGL J1629.3-4822,unid-pulsar,0.154,335.656,8.030,0.118,0.510,64.297,0.781,0.992,1.737
4FGL J1630.1-1049,unid-pulsar,24.831,4.933,12.396,0.056,1.988,1.064,1.942,0.972,0.339
4FGL J1630.1-3546,unid-pulsar,8.677,344.963,4.886,0.093,0.687,0.309,0.769,0.700,0.556
4FGL J1630.6+3734,msp,43.206,60.251,30.215,0.036,1.620,2.855,1.263,1.000,-0.521
4FGL J1631.7-4826,unid-pulsar,-0.182,335.888,5.115,0.164,0.636,6.070,0.309,0.864,1.808
4FGL J1631.7-2319,unid-pulsar,16.697,354.757,6.409,0.345,0.435,4.065,1.942,0.794,0.580
4FGL J1632.5+3839,unid-pulsar,42.903,61.752,12.829,0.061,2.272,0.282,1.371,0.986,-0.633
4FGL J1633.4-5845,unid-pulsar,-7.375,328.469,5.757,0.347,0.548,0.978,1.942,0.362,0.423
4FGL J1634.0-4742,unid-pulsar,0.032,336.692,11.361,0.078,1.269,159.682,1.509,0.983,1.848
4FGL J1634.7+0235,msp,31.330,18.301,6.299,0.089,2.074,0.093,1.992,0.798,-0.071
4FGL J1635.0-3039,unid-pulsar,11.345,349.523,4.778,0.198,0.767,0.215,0.784,0.894,0.439
4FGL J1635.3-4159,unid-pulsar,3.726,341.050,6.749,0.197,0.440,4.525,1.079,0.917,0.866
4FGL J1635.4-3249,unid-pulsar,9.846,347.927,8.871,0.076,0.504,1.064,0.611,0.963,0.445
4FGL J1635.4-3453,unid-pulsar,8.465,346.370,5.172,0.105,0.622,0.441,0.703,0.560,0.482
4FGL J1636.9-4710,unid-pulsar,0.032,337.414,10.159,0.064,0.594,97.304,0.472,0.995,1.944
4FGL J1637.9-3851,unid-pulsar,5.463,343.728,4.961,0.117,1.628,0.317,1.870,0.973,0.697
4FGL J1638.1-4641,unid-pulsar,0.208,337.901,5.571,0.118,0.609,22.539,0.516,0.994,1.863
4FGL J1638.4-4715,unid-pulsar,-0.216,337.516,6.776,0.048,0.516,24.563,0.337,0.984,1.942
4FGL J1638.5-4657,spp-pulsar,-0.025,337.760,12.929,0.054,1.602,60.655,0.700,0.984,2.009
4FGL J1639.2-5638,unid-pulsar,-6.543,330.569,8.278,0.202,0.377,2.019,0.963,0.904,0.436
4FGL J1639.3-5146,unid-pulsar,-3.333,334.251,40.262,0.022,1.801,30.402,0.528,0.967,0.806
4FGL J1639.8-4642,unid-pulsar,-0.024,338.076,10.625,0.046,0.321,151.827,0.297,0.987,1.953
4FGL J1640.1+2222,msp,38.302,41.005,12.454,0.084,1.804,0.259,1.063,0.983,-0.284
4FGL J1640.3-4917,unid-pulsar,-1.796,336.206,10.574,0.049,0.827,3.997,0.437,0.729,1.188
4FGL J1640.5-2408,unid-pulsar,14.624,355.432,5.879,0.139,0.393,0.962,0.489,0.611,0.913
4FGL J1640.9-5853,unid-pulsar,-8.191,329.017,5.135,0.129,1.163,0.163,1.147,0.938,0.387
4FGL J1641.0-4619,spp-pulsar,0.079,338.507,16.216,0.028,0.452,210.038,0.332,0.988,1.806
4FGL J1641.2+8049,msp,31.768,113.841,14.239,0.060,1.181,0.184,1.026,0.970,-0.374
4FGL J1641.2-5317,psr,-4.562,333.293,27.756,0.051,0.991,18.288,1.060,0.992,0.646
4FGL J1641.3-2908,unid-pulsar,11.296,351.612,12.251,0.092,0.326,3.892,0.611,0.439,0.404
4FGL J1641.4-4803,unid-pulsar,-1.131,337.255,6.823,0.163,0.434,25.286,0.909,0.950,1.458
4FGL J1641.6+3622,glc,40.907,58.897,4.491,0.144,2.239,0.015,1.464,0.057,-0.496
4FGL J1642.1-5128,unid-pulsar,-3.457,334.747,4.571,0.216,0.413,2.823,1.042,0.946,0.781
4FGL J1643.3-3148,unid-pulsar,9.242,349.823,10.546,0.060,1.475,0.477,0.571,0.955,0.414
4FGL J1644.1-5009,unid-pulsar,-2.827,335.960,5.462,0.181,0.472,3.117,0.885,0.916,1.064
4FGL J1644.5-4602,bcu-pulsar,-0.203,339.119,7.482,0.147,0.724,36.061,0.921,0.991,1.850
4FGL J1644.9-4921,unid-pulsar,-2.412,336.644,4.831,0.070,0.390,5.474,0.983,0.797,1.021
4FGL J1645.1-4123,unid-pulsar,2.749,342.712,7.232,0.102,2.079,0.550,0.686,0.990,0.961
4FGL J1645.2-5218,unid-pulsar,-4.363,334.442,4.766,0.143,0.357,1.563,0.888,0.910,0.686
4FGL J1645.4-5514,unid-pulsar,-6.292,332.205,5.432,0.328,0.754,0.420,1.098,0.812,0.486
4FGL J1645.8-4533,unk-pulsar,-0.045,339.635,13.174,0.087,0.275,209.867,0.410,0.983,1.893
4FGL J1646.5-4406,unid-pulsar,0.805,340.816,6.919,0.060,1.119,2.296,0.406,0.884,1.554
4FGL J1646.7-2154,unid-pulsar,14.910,358.164,9.042,0.079,0.769,2.012,1.214,0.978,0.520
4FGL J1647.1-5418,unid-pulsar,-5.874,333.095,4.830,0.201,0.768,0.645,1.908,0.615,0.545
4FGL J1647.2-0154,glc,26.329,15.754,6.813,0.070,3.901,0.138,1.979,0.809,0.205
4FGL J1647.5-5724,unid-pulsar,-7.899,330.725,6.330,0.072,0.470,0.886,1.205,0.986,0.429
4FGL J1647.5-5319,unid-pulsar,-5.298,333.882,5.862,0.199,0.315,1.592,0.729,0.741,0.574
4FGL J1648.1-2920,bcu-pulsar,10.023,352.416,5.227,0.189,0.813,0.359,1.313,0.854,0.428
4FGL J1648.4-4611,psr,-0.807,339.439,34.031,0.023,2.368,202.826,0.948,0.976,1.637
4FGL J1649.1-1359,unid-pulsar,19.212,5.135,4.916,0.181,0.454,1.717,1.934,0.694,0.749
4FGL J1649.2-4513,unid-pulsar,-0.292,340.279,6.909,0.143,0.617,44.006,0.839,0.991,1.895
4FGL J1649.3-4441,unid-pulsar,0.034,340.687,12.059,0.052,1.254,33.888,0.732,0.993,1.806
4FGL J1649.8-3010,msp,9.212,351.985,22.753,0.040,1.508,5.180,0.949,0.993,0.446
4FGL J1650.3-4600,psr,-0.953,339.795,29.891,0.026,1.272,285.729,0.857,0.990,1.591
4FGL J1650.9-4420,unid-pulsar,0.039,341.155,4.273,0.136,0.424,38.371,0.657,0.993,1.856
4FGL J1651.1-5848,unid-pulsar,-9.155,329.923,8.835,0.179,0.686,0.696,1.148,0.997,0.266
4FGL J1651.4-4442,unid-pulsar,-0.258,340.925,5.140,0.061,3.152,2.786,1.221,0.986,1.868
4FGL J1651.7-4359,unid-pulsar,0.152,341.505,10.349,0.066,1.234,45.913,1.058,0.992,1.799
4FGL J1652.2-4516,unid-pulsar,-0.737,340.569,8.773,0.097,0.747,25.247,0.731,0.995,1.668
4FGL J1653.2-4349,unid-pulsar,0.058,341.803,15.955,0.045,0.554,235.853,0.601,0.994,1.818
4FGL J1653.6-0158,msp,24.943,16.613,64.150,0.019,0.748,83.892,0.605,0.989,0.243
4FGL J1654.5-5509,unid-pulsar,-7.237,333.103,7.577,0.549,0.341,2.207,1.067,0.882,0.430
4FGL J1655.7-2411,unid-pulsar,11.864,357.607,5.258,0.204,0.605,0.264,0.557,0.849,0.411
4FGL J1655.9-3940,unid-pulsar,2.282,345.350,7.673,0.075,1.829,1.284,0.913,1.000,1.125
4FGL J1655.9-3101,unid-pulsar,7.651,352.155,7.236,0.107,0.717,0.510,0.562,0.985,0.516
4FGL J1656.1-4706,unid-pulsar,-2.407,339.575,4.651,0.077,2.178,0.443,0.436,0.651,1.196
4FGL J1656.4-0410,unid-pulsar,23.182,14.976,10.012,0.052,1.828,0.488,1.189,0.998,0.287
4FGL J1656.5-2733,unid-pulsar,9.678,354.998,10.126,0.056,1.683,0.932,1.980,0.959,0.427
4FGL J1656.9-4814,unid-pulsar,-3.217,338.774,5.649,0.105,0.488,6.040,1.633,0.958,0.955
4FGL J1656.9-5717,unid-pulsar,-8.821,331.625,7.189,0.169,0.673,0.484,0.816,0.857,0.308
4FGL J1657.2-4020,unk-pulsar,1.661,344.989,4.554,0.102,1.762,1.093,1.620,0.958,1.249
4FGL J1657.4-3917,unid-pulsar,2.291,345.826,6.475,0.110,1.136,1.024,0.451,0.986,1.189
4FGL J1657.7-4520,unid-pulsar,-1.528,341.137,7.244,0.059,0.875,1.620,0.319,0.524,1.252
4FGL J1658.6-5323,msp,-6.615,334.869,38.720,0.030,0.775,40.124,1.032,0.991,0.504
4FGL J1659.0-0140,unid-pulsar,23.928,17.665,15.584,0.047,2.259,1.367,0.832,0.996,0.240
4FGL J1700.0-0122,unid-pulsar,23.865,18.092,6.213,0.119,0.810,0.754,1.343,0.995,0.270
4FGL J1700.1-4013,unk-pulsar,1.306,345.417,7.171,0.117,0.685,8.878,0.771,0.985,1.548
4FGL J1700.2-4237,unid-pulsar,-0.197,343.539,7.392,0.213,0.450,78.167,1.058,0.986,1.798
4FGL J1700.3-4557,unid-pulsar,-2.265,340.934,6.296,0.112,1.119,1.741,0.778,1.000,1.123
4FGL J1701.2-3006,glc,7.323,353.579,39.931,0.022,1.158,28.236,0.698,0.995,0.578
4FGL J1701.3-4924,unid-pulsar,-4.510,338.300,6.934,0.101,0.437,1.049,0.391,0.606,0.825
4FGL J1701.8-2226,unid-pulsar,11.800,359.892,5.760,0.113,0.999,0.254,0.659,0.770,0.538
4FGL J1701.9-4625,unid-pulsar,-2.777,340.726,6.927,0.177,0.652,4.131,0.768,0.976,1.178
4FGL J1702.0-3721,unid-pulsar,2.771,347.916,4.712,0.132,1.119,0.352,0.594,0.685,0.964
4FGL J1702.3-2525,unid-pulsar,9.938,357.520,8.736,0.055,2.747,0.243,0.591,0.651,0.442
4FGL J1702.7-5655,unid-pulsar,-9.229,332.395,47.863,0.024,0.534,67.457,0.617,0.993,0.323
4FGL J1702.9-4131,psr,0.081,344.717,9.894,0.081,0.815,68.904,0.994,0.992,1.790
4FGL J1703.6-2850,unid-pulsar,7.664,354.927,13.298,0.045,1.083,1.309,0.610,0.976,0.486
4FGL J1704.0-4226,unid-pulsar,-0.644,344.116,5.600,0.060,2.779,2.790,1.975,0.969,1.688
4FGL J1704.1-4140,spp-pulsar,-0.179,344.730,5.450,0.100,0.722,6.961,0.403,0.966,1.744
4FGL J1704.3-0754,unid-pulsar,19.528,12.695,5.562,0.229,0.507,1.188,1.462,0.968,0.600
4FGL J1704.4-4540,unid-pulsar,-2.657,341.593,4.808,0.100,1.268,0.921,1.093,1.000,1.127
4FGL J1704.8-4030,unid-pulsar,0.426,345.743,14.961,0.046,1.354,30.103,0.559,0.981,1.742
4FGL J1704.9-4303,unid-pulsar,-1.135,343.726,4.326,0.070,3.713,0.634,1.944,0.946,1.383
4FGL J1705.1-4748,unid-pulsar,-4.043,339.951,5.667,0.206,0.452,2.798,0.875,0.904,0.881
4FGL J1705.2-3850,unid-pulsar,1.363,347.127,8.542,0.095,2.457,2.647,1.272,0.995,1.340
4FGL J1705.4-4850,unid-pulsar,-4.700,339.168,6.469,0.157,0.651,1.375,0.956,0.932,0.745
4FGL J1705.6-1909,psr,12.994,3.143,9.429,0.077,0.804,2.006,1.897,0.856,0.313
4FGL J1706.2-4950,unid-pulsar,-5.405,338.438,6.775,0.243,0.796,1.038,1.174,0.996,0.690
4FGL J1706.4-4609,unid-pulsar,-3.221,341.414,5.732,0.128,0.543,1.149,0.329,0.552,1.099
4FGL J1706.4-4649,unid-pulsar,-3.623,340.880,6.696,0.354,0.510,5.123,1.139,0.947,0.929
4FGL J1706.5-4023,unid-pulsar,0.231,346.039,5.808,0.088,0.342,17.295,0.349,0.727,1.783
4FGL J1706.7-5525,unid-pulsar,-8.789,333.956,4.817,0.166,0.461,0.683,1.389,0.769,0.380
4FGL J1707.1-1931,bll-pulsar,12.492,3.051,8.711,0.073,1.747,0.354,0.658,0.980,0.373
4FGL J1708.6-4312,unk-pulsar,-1.763,344.014,9.070,0.075,1.764,3.265,1.350,0.996,1.152
4FGL J1708.8-0923,unid-pulsar,17.805,12.005,6.231,0.117,0.647,0.708,0.662,0.995,0.450
4FGL J1709.0-3525,bcu-pulsar,2.813,350.295,5.589,0.127,0.401,1.437,0.432,0.365,0.966
4FGL J1709.4-2127,unid-pulsar,10.944,1.754,6.420,0.084,5.110,0.212,1.999,0.875,0.485
4FGL J1709.4-4339,unid-pulsar,-2.159,343.741,4.808,0.102,0.643,0.914,0.267,0.355,1.161
4FGL J1709.7-4429,psr,-2.687,343.099,413.705,0.008,1.200,339536.773,0.533,0.953,0.997
4FGL J1709.9-0900,unid-pulsar,17.774,12.499,8.074,0.111,0.840,1.405,1.181,1.000,0.520
4FGL J1710.1-2030,bcu-pulsar,11.344,2.650,7.278,0.090,0.985,0.415,0.788,0.993,0.444
4FGL J1710.3-3039,unid-pulsar,5.422,354.319,7.547,0.062,2.371,0.526,1.066,0.998,0.786
4FGL J1710.3-3943,bcu-pulsar,0.043,347.005,14.075,0.065,0.451,115.020,0.532,0.996,1.749
4FGL J1710.9-5247,unk-pulsar,-7.734,336.470,5.341,0.517,0.517,0.491,0.809,0.548,0.427
