4FGL-DR3,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J1146.0-0638,52.705,275.436,13.496,0.036,7.439,19.247,0.233,0.323,unid,bll,0.896,0.096,0.008
4FGL J1146.0-6822,-6.260,296.942,6.430,0.089,14.483,2.769,0.124,1.977,unid,pulsar,0.029,0.067,0.904
4FGL J1147.7-6618,-4.229,296.590,6.539,0.155,16.680,0.592,0.554,0.595,unid,pulsar,0.019,0.166,0.815
4FGL J1150.1-6324,-1.342,296.136,5.003,0.108,6.815,0.100,1.479,0.129,unid,fsrq,0.516,0.478,0.005
4FGL J1150.7-4613,15.363,292.108,8.836,0.054,13.829,0.145,0.156,0.109,unid,bll,0.844,0.151,0.004
4FGL J1150.8-1905,41.509,283.687,4.954,0.061,9.626,16.045,0.026,1.212,unid,bll,0.907,0.087,0.006
4FGL J1152.1-3553,25.444,289.666,4.543,0.167,21.745,1.029,0.046,1.060,unid,bll,0.473,0.524,0.002
4FGL J1153.2+0123,60.724,272.058,4.342,0.066,20.749,16.010,0.008,0.310,unid,bll,0.902,0.090,0.008
4FGL J1153.7+1857,74.435,241.571,5.067,0.101,14.834,0.358,0.028,0.236,unid,bll,0.773,0.221,0.006
4FGL J1154.5-5952,2.219,295.842,8.335,0.132,11.822,0.642,2.026,1.288,unid,pulsar,0.000,0.009,0.991
4FGL J1155.2-1111,49.333,281.512,6.905,0.047,18.533,11.781,0.063,1.497,unid,bll,0.911,0.087,0.003
4FGL J1157.2-6059,1.197,296.404,4.805,0.140,7.647,0.328,1.624,0.559,unid,pulsar,0.042,0.139,0.820
4FGL J1157.7-6327,-1.207,296.978,9.182,0.112,13.855,0.464,13.724,0.877,unid,pulsar,0.017,0.095,0.889
4FGL J1158.8-1430,46.457,284.285,6.931,0.095,5.699,1000.000,0.191,0.008,unid,bll,0.888,0.103,0.009
4FGL J1201.4+8234,34.357,124.872,5.591,0.119,11.429,0.100,0.116,0.192,unid,bll,0.742,0.252,0.006
4FGL J1203.4-6145,0.591,297.291,8.607,0.188,6.841,0.551,3.904,0.592,unid,pulsar,0.008,0.033,0.959
4FGL J1203.5-1748,43.592,287.099,10.714,0.078,6.820,1.251,0.167,0.558,unid,pulsar,0.155,0.102,0.744
4FGL J1203.5-5745,4.526,296.557,5.294,0.184,11.495,0.369,0.615,0.617,unid,pulsar,0.014,0.179,0.807
4FGL J1203.7-6303,-0.684,297.560,5.822,0.075,12.538,1.069,2.915,1.011,unid,pulsar,0.000,0.002,0.997
4FGL J1203.8-5920,2.979,296.889,4.593,0.106,9.221,1.747,0.171,1.226,unid,pulsar,0.039,0.075,0.887
4FGL J1204.3-6111,1.167,297.284,5.089,0.267,7.921,0.443,3.164,1.022,unid,pulsar,0.003,0.027,0.971
4FGL J1204.5-5032,11.637,295.365,14.927,0.073,15.654,1.270,1.102,1.270,unid,pulsar,0.000,0.004,0.995
4FGL J1205.3-6212,0.180,297.586,6.621,0.064,9.442,0.649,2.044,0.442,unid,pulsar,0.016,0.014,0.970
4FGL J1206.8-6038,1.763,297.488,5.872,0.183,11.377,0.808,0.658,0.662,unid,pulsar,0.000,0.002,0.998
4FGL J1206.8-5836,3.753,297.140,4.595,0.280,12.428,0.423,1.030,1.212,unid,pulsar,0.006,0.086,0.908
4FGL J1207.4-1840,42.979,288.629,4.386,0.069,23.594,1.552,0.017,0.344,unid,bll,0.855,0.141,0.004
4FGL J1207.4-4536,16.576,294.937,14.801,0.063,3.837,1.068,0.630,0.870,unid,pulsar,0.000,0.000,1.000
4FGL J1207.9-6443,-2.249,298.308,9.146,0.078,12.363,1.323,1.778,1.111,unid,pulsar,0.000,0.000,1.000
4FGL J1208.0-6900,-6.460,299.044,15.641,0.054,10.017,0.858,1.207,0.636,unid,pulsar,0.000,0.000,1.000
4FGL J1208.2+1158,71.774,267.091,6.972,0.057,17.555,0.997,0.030,0.276,unid,bll,0.861,0.136,0.003
4FGL J1208.5-5512,7.154,296.794,7.013,0.098,11.583,1.097,0.157,0.686,unid,pulsar,0.222,0.331,0.446
4FGL J1209.2-7635,-13.921,300.427,4.321,0.081,10.588,0.660,0.030,0.232,unid,bll,0.839,0.156,0.005
4FGL J1209.4-6421,-1.849,298.412,5.351,0.155,7.126,0.366,1.772,0.427,unid,pulsar,0.153,0.143,0.703
4FGL J1210.1+3241,79.474,178.571,4.582,0.070,9.637,9.790,0.004,0.084,unid,bll,0.890,0.097,0.013
4FGL J1210.4-6250,-0.335,298.268,7.796,0.076,6.650,0.801,27.184,1.493,unid,pulsar,0.012,0.019,0.969
4FGL J1210.4-6100,1.468,297.986,4.295,0.138,14.575,1.277,0.161,0.336,unid,bll,0.889,0.098,0.013
4FGL J1213.1-1123,50.381,288.125,4.590,0.099,6.475,0.100,0.398,-0.100,unid,bll,0.887,0.106,0.007
4FGL J1213.6-5954,2.619,298.201,5.504,0.092,5.610,2.125,0.319,1.978,unid,pulsar,0.011,0.025,0.963
4FGL J1213.6+1236,72.988,269.720,4.436,0.051,7.211,9.150,0.017,1.453,unid,bll,0.905,0.083,0.012
4FGL J1213.9-4416,18.080,295.892,14.333,0.046,13.589,0.688,0.798,0.458,unid,pulsar,0.026,0.020,0.954
4FGL J1214.5-2318,38.778,292.035,6.219,0.070,30.187,2.764,0.039,0.527,unid,bll,0.858,0.140,0.002
4FGL J1214.7-5858,3.564,298.207,4.104,0.195,11.224,1.992,0.082,0.458,unid,bll,0.907,0.089,0.004
4FGL J1216.2-0600,55.791,287.237,14.993,0.087,10.184,0.100,2.406,0.147,unid,fsrq,0.204,0.791,0.006
4FGL J1216.2-1550,46.197,290.669,4.173,0.083,6.653,2.716,0.008,0.188,unid,bll,0.887,0.105,0.008
4FGL J1216.4-1358,48.028,290.174,4.582,0.057,21.564,0.100,0.018,-0.036,unid,bll,0.911,0.082,0.007
4FGL J1216.5-3539,26.671,295.017,4.215,0.125,19.437,0.160,0.112,0.308,unid,fsrq,0.362,0.635,0.004
4FGL J1216.7-5911,3.378,298.495,4.857,0.090,7.639,0.349,1.443,0.681,unid,pulsar,0.008,0.051,0.941
4FGL J1216.8-5955,2.656,298.606,11.399,0.111,10.445,0.310,4.841,0.416,unid,fsrq,0.292,0.513,0.195
4FGL J1217.2-2500,37.219,293.204,7.094,0.116,7.143,1.223,0.097,0.774,unid,pulsar,0.403,0.328,0.269
4FGL J1218.6-1049,51.220,290.012,5.540,0.263,15.879,0.486,0.263,1.696,unid,fsrq,0.058,0.886,0.056
4FGL J1219.8-2008,42.122,292.913,5.194,0.062,9.925,6.737,0.013,0.598,unid,bll,0.899,0.096,0.005
4FGL J1220.1-5558,6.635,298.532,10.753,0.075,17.410,0.705,0.485,0.362,unid,bll,0.485,0.188,0.327
4FGL J1220.1-2458,37.357,294.014,8.034,0.050,16.811,0.100,0.051,-0.023,unid,bll,0.918,0.076,0.006
4FGL J1220.5-2745,34.609,294.635,7.230,0.137,18.705,0.100,1.001,0.244,unid,fsrq,0.282,0.710,0.008
4FGL J1224.6+7011,46.760,126.233,8.276,0.107,29.089,0.100,3.273,-0.095,unid,fsrq,0.141,0.848,0.011
4FGL J1225.9+2951,83.773,185.427,37.359,0.027,11.537,2.030,3.998,0.796,unid,pulsar,0.001,0.005,0.994
4FGL J1226.5+3023,83.651,180.621,4.704,0.072,6.876,0.870,0.011,0.144,unid,bll,0.895,0.097,0.008
4FGL J1226.8-4907,13.548,298.804,7.468,0.134,38.685,0.175,11.759,0.634,unid,fsrq,0.070,0.922,0.008
4FGL J1228.0-6918,-6.535,300.853,4.471,0.069,12.796,0.223,0.103,0.229,unid,bll,0.671,0.324,0.005
4FGL J1228.0+5039,66.053,132.067,4.931,0.198,20.246,1.092,0.030,1.724,unid,fsrq,0.329,0.413,0.258
4FGL J1229.5-3048,31.827,297.395,4.139,0.152,7.731,0.248,0.073,0.318,unid,bll,0.631,0.359,0.011
4FGL J1230.7-3556,26.737,298.234,4.373,0.054,12.659,0.100,0.110,-0.100,unid,bll,0.915,0.078,0.006
4FGL J1231.7-6653,-4.097,301.000,5.044,0.282,14.588,0.273,2.638,1.497,unid,pulsar,0.034,0.315,0.651
4FGL J1231.8-0450,57.675,293.797,4.578,0.081,12.174,1000.000,4.105,-0.100,unid,bll,0.899,0.087,0.014
4FGL J1232.1+5953,57.076,127.394,4.211,0.128,15.478,0.100,0.954,-0.036,unid,bll,0.823,0.170,0.007
4FGL J1233.0+1333,75.764,284.450,12.069,0.075,24.767,0.203,0.745,0.308,unid,fsrq,0.261,0.730,0.008
4FGL J1234.5-7055,-8.099,301.540,5.331,0.274,12.563,0.450,0.568,1.201,unid,pulsar,0.014,0.246,0.740
4FGL J1239.7-3455,27.883,300.216,5.305,0.109,12.155,0.100,0.771,-0.026,unid,bll,0.882,0.111,0.006
4FGL J1240.8-2918,33.500,300.172,6.078,0.065,13.452,0.100,2.789,-0.100,unid,fsrq,0.193,0.798,0.008
4FGL J1241.9-6706,-4.248,302.012,4.694,0.058,2.808,0.820,0.054,0.251,unid,bll,0.870,0.112,0.018
4FGL J1243.1-5500,7.845,301.730,6.629,0.045,19.262,1000.000,0.146,0.047,unid,bll,0.895,0.098,0.007
4FGL J1243.5+5311,63.889,125.632,5.296,0.054,13.452,4.860,0.004,0.133,unid,bll,0.895,0.095,0.010
4FGL J1243.7+1727,80.167,292.092,4.447,0.065,4.803,0.100,0.311,-0.100,unid,bll,0.862,0.130,0.008
4FGL J1244.3-6233,0.306,302.112,14.081,0.047,7.821,0.100,32.078,0.180,unid,pulsar,0.527,0.369,0.104
4FGL J1245.3+3327,83.532,134.333,4.847,0.122,22.563,0.100,0.251,-0.100,unid,bll,0.955,0.037,0.008
4FGL J1250.8-5424,8.465,302.851,6.111,0.115,9.437,0.247,0.120,0.128,unid,bll,0.851,0.144,0.006
4FGL J1250.9-4943,13.151,302.844,15.405,0.040,27.740,3.232,0.299,0.257,unid,bll,0.947,0.051,0.002
4FGL J1252.7-2520,37.521,303.293,4.547,0.184,14.934,0.293,0.198,0.548,unid,fsrq,0.039,0.950,0.012
4FGL J1254.7-4516,17.593,303.536,7.558,0.058,8.371,4.917,0.083,1.930,unid,bll,0.597,0.231,0.172
4FGL J1256.8+5329,63.624,121.128,5.642,0.083,9.377,0.100,1.160,0.119,unid,bll,0.657,0.337,0.006
4FGL J1256.8-1333,49.292,304.952,5.034,0.080,22.851,0.100,0.034,0.023,unid,bll,0.913,0.081,0.006
4FGL J1256.9+2736,88.682,54.580,4.372,0.213,11.468,0.369,0.052,0.683,unid,fsrq,0.240,0.750,0.010
4FGL J1257.0-6339,-0.791,303.554,16.615,0.040,8.385,1.202,9.617,0.483,unid,pulsar,0.007,0.008,0.985
4FGL J1258.4+6554,51.209,121.789,6.599,0.087,15.722,0.100,0.158,-0.077,unid,bll,0.929,0.064,0.007
4FGL J1258.5-3406,28.745,304.615,7.423,0.088,10.767,0.100,0.252,0.066,unid,bll,0.860,0.133,0.007
4FGL J1259.0-8148,-18.949,303.218,12.831,0.065,6.812,0.638,0.764,0.687,unid,pulsar,0.000,0.000,1.000
4FGL J1302.5-6236,0.236,304.209,4.227,0.066,21.834,0.100,2.640,0.070,unid,fsrq,0.125,0.868,0.007
4FGL J1303.1-4714,15.587,304.996,8.997,0.079,4.232,1.995,0.178,1.107,unid,pulsar,0.021,0.044,0.935
4FGL J1304.6+0539,68.309,311.862,6.640,0.141,20.094,1.243,0.067,0.906,unid,bll,0.525,0.472,0.003
4FGL J1306.3-6043,2.099,304.755,47.620,0.019,12.964,2.789,61.539,0.898,unid,pulsar,0.019,0.021,0.959
4FGL J1308.7+0347,66.291,313.754,9.659,0.065,13.668,1.609,0.081,0.438,unid,bll,0.896,0.101,0.003
4FGL J1308.9-5730,5.288,305.288,6.917,0.077,13.721,2.089,0.136,0.635,unid,bll,0.822,0.137,0.041
4FGL J1309.1-6223,0.406,304.980,13.709,0.079,5.954,0.811,37.083,0.961,unid,pulsar,0.001,0.005,0.994
4FGL J1309.3+8035,36.510,122.023,4.392,0.234,10.259,0.100,0.396,-0.100,unid,bll,0.928,0.065,0.007
4FGL J1309.4-7915,-16.411,303.808,5.523,0.092,13.089,6.021,0.017,0.268,unid,bll,0.910,0.086,0.004
4FGL J1311.7-6617,-3.506,304.970,5.135,0.094,9.032,0.130,0.484,0.173,unid,bll,0.818,0.174,0.008
4FGL J1312.3-6257,-0.186,305.309,9.876,0.098,21.562,0.100,24.359,0.174,unid,fsrq,0.355,0.619,0.026
4FGL J1312.6-6231,0.243,305.372,10.414,0.101,6.717,1.954,5.924,1.024,unid,pulsar,0.002,0.008,0.991
4FGL J1313.2-4437,18.075,307.012,4.125,0.101,6.508,6.002,0.008,0.164,unid,bll,0.887,0.103,0.010
4FGL J1314.1+6854,48.081,119.872,4.054,0.051,7.544,1000.000,0.312,-0.044,unid,bll,0.884,0.107,0.008
4FGL J1315.7-6220,0.393,305.747,5.239,0.118,11.326,0.320,11.417,0.542,unid,pulsar,0.152,0.435,0.413
4FGL J1315.9-6243,0.014,305.742,8.821,0.103,4.157,0.599,9.653,0.485,unid,pulsar,0.014,0.036,0.950
4FGL J1317.5-0153,60.304,316.168,9.379,0.129,3.953,1.494,0.156,1.454,unid,pulsar,0.043,0.054,0.904
4FGL J1317.5-6316,-0.555,305.859,20.385,0.046,12.004,1.516,28.404,1.189,unid,pulsar,0.002,0.006,0.992
4FGL J1317.8-5358,8.693,306.848,4.066,0.099,15.627,0.100,2.748,0.024,unid,fsrq,0.157,0.836,0.007
4FGL J1318.1-3937,22.950,308.507,4.654,0.191,27.750,0.100,1.415,-0.046,unid,fsrq,0.476,0.515,0.009
4FGL J1318.3-1148,50.518,313.339,5.856,0.221,17.663,3.179,0.021,0.145,unid,bll,0.903,0.092,0.004
4FGL J1318.5-6352,-1.157,305.909,4.640,0.087,7.404,10.117,0.142,0.449,unid,bll,0.884,0.111,0.005
4FGL J1318.9-4556,16.659,307.925,5.341,0.063,8.947,0.100,1.333,-0.015,unid,bll,0.653,0.342,0.005
4FGL J1320.3-6410,-1.477,306.076,6.968,0.135,18.016,1.123,2.194,1.429,unid,pulsar,0.003,0.010,0.988
4FGL J1321.1-6239,0.016,306.336,8.203,0.139,10.110,0.758,5.668,0.528,unid,pulsar,0.007,0.021,0.972
4FGL J1322.0-4624,16.131,308.417,5.282,0.069,12.006,2.750,0.044,0.945,unid,bll,0.897,0.101,0.002
4FGL J1324.5-2338,38.607,312.654,5.200,0.040,16.668,1000.000,0.280,-0.100,unid,bll,0.887,0.106,0.007
4FGL J1324.6-2525,36.847,312.303,4.400,0.072,8.989,0.100,0.073,-0.100,unid,bll,0.902,0.092,0.006
4FGL J1325.3-5413,8.309,307.933,12.187,0.053,9.645,0.589,1.486,0.600,unid,pulsar,0.001,0.005,0.994
4FGL J1326.0+3507,79.119,82.315,13.529,0.090,87.569,1.287,0.081,0.303,unid,bll,0.438,0.557,0.005
4FGL J1328.4-6231,0.045,307.189,7.007,0.165,3.829,0.306,20.806,0.797,unid,pulsar,0.045,0.120,0.835
4FGL J1329.9-6108,1.384,307.564,25.977,0.034,16.644,1.782,12.492,0.746,unid,pulsar,0.004,0.008,0.987
4FGL J1331.3-3818,23.904,311.483,5.005,0.199,13.986,2.582,0.023,0.311,unid,bll,0.913,0.085,0.003
4FGL J1333.2-4707,15.153,310.281,5.165,0.093,11.325,0.767,0.103,0.538,unid,bll,0.481,0.471,0.048
4FGL J1334.1-4154,20.253,311.391,6.521,0.089,11.762,0.100,2.363,-0.100,unid,fsrq,0.267,0.725,0.008
4FGL J1334.6-4435,17.603,310.973,7.190,0.082,5.722,0.438,0.419,0.679,unid,pulsar,0.004,0.024,0.972
4FGL J1334.8-3856,23.158,312.089,4.583,0.254,8.832,0.100,0.346,0.019,unid,bll,0.892,0.100,0.007
4FGL J1335.5-4546,16.414,310.924,5.025,0.084,7.676,1.252,0.078,0.730,unid,pulsar,0.673,0.250,0.077
4FGL J1335.6+4759,67.431,103.393,4.452,0.088,25.354,2.071,0.006,0.614,unid,bll,0.879,0.112,0.009
4FGL J1335.6-4052,21.232,311.888,4.378,0.062,18.681,0.100,1.003,-0.100,unid,bll,0.831,0.161,0.008
4FGL J1336.9-4611,15.950,311.094,5.240,0.097,10.296,0.502,0.295,0.813,unid,pulsar,0.009,0.227,0.765
4FGL J1338.0-4159,20.041,312.134,6.517,0.048,26.527,7.039,0.035,0.476,unid,bll,0.895,0.102,0.003
4FGL J1338.4-5923,2.935,308.889,5.409,0.112,12.866,0.412,0.979,0.571,unid,pulsar,0.017,0.109,0.875
4FGL J1338.8-4509,16.904,311.643,6.469,0.064,12.877,0.100,0.901,-0.077,unid,bll,0.867,0.127,0.006
4FGL J1342.0+1043,69.739,341.326,4.247,0.076,8.278,2.462,0.008,0.346,unid,bll,0.886,0.108,0.006
4FGL J1342.6-5730,4.688,309.787,4.647,0.072,5.612,0.358,0.268,0.327,unid,bll,0.472,0.280,0.248
4FGL J1343.5-6827,-6.071,307.704,6.682,0.189,7.828,0.847,0.517,1.918,unid,pulsar,0.030,0.184,0.787
4FGL J1344.2-6517,-2.989,308.422,4.324,0.063,9.200,0.694,0.187,0.405,unid,bll,0.398,0.282,0.321
4FGL J1345.7-4703,14.809,312.464,5.604,0.183,15.003,0.579,0.373,1.757,unid,fsrq,0.051,0.786,0.163
4FGL J1345.9-2612,35.072,317.894,14.844,0.063,25.962,1.601,0.691,2.000,unid,pulsar,0.035,0.092,0.873
4FGL J1346.5+5330,61.722,105.520,10.301,0.116,23.022,0.100,1.357,0.218,unid,fsrq,0.172,0.821,0.007
4FGL J1348.5-8700,-24.231,303.739,5.255,0.089,18.540,0.100,3.880,0.071,unid,fsrq,0.098,0.895,0.007
4FGL J1349.1-5829,3.540,310.427,6.999,0.093,5.473,0.175,1.818,0.295,unid,fsrq,0.432,0.550,0.018
4FGL J1350.9-2757,33.098,318.635,6.188,0.337,8.477,0.688,0.123,0.539,unid,fsrq,0.327,0.476,0.197
4FGL J1351.2-6115,0.781,310.063,4.564,0.132,12.374,0.404,5.596,0.508,unid,pulsar,0.134,0.402,0.464
4FGL J1351.6-6142,0.340,310.001,14.383,0.062,16.784,0.949,33.125,0.605,unid,pulsar,0.002,0.005,0.993
4FGL J1353.5-6128,0.516,310.275,4.198,0.066,9.805,0.947,1.390,0.433,unid,pulsar,0.015,0.004,0.981
4FGL J1354.2+0353,62.345,338.525,4.055,0.051,11.735,1000.000,0.016,-0.007,unid,bll,0.856,0.123,0.021
4FGL J1355.8-6155,-0.001,310.426,5.157,0.156,21.457,1.924,3.225,1.980,unid,pulsar,0.012,0.026,0.962
4FGL J1356.0-6747,-5.692,309.000,6.342,0.234,9.220,0.507,1.071,1.820,unid,pulsar,0.055,0.399,0.546
4FGL J1356.6+0234,60.908,338.158,10.519,0.089,17.788,1.247,0.249,1.316,unid,pulsar,0.061,0.218,0.721
4FGL J1357.3-6123,0.478,310.735,7.298,0.117,11.318,0.737,13.866,0.999,unid,pulsar,0.002,0.010,0.987
4FGL J1357.8-5724,4.316,311.814,5.534,0.083,15.106,1.165,0.306,1.409,unid,pulsar,0.018,0.083,0.899
4FGL J1357.9-4907,12.316,313.975,4.370,0.057,12.901,0.100,0.395,-0.085,unid,bll,0.938,0.054,0.008
4FGL J1358.0-7749,-15.419,306.526,7.908,0.173,9.106,0.591,0.141,0.366,unid,bll,0.561,0.356,0.083
4FGL J1359.5-6615,-4.287,309.719,5.184,0.093,10.857,0.140,0.164,0.112,unid,bll,0.847,0.148,0.005
4FGL J1359.9+3616,72.830,69.385,5.141,0.181,25.269,0.100,0.369,0.018,unid,bll,0.882,0.110,0.007
4FGL J1400.0-2415,36.004,322.353,19.942,0.051,12.354,2.157,1.052,1.236,unid,pulsar,0.000,0.002,0.997
4FGL J1400.4-6050,0.905,311.242,9.280,0.102,15.660,1.022,9.104,0.791,unid,pulsar,0.003,0.010,0.988
4FGL J1400.5-6147,-0.007,310.999,4.853,0.088,3.434,1.028,4.059,0.777,unid,pulsar,0.004,0.013,0.983
4FGL J1401.2-6116,0.474,311.219,6.239,0.110,10.739,2.582,3.663,1.950,unid,pulsar,0.012,0.019,0.969
4FGL J1401.3-5012,11.129,314.230,6.154,0.089,10.888,0.463,0.252,0.453,unid,fsrq,0.159,0.525,0.316
4FGL J1401.6-4645,14.421,315.245,6.491,0.099,15.558,0.100,2.154,-0.100,unid,fsrq,0.301,0.690,0.009
4FGL J1401.7-3217,28.271,319.791,8.021,0.140,44.605,1.795,0.071,0.381,unid,bll,0.761,0.237,0.002
4FGL J1401.9-6130,0.228,311.238,4.446,0.071,9.179,3.855,0.734,0.483,unid,bll,0.681,0.055,0.264
4FGL J1403.2-5758,3.571,312.358,5.088,0.157,12.796,0.160,1.619,0.349,unid,fsrq,0.298,0.688,0.014
4FGL J1403.5-6236,-0.883,311.116,16.094,0.043,22.709,2.390,18.092,1.814,unid,pulsar,0.010,0.015,0.975
4FGL J1403.7+2429,73.530,27.780,4.295,0.052,7.441,1000.000,0.043,0.074,unid,bll,0.880,0.109,0.011
4FGL J1404.8-5237,8.652,314.074,12.384,0.054,8.258,1.024,0.827,0.506,unid,pulsar,0.002,0.001,0.997
4FGL J1405.0-1544,43.561,327.724,4.519,0.263,13.230,0.402,0.094,0.459,unid,fsrq,0.257,0.734,0.010
4FGL J1405.3-6008,1.417,312.012,4.147,0.128,18.853,5.158,0.122,0.202,unid,bll,0.918,0.081,0.001
4FGL J1405.9-1853,40.565,326.363,6.105,0.046,15.532,3.998,0.016,0.118,unid,bll,0.900,0.095,0.006
4FGL J1406.2-7500,-12.848,307.812,4.486,0.340,8.912,0.100,0.742,0.164,unid,bll,0.773,0.219,0.007
4FGL J1407.7-3017,29.759,321.905,10.168,0.168,19.710,0.557,0.742,1.393,unid,pulsar,0.038,0.500,0.462
4FGL J1408.0+3834,70.315,73.327,4.290,0.103,10.686,15.761,0.005,0.281,unid,bll,0.903,0.087,0.009
4FGL J1408.6-2917,30.629,322.507,11.296,0.129,9.274,0.100,2.865,0.280,unid,fsrq,0.141,0.853,0.006
4FGL J1408.7-3747,22.601,319.387,11.926,0.074,8.125,1.084,0.410,0.981,unid,pulsar,0.000,0.000,1.000
4FGL J1408.9-5845,2.620,312.855,5.262,0.096,10.790,0.100,4.463,0.031,unid,fsrq,0.111,0.883,0.007
4FGL J1409.8+7921,37.090,118.474,4.070,0.053,9.997,11.000,0.005,0.857,unid,bll,0.849,0.130,0.020
4FGL J1410.7+7405,41.915,115.754,22.925,0.025,13.597,8.926,0.443,0.564,unid,bll,0.884,0.096,0.020
4FGL J1412.1-6631,-4.900,310.858,16.413,0.058,12.435,1.840,1.812,0.863,unid,pulsar,0.000,0.002,0.998
4FGL J1412.2-6018,1.011,312.790,4.454,0.058,5.421,0.100,0.825,-0.041,unid,bll,0.795,0.200,0.006
4FGL J1413.5-2820,31.136,324.071,4.236,0.201,15.815,0.100,0.871,0.307,unid,fsrq,0.278,0.713,0.010
4FGL J1413.9-6705,-5.501,310.849,4.531,0.157,13.699,0.821,0.283,1.068,unid,pulsar,0.016,0.184,0.800
4FGL J1415.2-5550,5.128,314.565,4.809,0.143,24.223,0.520,0.952,1.740,unid,fsrq,0.059,0.807,0.134
4FGL J1415.3-6110,0.065,312.872,4.577,0.057,15.300,0.712,7.471,0.501,unid,pulsar,0.039,0.073,0.888
4FGL J1415.4-6458,-3.546,311.666,10.360,0.059,13.116,2.880,0.529,0.836,unid,pulsar,0.018,0.007,0.975
4FGL J1415.9-1504,43.082,331.393,6.634,0.118,10.180,2.379,0.052,0.699,unid,bll,0.900,0.098,0.003
4FGL J1416.4-6123,-0.178,312.934,4.420,0.038,6.011,0.100,1.155,0.048,unid,bll,0.679,0.316,0.005
4FGL J1416.7-5023,10.213,316.554,14.693,0.054,5.904,0.910,1.321,0.613,unid,pulsar,0.000,0.000,1.000
4FGL J1417.3+6059,53.167,105.700,5.171,0.102,15.728,0.100,0.018,0.074,unid,bll,0.891,0.103,0.006
4FGL J1417.7-6057,0.178,313.222,8.920,0.045,9.225,1000.000,27.953,-0.080,unid,bll,0.818,0.148,0.034
4FGL J1418.2-5400,6.721,315.577,8.517,0.213,3.573,0.333,3.289,0.906,unid,pulsar,0.027,0.128,0.845
4FGL J1418.7-6110,-0.068,313.263,5.500,0.058,5.810,0.645,52.117,0.646,unid,pulsar,0.001,0.003,0.996
4FGL J1419.2-6029,0.561,313.542,5.819,0.096,13.190,0.299,2.499,0.134,unid,bll,0.795,0.194,0.010
4FGL J1419.5+2527,70.204,33.077,6.971,0.067,81.443,7.695,0.021,0.136,unid,bll,0.788,0.188,0.024
4FGL J1420.7-6701,-5.658,311.503,4.188,0.133,7.815,0.242,0.357,0.328,unid,bll,0.509,0.409,0.082
4FGL J1420.8-3729,22.062,321.945,4.273,0.073,15.335,8.334,0.019,0.741,unid,bll,0.901,0.095,0.004
4FGL J1420.9-6127,-0.424,313.414,5.748,0.072,8.608,0.100,1.499,0.035,unid,fsrq,0.549,0.446,0.005
4FGL J1420.9-2431,34.013,327.635,11.033,0.059,6.064,1.242,0.181,0.450,unid,pulsar,0.306,0.092,0.602
4FGL J1421.4-1655,40.829,331.876,4.927,0.066,10.292,25.751,0.071,1.402,unid,bll,0.920,0.075,0.006
4FGL J1422.3-6059,-0.041,313.737,4.453,0.072,13.346,0.267,7.509,0.221,unid,bll,0.614,0.364,0.022
4FGL J1423.7-4458,14.895,319.601,4.317,0.094,14.641,0.100,0.217,0.017,unid,bll,0.891,0.102,0.007
4FGL J1424.2-6111,-0.314,313.875,5.264,0.146,7.170,1.104,8.976,1.469,unid,pulsar,0.008,0.011,0.981
4FGL J1424.8+4910,61.550,89.996,5.207,0.435,14.504,0.100,0.089,0.224,unid,bll,0.701,0.294,0.006
4FGL J1424.8-6536,-4.471,312.380,5.551,0.139,10.490,0.145,0.886,0.266,unid,bll,0.618,0.369,0.013
4FGL J1424.8-8012,-18.083,306.999,7.495,0.118,7.710,2.414,0.127,2.000,unid,pulsar,0.019,0.029,0.952
4FGL J1427.8-6051,-0.148,314.401,17.195,0.038,8.960,0.156,109.614,0.201,unid,pulsar,0.102,0.091,0.806
4FGL J1428.0-6026,0.228,314.584,6.094,0.074,9.731,0.728,15.009,1.027,unid,pulsar,0.002,0.009,0.988
4FGL J1428.4+0538,58.460,354.341,4.210,0.054,8.833,7.383,0.008,0.349,unid,bll,0.901,0.092,0.007
4FGL J1428.6+0705,59.446,356.411,4.654,0.366,6.855,5.315,0.018,0.707,unid,bll,0.891,0.105,0.004
4FGL J1429.8-0739,47.847,340.852,7.508,0.160,9.626,1.403,0.140,1.939,unid,pulsar,0.005,0.021,0.974
4FGL J1430.6+1543,64.328,11.651,4.805,0.163,23.120,1.116,0.037,1.088,unid,bll,0.571,0.427,0.002
4FGL J1430.9-6024,0.117,314.922,4.838,0.106,2.230,0.689,4.982,0.653,unid,pulsar,0.029,0.076,0.895
4FGL J1431.0-4432,14.808,321.010,6.831,0.051,17.229,4.733,0.106,1.909,unid,bll,0.396,0.381,0.222
4FGL J1431.5-6627,-5.509,312.706,5.708,0.150,6.324,0.524,0.301,0.535,unid,pulsar,0.017,0.053,0.929
4FGL J1432.1+5020,59.890,90.150,6.775,0.052,16.816,5.669,0.024,1.614,unid,bll,0.930,0.068,0.003
4FGL J1433.8-6357,-3.290,313.883,6.047,0.109,15.046,1.826,0.423,1.947,unid,pulsar,0.006,0.018,0.976
4FGL J1436.4+3900,65.122,68.101,5.342,0.096,11.783,0.100,0.011,-0.007,unid,bll,0.899,0.093,0.008
4FGL J1437.6-5616,3.596,317.329,4.632,0.189,10.025,0.665,0.636,1.235,unid,pulsar,0.002,0.015,0.983
