4FGL-DR3,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J1618.0-5119,-0.631,332.280,9.761,0.099,12.081,0.633,15.142,0.278,unid,pulsar,0.262,0.067,0.671
4FGL J1618.3-4537,3.415,336.294,6.034,0.268,17.982,0.429,5.396,1.167,unid,pulsar,0.022,0.213,0.766
4FGL J1618.8-0502,30.497,8.325,4.557,0.142,7.623,1.106,0.105,1.313,unid,pulsar,0.209,0.261,0.530
4FGL J1618.9-3922,7.782,340.793,4.598,0.041,7.778,0.100,0.396,-0.026,unid,bll,0.899,0.094,0.007
4FGL J1619.3-5047,-0.386,332.808,7.134,0.148,4.801,0.609,50.035,0.655,unid,pulsar,0.001,0.005,0.994
4FGL J1619.4-5106,-0.615,332.590,8.641,0.051,3.428,0.685,6.817,0.163,unid,pulsar,0.395,0.128,0.476
4FGL J1619.5-5014,-0.020,333.197,7.730,0.079,15.839,0.657,21.800,0.403,unid,pulsar,0.043,0.033,0.924
4FGL J1619.8-5144,-1.118,332.197,4.696,0.056,8.140,0.100,0.464,0.034,unid,bll,0.887,0.106,0.007
4FGL J1620.5-5729,-5.271,328.197,5.878,0.092,9.867,0.500,0.416,0.510,unid,pulsar,0.019,0.070,0.911
4FGL J1620.8-4958,0.028,333.547,10.773,0.073,10.875,0.758,49.923,0.473,unid,pulsar,0.002,0.004,0.994
4FGL J1620.8-5035,-0.416,333.114,8.587,0.084,6.210,1.595,6.560,0.297,unid,pulsar,0.258,0.032,0.710
4FGL J1620.9+0021,33.098,13.932,4.483,0.111,16.779,0.100,1.656,-0.100,unid,fsrq,0.487,0.504,0.008
4FGL J1620.9+4852,44.487,76.023,5.084,0.105,13.898,1.244,0.007,0.239,unid,bll,0.879,0.114,0.006
4FGL J1621.0-2625,16.453,350.653,7.178,0.174,16.773,0.612,1.285,1.096,unid,pulsar,0.003,0.035,0.962
4FGL J1621.4-4511,3.333,336.997,4.843,0.109,8.344,0.356,1.559,0.410,unid,pulsar,0.209,0.162,0.629
4FGL J1621.9+6706,39.062,99.471,4.554,0.112,6.575,0.100,0.318,-0.100,unid,bll,0.887,0.106,0.007
4FGL J1622.0-5157,-1.507,332.280,5.884,0.097,8.322,0.354,2.741,0.303,unid,bll,0.543,0.276,0.181
4FGL J1622.2-7202,-15.512,317.678,15.566,0.047,4.156,1.283,0.429,0.634,unid,pulsar,0.001,0.002,0.997
4FGL J1622.4-4249,4.884,338.813,4.161,0.059,5.253,0.100,0.203,-0.064,unid,bll,0.883,0.111,0.007
4FGL J1622.5-4726,1.624,335.536,5.517,0.107,9.502,0.238,4.097,0.308,unid,fsrq,0.371,0.596,0.033
4FGL J1622.7-5104,-0.966,332.973,5.546,0.134,9.624,1.480,5.014,1.936,unid,pulsar,0.015,0.021,0.964
4FGL J1622.7-4934,0.092,334.043,9.393,0.073,7.177,0.705,107.904,0.697,unid,pulsar,0.001,0.002,0.997
4FGL J1623.0-4624,2.284,336.320,6.616,0.060,9.349,0.100,12.762,0.045,unid,fsrq,0.293,0.687,0.020
4FGL J1623.7-2315,18.136,353.538,4.679,0.077,12.721,0.234,1.597,0.414,unid,fsrq,0.312,0.601,0.087
4FGL J1623.9-6936,-13.964,319.625,15.613,0.045,17.071,1.532,0.490,0.747,unid,pulsar,0.011,0.011,0.978
4FGL J1624.1-4941,-0.154,334.123,7.198,0.097,11.417,1.569,11.909,0.733,unid,pulsar,0.001,0.005,0.994
4FGL J1624.1-4417,3.628,337.975,8.265,0.086,5.630,0.461,2.393,0.413,unid,pulsar,0.089,0.085,0.825
4FGL J1624.9-4538,2.585,337.098,5.935,0.165,14.197,0.480,4.810,0.982,unid,pulsar,0.011,0.120,0.869
4FGL J1625.3-2338,17.604,353.489,5.177,0.236,13.072,0.482,2.845,1.267,unid,pulsar,0.003,0.034,0.963
4FGL J1626.0-4917,-0.086,334.625,7.566,0.079,12.667,0.100,96.329,0.087,unid,fsrq,0.399,0.262,0.339
4FGL J1626.1-0342,29.761,10.798,4.645,0.180,15.909,0.167,0.513,0.402,unid,fsrq,0.138,0.848,0.014
4FGL J1626.5-4406,3.455,338.411,9.337,0.067,30.839,1.420,1.059,0.481,unid,bll,0.653,0.184,0.163
4FGL J1626.5+6257,40.180,94.240,7.426,0.044,20.670,13.428,0.010,0.214,unid,bll,0.903,0.090,0.008
4FGL J1626.6-4251,4.311,339.311,6.812,0.158,6.806,0.368,2.816,0.544,unid,pulsar,0.047,0.185,0.768
4FGL J1626.9-3651,8.413,343.725,4.718,0.140,15.434,1.278,0.263,1.388,unid,pulsar,0.027,0.099,0.874
4FGL J1627.7-5749,-6.196,328.632,9.058,0.076,19.476,0.841,0.751,0.870,unid,pulsar,0.004,0.036,0.960
4FGL J1628.0-4920,-0.359,334.815,7.116,0.095,10.540,2.146,7.611,1.526,unid,pulsar,0.007,0.010,0.983
4FGL J1628.2+7518,34.967,108.395,4.935,0.375,31.547,0.100,0.306,0.309,unid,fsrq,0.072,0.924,0.004
4FGL J1628.2+4642,43.539,72.834,5.410,0.054,8.127,1000.000,0.011,-0.025,unid,bll,0.810,0.156,0.034
4FGL J1628.6-4553,1.952,337.366,7.593,0.092,5.248,0.765,2.176,0.497,unid,pulsar,0.004,0.006,0.990
4FGL J1629.3-4822,0.154,335.656,8.030,0.118,15.867,0.510,64.297,0.781,unid,pulsar,0.001,0.004,0.995
4FGL J1630.0-6121,-8.818,326.238,6.527,0.070,25.202,0.100,0.977,0.069,unid,fsrq,0.543,0.450,0.008
4FGL J1630.1-1049,24.831,4.933,12.396,0.056,8.346,1.988,1.064,1.942,unid,pulsar,0.009,0.019,0.972
4FGL J1630.1-3546,8.677,344.963,4.886,0.093,13.382,0.687,0.309,0.769,unid,pulsar,0.011,0.163,0.826
4FGL J1630.1+1836,39.283,35.454,4.061,0.054,13.155,0.100,0.110,-0.075,unid,bll,0.914,0.080,0.006
4FGL J1631.7-4826,-0.182,335.888,5.115,0.164,6.023,0.636,6.070,0.309,unid,pulsar,0.133,0.071,0.796
4FGL J1631.7-2319,16.697,354.757,6.409,0.345,7.803,0.435,4.065,1.942,unid,pulsar,0.092,0.152,0.756
4FGL J1631.8+4144,43.124,65.973,7.954,0.049,17.226,17.706,0.027,0.385,unid,bll,0.905,0.090,0.005
4FGL J1632.5+3839,42.903,61.752,12.829,0.061,8.869,2.272,0.282,1.371,unid,pulsar,0.005,0.010,0.985
4FGL J1633.4-5845,-7.375,328.469,5.757,0.347,12.881,0.548,0.978,1.942,unid,pulsar,0.065,0.639,0.296
4FGL J1634.0-4742,0.032,336.692,11.361,0.078,11.349,1.269,159.682,1.509,unid,pulsar,0.024,0.035,0.941
4FGL J1634.1-4011,5.109,342.228,4.179,0.051,5.179,0.223,0.803,0.319,unid,bll,0.621,0.302,0.077
4FGL J1634.6-4324,2.874,339.917,5.359,0.143,16.605,0.100,3.152,-0.049,unid,fsrq,0.144,0.847,0.008
4FGL J1635.0-3039,11.345,349.523,4.778,0.198,7.713,0.767,0.215,0.784,unid,pulsar,0.008,0.058,0.934
4FGL J1635.3-4159,3.726,341.050,6.749,0.197,7.698,0.440,4.525,1.079,unid,pulsar,0.005,0.040,0.955
4FGL J1635.3+4258,42.461,67.641,11.212,0.062,24.532,2.129,0.083,1.137,unid,bll,0.639,0.355,0.006
4FGL J1635.4-3249,9.846,347.927,8.871,0.076,9.763,0.504,1.064,0.611,unid,pulsar,0.001,0.009,0.991
4FGL J1635.4-3453,8.465,346.370,5.172,0.105,17.315,0.622,0.441,0.703,unid,pulsar,0.016,0.281,0.704
4FGL J1636.9-4710,0.032,337.414,10.159,0.064,6.836,0.594,97.304,0.472,unid,pulsar,0.001,0.004,0.995
4FGL J1637.3-6325,-10.836,325.252,4.841,0.159,9.566,0.741,0.103,0.730,unid,fsrq,0.257,0.614,0.129
4FGL J1637.9-3851,5.463,343.728,4.961,0.117,5.415,1.628,0.317,1.870,unid,pulsar,0.009,0.023,0.968
4FGL J1638.1-4641,0.208,337.901,5.571,0.118,15.173,0.609,22.539,0.516,unid,pulsar,0.013,0.021,0.966
4FGL J1638.4-4715,-0.216,337.516,6.776,0.048,3.911,0.516,24.563,0.337,unid,pulsar,0.028,0.029,0.943
4FGL J1639.0-2727,12.759,352.590,8.647,0.095,7.722,0.253,1.149,0.309,unid,bll,0.612,0.297,0.091
4FGL J1639.2-5638,-6.543,330.569,8.278,0.202,9.139,0.377,2.019,0.963,unid,pulsar,0.003,0.041,0.956
4FGL J1639.2-0946,23.632,7.308,4.387,0.042,4.840,0.100,0.063,-0.053,unid,bll,0.910,0.082,0.008
4FGL J1639.3-5146,-3.333,334.251,40.262,0.022,15.546,1.801,30.402,0.528,unid,pulsar,0.014,0.013,0.973
4FGL J1639.8-4642,-0.024,338.076,10.625,0.046,7.760,0.321,151.827,0.297,unid,pulsar,0.007,0.012,0.981
4FGL J1640.3-4917,-1.796,336.206,10.574,0.049,18.978,0.827,3.997,0.437,unid,pulsar,0.180,0.116,0.704
4FGL J1640.5-2408,14.624,355.432,5.879,0.139,10.363,0.393,0.962,0.489,unid,pulsar,0.036,0.075,0.889
4FGL J1640.9-5853,-8.191,329.017,5.135,0.129,8.108,1.163,0.163,1.147,unid,pulsar,0.032,0.109,0.858
4FGL J1641.3-2908,11.296,351.612,12.251,0.092,4.221,0.326,3.892,0.611,unid,pulsar,0.067,0.318,0.614
4FGL J1641.4-4803,-1.131,337.255,6.823,0.163,4.248,0.434,25.286,0.909,unid,pulsar,0.012,0.033,0.954
4FGL J1641.5+2017,37.331,38.635,5.650,0.073,11.666,1000.000,0.691,-0.066,unid,bll,0.889,0.103,0.008
4FGL J1642.1-5128,-3.457,334.747,4.571,0.216,5.855,0.413,2.823,1.042,unid,pulsar,0.003,0.025,0.972
4FGL J1643.3-3148,9.242,349.823,10.546,0.060,11.702,1.475,0.477,0.571,unid,pulsar,0.017,0.005,0.979
4FGL J1644.1-5009,-2.827,335.960,5.462,0.181,10.194,0.472,3.117,0.885,unid,pulsar,0.004,0.041,0.955
4FGL J1644.8+1850,36.106,37.254,6.983,0.112,14.730,3.465,0.047,0.544,unid,bll,0.913,0.086,0.001
4FGL J1644.9-4921,-2.412,336.644,4.831,0.070,6.299,0.390,5.474,0.983,unid,pulsar,0.011,0.092,0.897
4FGL J1645.0+1654,35.357,35.057,4.928,0.135,15.544,0.100,0.111,0.007,unid,bll,0.898,0.096,0.006
4FGL J1645.1-4123,2.749,342.712,7.232,0.102,10.271,2.079,0.550,0.686,unid,pulsar,0.005,0.002,0.993
4FGL J1645.2-5218,-4.363,334.442,4.766,0.143,7.800,0.357,1.563,0.888,unid,pulsar,0.003,0.031,0.967
4FGL J1645.4-5514,-6.292,332.205,5.432,0.328,15.371,0.754,0.420,1.098,unid,pulsar,0.008,0.112,0.879
4FGL J1646.5-4406,0.805,340.816,6.919,0.060,11.587,1.119,2.296,0.406,unid,pulsar,0.065,0.012,0.923
4FGL J1646.7-2154,14.910,358.164,9.042,0.079,23.907,0.769,2.012,1.214,unid,pulsar,0.008,0.058,0.934
4FGL J1647.1-5418,-5.874,333.095,4.830,0.201,10.041,0.768,0.645,1.908,unid,pulsar,0.037,0.288,0.676
4FGL J1647.5-5724,-7.899,330.725,6.330,0.072,5.888,0.470,0.886,1.205,unid,pulsar,0.003,0.012,0.985
4FGL J1647.5-5319,-5.298,333.882,5.862,0.199,5.336,0.315,1.592,0.729,unid,pulsar,0.016,0.070,0.915
4FGL J1648.1-1547,18.350,3.452,8.948,0.043,12.768,63.021,0.176,0.098,unid,bll,0.903,0.086,0.010
4FGL J1648.4-4824,-2.234,337.747,4.577,0.048,7.913,0.100,2.101,0.048,unid,fsrq,0.312,0.683,0.005
4FGL J1648.7+4834,39.961,74.979,5.711,0.086,7.003,3.868,0.010,0.424,unid,bll,0.888,0.107,0.006
4FGL J1649.1-1359,19.212,5.135,4.916,0.181,9.859,0.454,1.717,1.934,unid,pulsar,0.074,0.412,0.515
4FGL J1649.2-4513,-0.292,340.279,6.909,0.143,5.384,0.617,44.006,0.839,unid,pulsar,0.001,0.005,0.994
4FGL J1649.3-4441,0.034,340.687,12.059,0.052,6.024,1.254,33.888,0.732,unid,pulsar,0.001,0.003,0.996
4FGL J1650.9-4420,0.039,341.155,4.273,0.136,5.947,0.424,38.371,0.657,unid,pulsar,0.005,0.010,0.985
4FGL J1651.1-5848,-9.155,329.923,8.835,0.179,6.987,0.686,0.696,1.148,unid,pulsar,0.000,0.003,0.997
4FGL J1651.4-4442,-0.258,340.925,5.140,0.061,9.147,3.152,2.786,1.221,unid,pulsar,0.008,0.014,0.977
4FGL J1651.7-4359,0.152,341.505,10.349,0.066,8.700,1.234,45.913,1.058,unid,pulsar,0.001,0.004,0.995
4FGL J1652.2-4516,-0.737,340.569,8.773,0.097,13.858,0.747,25.247,0.731,unid,pulsar,0.001,0.005,0.994
4FGL J1652.3+4526,39.420,70.904,4.472,0.130,8.795,2.349,0.012,1.996,unid,bll,0.800,0.103,0.097
4FGL J1653.0+3640,38.684,59.651,6.163,0.088,16.292,4.587,0.011,0.327,unid,bll,0.906,0.089,0.005
4FGL J1653.2-4349,0.058,341.803,15.955,0.045,12.114,0.554,235.853,0.601,unid,pulsar,0.001,0.005,0.994
4FGL J1654.2-4907,-3.425,337.807,7.107,0.066,17.791,0.100,1.983,0.126,unid,fsrq,0.199,0.794,0.007
4FGL J1654.5-5509,-7.237,333.103,7.577,0.549,8.847,0.341,2.207,1.067,unid,pulsar,0.005,0.059,0.936
4FGL J1655.7-2411,11.864,357.607,5.258,0.204,3.764,0.605,0.264,0.557,unid,pulsar,0.021,0.047,0.931
4FGL J1655.9-3940,2.282,345.350,7.673,0.075,9.370,1.829,1.284,0.913,unid,pulsar,0.000,0.000,1.000
4FGL J1655.9-3101,7.651,352.155,7.236,0.107,8.269,0.717,0.510,0.562,unid,pulsar,0.001,0.003,0.996
4FGL J1656.1-4706,-2.407,339.575,4.651,0.077,7.653,2.178,0.443,0.436,unid,pulsar,0.304,0.026,0.670
4FGL J1656.4-0410,23.182,14.976,10.012,0.052,10.010,1.828,0.488,1.189,unid,pulsar,0.000,0.002,0.998
4FGL J1656.5-2733,9.678,354.998,10.126,0.056,11.694,1.683,0.932,1.980,unid,pulsar,0.009,0.026,0.965
4FGL J1656.9-4814,-3.217,338.774,5.649,0.105,11.802,0.488,6.040,1.633,unid,pulsar,0.013,0.035,0.952
4FGL J1656.9-5717,-8.821,331.625,7.189,0.169,15.897,0.673,0.484,0.816,unid,pulsar,0.004,0.086,0.910
4FGL J1657.3-6232,-12.037,327.405,5.002,0.135,14.839,0.188,0.165,0.208,unid,bll,0.659,0.336,0.005
4FGL J1657.4-3917,2.291,345.826,6.475,0.110,8.192,1.136,1.024,0.451,unid,pulsar,0.009,0.002,0.990
4FGL J1657.7-4656,-2.512,339.880,6.176,0.086,9.249,1.957,0.685,0.319,unid,bll,0.735,0.042,0.224
4FGL J1657.7-4520,-1.528,341.137,7.244,0.059,12.771,0.875,1.620,0.319,unid,pulsar,0.411,0.034,0.555
4FGL J1658.3-4637,-2.408,340.187,6.765,0.107,8.529,0.672,1.226,0.201,unid,bll,0.833,0.044,0.123
4FGL J1658.5-5034,-4.877,337.094,4.501,0.066,7.951,0.100,3.454,-0.020,unid,fsrq,0.143,0.850,0.006
4FGL J1658.5+4315,38.235,68.138,4.911,0.062,9.624,1000.000,0.081,-0.072,unid,bll,0.901,0.093,0.007
4FGL J1659.0-0140,23.928,17.665,15.584,0.047,4.996,2.259,1.367,0.832,unid,pulsar,0.001,0.004,0.995
4FGL J1659.2-1443,16.789,5.996,7.885,0.067,23.723,1.011,0.453,0.567,unid,bll,0.242,0.297,0.461
4FGL J1659.6+4918,38.152,75.841,4.690,0.088,11.483,1.923,0.006,0.367,unid,bll,0.884,0.109,0.006
4FGL J1700.0-0122,23.865,18.092,6.213,0.119,7.918,0.810,0.754,1.343,unid,pulsar,0.001,0.007,0.993
4FGL J1700.2-4237,-0.197,343.539,7.392,0.213,8.585,0.450,78.167,1.058,unid,pulsar,0.001,0.005,0.993
4FGL J1700.3-4557,-2.265,340.934,6.296,0.112,13.986,1.119,1.741,0.778,unid,pulsar,0.000,0.002,0.998
4FGL J1700.4-2746,8.868,355.342,4.872,0.074,6.866,0.120,0.524,0.218,unid,bll,0.786,0.204,0.010
4FGL J1700.8-5218,-6.219,335.938,6.549,0.122,19.887,0.448,0.618,0.498,unid,fsrq,0.089,0.669,0.242
4FGL J1700.8-7304,-18.418,318.708,5.641,0.077,23.027,0.871,0.033,0.328,unid,bll,0.785,0.212,0.003
4FGL J1701.3-4924,-4.510,338.300,6.934,0.101,6.657,0.437,1.049,0.391,unid,pulsar,0.125,0.046,0.829
4FGL J1701.8-2226,11.800,359.892,5.760,0.113,13.018,0.999,0.254,0.659,unid,pulsar,0.042,0.099,0.858
4FGL J1701.9-4625,-2.777,340.726,6.927,0.177,10.179,0.652,4.131,0.768,unid,pulsar,0.003,0.016,0.981
4FGL J1702.0-3721,2.771,347.916,4.712,0.132,15.969,1.119,0.352,0.594,unid,pulsar,0.071,0.062,0.867
4FGL J1702.3-2525,9.938,357.520,8.736,0.055,5.199,2.747,0.243,0.591,unid,pulsar,0.195,0.056,0.749
4FGL J1702.7-5655,-9.229,332.395,47.863,0.024,15.972,0.534,67.457,0.617,unid,pulsar,0.002,0.004,0.994
4FGL J1703.6-2850,7.664,354.927,13.298,0.045,20.269,1.083,1.309,0.610,unid,pulsar,0.014,0.025,0.961
4FGL J1704.0-4226,-0.644,344.116,5.600,0.060,9.498,2.779,2.790,1.975,unid,pulsar,0.015,0.025,0.960
4FGL J1704.3-0754,19.528,12.695,5.562,0.229,5.376,0.507,1.188,1.462,unid,pulsar,0.013,0.034,0.953
4FGL J1704.4-4540,-2.657,341.593,4.808,0.100,14.357,1.268,0.921,1.093,unid,pulsar,0.000,0.002,0.998
4FGL J1704.8-4030,0.426,345.743,14.961,0.046,18.696,1.354,30.103,0.559,unid,pulsar,0.007,0.009,0.984
4FGL J1704.9-4303,-1.135,343.726,4.326,0.070,12.607,3.713,0.634,1.944,unid,pulsar,0.013,0.022,0.965
4FGL J1705.1-4748,-4.043,339.951,5.667,0.206,10.138,0.452,2.798,0.875,unid,pulsar,0.004,0.043,0.953
4FGL J1705.2-3850,1.363,347.127,8.542,0.095,11.306,2.457,2.647,1.272,unid,pulsar,0.002,0.006,0.992
4FGL J1705.4-4850,-4.700,339.168,6.469,0.157,21.221,0.651,1.375,0.956,unid,pulsar,0.007,0.092,0.901
4FGL J1705.5+2907,34.646,51.024,4.467,0.159,9.234,0.239,0.113,0.446,unid,fsrq,0.269,0.716,0.014
4FGL J1705.8+2226,32.679,43.358,4.825,0.148,5.232,2.313,0.031,1.488,unid,bll,0.902,0.055,0.043
4FGL J1706.2-4950,-5.405,338.438,6.775,0.243,3.925,0.796,1.038,1.174,unid,pulsar,0.001,0.005,0.994
4FGL J1706.2-4113,-0.230,345.329,6.132,0.074,7.922,0.100,7.118,0.107,unid,fsrq,0.128,0.863,0.010
4FGL J1706.4+6428,35.529,94.581,4.560,0.058,12.880,16.547,0.004,0.353,unid,bll,0.890,0.097,0.013
4FGL J1706.4-4609,-3.221,341.414,5.732,0.128,5.514,0.543,1.149,0.329,unid,pulsar,0.226,0.041,0.733
4FGL J1706.4-4649,-3.623,340.880,6.696,0.354,5.846,0.510,5.123,1.139,unid,pulsar,0.004,0.025,0.971
4FGL J1706.5-4023,0.231,346.039,5.808,0.088,23.114,0.342,17.295,0.349,unid,pulsar,0.462,0.373,0.166
4FGL J1706.7-5525,-8.789,333.956,4.817,0.166,10.389,0.461,0.683,1.389,unid,pulsar,0.018,0.177,0.805
4FGL J1706.8+1319,29.121,33.572,6.089,0.125,17.941,0.245,1.050,1.024,unid,fsrq,0.029,0.842,0.129
4FGL J1707.6-5351,-7.969,335.305,4.482,0.069,3.863,0.100,0.957,-0.001,unid,bll,0.666,0.327,0.007
4FGL J1708.2+5519,36.543,83.325,5.597,0.088,11.303,0.100,1.073,-0.100,unid,bll,0.810,0.184,0.006
4FGL J1708.6-1246,15.999,9.017,5.128,0.124,26.755,0.372,0.539,0.544,unid,fsrq,0.034,0.945,0.020
4FGL J1708.8-0923,17.805,12.005,6.231,0.117,4.664,0.647,0.708,0.662,unid,pulsar,0.000,0.002,0.998
4FGL J1709.2-0437,20.227,16.352,4.806,0.111,13.438,0.221,1.045,0.513,unid,fsrq,0.139,0.740,0.121
4FGL J1709.4-2127,10.944,1.754,6.420,0.084,6.987,5.110,0.212,1.999,unid,pulsar,0.148,0.215,0.636
4FGL J1709.4-4339,-2.159,343.741,4.808,0.102,7.947,0.643,0.914,0.267,unid,pulsar,0.496,0.043,0.461
4FGL J1709.4-0328,20.771,17.441,13.202,0.067,19.001,0.476,1.840,0.394,unid,bll,0.385,0.295,0.320
4FGL J1709.9-0900,17.774,12.499,8.074,0.111,11.743,0.840,1.405,1.181,unid,pulsar,0.000,0.003,0.997
4FGL J1710.0+4629,36.374,72.324,8.435,0.082,4.671,3.526,0.042,1.227,unid,bll,0.863,0.117,0.020
4FGL J1710.1-4541,-3.465,342.178,4.589,0.094,7.805,0.306,2.723,0.420,unid,fsrq,0.262,0.424,0.314
4FGL J1710.3-3039,5.422,354.319,7.547,0.062,7.818,2.371,0.526,1.066,unid,pulsar,0.000,0.002,0.998
4FGL J1710.8+1135,27.528,32.229,4.939,0.256,15.827,0.263,1.160,1.939,unid,fsrq,0.079,0.855,0.065
4FGL J1711.0-3002,5.643,354.907,13.209,0.070,3.807,1.079,4.489,1.257,unid,pulsar,0.012,0.022,0.966
4FGL J1711.4-2526,8.273,358.729,8.672,0.099,12.316,0.483,1.536,0.545,unid,pulsar,0.013,0.050,0.936
4FGL J1711.9-1922,11.657,3.843,12.238,0.041,9.082,2.140,0.701,0.923,unid,pulsar,0.000,0.000,1.000
4FGL J1711.9-4056,-0.913,346.199,4.511,0.049,19.139,15.782,0.637,1.933,unid,bll,0.591,0.246,0.163
4FGL J1713.0-0521,19.038,16.196,7.223,0.170,30.999,0.197,4.323,0.655,unid,fsrq,0.072,0.917,0.011
4FGL J1713.0-4236,-2.067,344.979,6.048,0.085,5.723,0.767,1.148,0.440,unid,pulsar,0.009,0.003,0.988
4FGL J1714.3-4320,-2.683,344.521,4.472,0.113,10.183,0.100,4.085,-0.100,unid,fsrq,0.132,0.860,0.009
4FGL J1714.6+3228,33.547,55.514,6.058,0.060,16.121,52.636,0.011,0.091,unid,bll,0.883,0.110,0.007
4FGL J1714.8-1421,13.858,8.504,5.304,0.083,7.936,3.987,0.106,1.408,unid,bll,0.584,0.226,0.190
4FGL J1714.8-3849,-0.132,348.250,12.364,0.045,2.436,0.691,40.230,0.422,unid,pulsar,0.019,0.028,0.953
4FGL J1714.9-3324,3.009,352.651,14.767,0.063,4.568,1.254,6.266,0.765,unid,pulsar,0.001,0.007,0.993
4FGL J1714.9-5230,-8.072,337.069,4.656,0.167,8.927,0.668,0.444,1.408,unid,pulsar,0.010,0.079,0.911
4FGL J1715.5-0836,16.804,13.638,4.757,0.117,19.240,0.658,0.392,0.997,unid,fsrq,0.021,0.526,0.452
4FGL J1715.7-4239,-2.492,345.226,4.181,0.083,7.116,0.197,0.325,0.096,unid,bll,0.890,0.102,0.008
4FGL J1716.1+2309,30.654,45.051,12.913,0.038,6.076,7.312,0.116,0.345,unid,bll,0.887,0.108,0.005
4FGL J1716.1-4342,-3.167,344.410,4.704,0.145,9.925,0.483,1.953,0.586,unid,pulsar,0.007,0.031,0.962
4FGL J1716.5-5631,-10.540,333.833,5.232,0.496,4.035,0.502,0.525,1.491,unid,pulsar,0.053,0.129,0.818
4FGL J1716.9-4152,-2.230,345.992,4.166,0.097,8.830,1.050,0.244,0.214,unid,bll,0.887,0.067,0.047
4FGL J1717.0-3218,3.293,353.803,6.692,0.126,11.464,0.100,3.004,0.106,unid,fsrq,0.139,0.855,0.006
4FGL J1717.5-5804,-11.505,332.603,14.332,0.046,10.324,2.335,1.096,1.591,unid,pulsar,0.001,0.006,0.993
4FGL J1717.5-4022,-1.458,347.279,5.631,0.080,6.742,3.705,0.877,1.981,unid,pulsar,0.022,0.035,0.943
4FGL J1717.6-4404,-3.593,344.256,6.409,0.089,21.785,1.402,1.036,1.016,unid,pulsar,0.003,0.010,0.987
4FGL J1717.8+1955,29.192,41.687,6.498,0.068,10.940,0.100,0.156,0.033,unid,bll,0.872,0.122,0.006
4FGL J1717.8+3925,34.231,63.890,5.622,0.091,11.654,3.172,0.016,1.158,unid,bll,0.914,0.082,0.004
4FGL J1717.8-3906,-0.774,348.349,5.342,0.072,10.915,1.643,1.737,0.869,unid,pulsar,0.000,0.000,1.000
4FGL J1718.6-5821,-11.783,332.440,5.587,0.074,11.861,0.100,2.185,0.225,unid,fsrq,0.192,0.802,0.006
4FGL J1719.0-4038,-1.837,347.218,4.610,0.064,5.847,0.100,1.616,0.025,unid,fsrq,0.472,0.523,0.005
4FGL J1719.0-4221,-2.828,345.820,4.643,0.129,6.230,0.554,1.781,0.698,unid,pulsar,0.000,0.005,0.995
4FGL J1719.1-5348,-9.321,336.334,6.266,0.051,11.666,0.100,0.148,0.014,unid,bll,0.882,0.112,0.006
4FGL J1719.3-3424,1.696,352.365,5.415,0.118,11.462,2.235,1.329,1.994,unid,pulsar,0.010,0.020,0.970
4FGL J1719.4-2916,4.608,356.598,4.704,0.152,15.822,0.612,1.056,0.828,unid,pulsar,0.002,0.025,0.973
4FGL J1719.4-4242,-3.086,345.572,4.826,0.100,17.811,2.209,0.482,1.707,unid,pulsar,0.007,0.014,0.979
4FGL J1720.1-4358,-3.905,344.604,6.629,0.086,11.472,0.838,0.606,0.268,unid,bll,0.697,0.050,0.253
4FGL J1720.6-2442,6.978,0.526,4.614,0.066,14.838,1.647,0.151,0.437,unid,bll,0.886,0.099,0.015
4FGL J1720.6-2653,5.744,358.707,6.708,0.064,9.450,0.278,1.522,0.276,unid,bll,0.653,0.280,0.067
4FGL J1720.6+0708,23.419,28.942,19.050,0.056,7.982,0.905,2.347,0.807,unid,pulsar,0.000,0.000,1.000
4FGL J1721.3-5257,-9.128,337.244,13.275,0.078,11.673,1.061,1.476,1.195,unid,pulsar,0.000,0.002,0.998
4FGL J1721.4+2529,30.249,48.061,4.097,0.303,9.868,0.100,2.735,0.018,unid,fsrq,0.188,0.806,0.006
4FGL J1721.4+1131,25.143,33.368,7.440,0.103,9.018,0.124,0.623,0.194,unid,bll,0.784,0.207,0.008
4FGL J1721.7-3917,-1.492,348.622,9.694,0.062,9.406,0.769,5.006,0.460,unid,pulsar,0.014,0.022,0.964
4FGL J1722.1-4007,-2.021,347.985,5.507,0.206,10.089,0.713,0.928,0.432,unid,pulsar,0.016,0.006,0.978
4FGL J1722.1-3205,2.538,354.603,9.318,0.072,4.136,0.642,3.102,0.366,unid,pulsar,0.083,0.058,0.858
4FGL J1722.3-4056,-2.531,347.337,5.727,0.052,23.821,0.100,1.224,-0.010,unid,bll,0.570,0.422,0.008
4FGL J1722.6-3135,2.716,355.080,5.605,0.109,9.432,2.457,1.005,1.980,unid,pulsar,0.009,0.018,0.973
4FGL J1722.8-0418,17.479,18.470,12.011,0.041,8.175,0.652,2.172,0.388,unid,pulsar,0.049,0.019,0.932
4FGL J1723.0+2625,30.188,49.215,4.759,0.233,11.990,0.769,0.070,1.754,unid,fsrq,0.080,0.251,0.669
4FGL J1723.1-2859,4.093,357.290,6.680,0.140,10.851,0.568,2.750,0.854,unid,pulsar,0.002,0.016,0.983
4FGL J1723.5-3342,1.377,353.440,5.990,0.062,9.785,0.100,6.954,0.110,unid,fsrq,0.126,0.865,0.009
