4FGL-DR4,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J1850.8-1105,-4.896,22.970,7.156,0.164,10.596,1.062,0.756,1.017,unid,pulsar,0.000,0.004,0.996
4FGL J1851.0+1558,7.289,47.177,4.598,0.090,11.750,1.621,0.069,0.570,unid,bll,0.629,0.191,0.180
4FGL J1851.0-3003,-13.129,5.644,4.591,0.070,8.815,0.100,1.222,-0.100,unid,bll,0.935,0.059,0.006
4FGL J1851.5+0718,3.302,39.459,10.112,0.083,9.199,1.401,2.139,0.713,unid,pulsar,0.000,0.002,0.998
4FGL J1851.9-1522,-7.053,19.237,4.068,0.258,8.152,0.606,0.348,0.881,unid,pulsar,0.008,0.231,0.761
4FGL J1852.5-3450,-15.317,1.253,4.478,0.236,12.468,0.350,0.190,0.589,unid,fsrq,0.020,0.943,0.036
4FGL J1852.6+0203,0.668,34.904,9.739,0.081,15.490,0.669,13.493,0.390,unid,pulsar,0.058,0.039,0.903
4FGL J1852.6-1159,-5.701,22.366,4.248,0.095,10.450,0.632,0.169,0.301,unid,bll,0.465,0.297,0.238
4FGL J1852.7-1242,-6.041,21.720,5.127,0.097,14.224,1.105,0.269,0.618,unid,pulsar,0.017,0.030,0.953
4FGL J1853.0-0956,-4.878,24.240,5.041,0.090,13.049,0.732,0.442,0.704,unid,pulsar,0.002,0.026,0.972
4FGL J1853.2-0922,-4.669,24.773,4.570,0.157,13.700,0.240,0.542,0.262,unid,fsrq,0.400,0.548,0.051
4FGL J1853.3-2447,-11.429,10.771,7.408,0.180,16.955,0.114,1.800,0.283,unid,fsrq,0.080,0.912,0.008
4FGL J1853.4-1605,-7.697,18.754,4.218,0.164,16.809,0.354,0.795,0.868,unid,pulsar,0.008,0.568,0.425
4FGL J1853.6-0620,-3.389,27.534,7.783,0.125,8.387,1.125,0.741,0.616,unid,pulsar,0.000,0.001,0.999
4FGL J1853.8-1107,-5.582,23.276,4.208,0.098,23.257,0.100,0.547,0.177,unid,fsrq,0.204,0.789,0.007
4FGL J1854.1+0142,0.187,34.763,5.676,0.073,10.789,0.290,51.410,0.364,unid,pulsar,0.006,0.010,0.984
4FGL J1854.3-3640,-16.355,359.624,6.398,0.074,16.303,1.897,0.062,0.439,unid,bll,0.923,0.070,0.007
4FGL J1854.5+2050,8.675,51.969,4.736,0.100,15.788,1000.000,1.502,0.255,unid,bll,0.903,0.079,0.018
4FGL J1854.6+3800,15.713,68.004,4.398,0.382,10.146,0.191,0.476,1.018,unid,fsrq,0.016,0.957,0.027
4FGL J1854.7-0716,-4.039,26.812,5.805,0.159,11.715,0.352,0.897,0.333,unid,pulsar,0.122,0.508,0.370
4FGL J1854.7+0153,0.120,34.998,8.883,0.154,12.239,2.300,14.794,0.787,unid,pulsar,0.004,0.008,0.988
4FGL J1854.9+4054,16.758,70.817,5.733,0.059,8.920,0.100,0.771,-0.100,unid,bll,0.933,0.062,0.005
4FGL J1855.2+0756,2.773,40.443,4.894,0.160,17.896,0.218,30.389,0.642,unid,pulsar,0.024,0.039,0.937
4FGL J1855.2+0456,1.403,37.767,11.006,0.095,13.632,0.137,124.857,0.406,unid,pulsar,0.008,0.017,0.975
4FGL J1855.6-3603,-16.360,0.322,5.733,0.122,9.306,1.003,0.125,0.777,unid,pulsar,0.015,0.157,0.828
4FGL J1855.8+0150,-0.136,35.073,9.758,0.080,11.290,1.500,21.841,0.522,unid,pulsar,0.007,0.012,0.981
4FGL J1856.1-1222,-6.634,22.397,9.646,0.045,20.064,0.100,0.717,0.056,unid,bll,0.632,0.362,0.007
4FGL J1856.3-0548,-3.739,28.319,4.314,0.165,14.887,0.208,0.914,0.329,unid,fsrq,0.133,0.819,0.048
4FGL J1856.5+1735,6.831,49.240,11.393,0.070,10.946,0.750,0.975,0.648,unid,pulsar,0.000,0.006,0.994
4FGL J1856.7+0125,-0.522,34.804,6.130,0.070,8.810,0.439,517.943,0.680,unid,pulsar,0.006,0.011,0.984
4FGL J1856.7-0116,-1.767,32.406,4.652,0.152,11.538,0.218,2.712,0.347,unid,fsrq,0.234,0.721,0.045
4FGL J1857.1+0056,-0.849,34.430,12.130,0.050,9.614,2.676,35.087,0.994,unid,pulsar,0.011,0.020,0.969
4FGL J1857.4+0106,-0.826,34.606,9.911,0.055,10.885,2.002,25.836,0.651,unid,pulsar,0.007,0.013,0.980
4FGL J1857.8-3220,-15.362,4.071,8.818,0.076,17.308,0.587,0.297,0.389,unid,bll,0.345,0.288,0.367
4FGL J1858.0+0354,0.310,37.170,18.031,0.054,18.291,0.809,127.451,0.814,unid,pulsar,0.001,0.005,0.994
4FGL J1858.0-1052,-6.390,23.968,6.749,0.112,8.047,0.579,0.847,0.726,unid,pulsar,0.004,0.061,0.935
4FGL J1858.3-1318,-7.527,21.787,7.978,0.140,3.351,0.347,1.303,0.471,unid,pulsar,0.126,0.710,0.164
4FGL J1858.5-4446,-19.924,351.936,8.348,0.077,11.019,0.553,0.149,0.409,unid,fsrq,0.217,0.599,0.184
4FGL J1858.6-0746,-5.138,26.813,4.672,0.104,18.621,1.097,0.216,0.721,unid,pulsar,0.068,0.150,0.782
4FGL J1858.9+3636,14.395,67.013,9.550,0.148,6.085,0.946,0.206,1.023,unid,pulsar,0.006,0.090,0.904
4FGL J1859.2-0706,-4.955,27.467,7.502,0.077,14.642,0.961,0.456,0.485,unid,pulsar,0.007,0.006,0.987
4FGL J1859.2+0046,-1.389,34.508,6.096,0.036,18.103,4.092,0.962,0.374,unid,bll,0.905,0.034,0.061
4FGL J1859.3+0058,-1.309,34.704,6.645,0.096,9.262,1.155,3.295,0.299,unid,pulsar,0.042,0.016,0.942
4FGL J1859.8+0411,0.057,37.619,4.676,0.089,18.173,0.543,10.590,0.448,unid,pulsar,0.079,0.067,0.854
4FGL J1900.4-4941,-21.741,347.037,9.124,0.083,13.260,0.513,0.212,0.421,unid,fsrq,0.195,0.565,0.240
4FGL J1900.4+0339,-0.341,37.225,15.293,0.062,18.784,0.821,71.878,0.703,unid,pulsar,0.001,0.005,0.994
4FGL J1900.5-5301,-22.681,343.571,5.188,0.135,9.552,0.790,0.023,0.238,unid,bll,0.926,0.070,0.004
4FGL J1900.7+0426,-0.046,37.947,7.273,0.121,8.227,0.476,76.706,0.728,unid,pulsar,0.001,0.004,0.994
4FGL J1900.9+0538,0.471,39.025,9.331,0.121,9.084,0.360,64.255,0.641,unid,pulsar,0.002,0.005,0.994
4FGL J1901.1+0730,1.264,40.719,13.705,0.055,16.216,0.717,11.431,0.382,unid,pulsar,0.077,0.044,0.879
4FGL J1901.5-2208,-12.012,14.038,5.089,0.079,11.482,1.803,0.063,0.606,unid,bll,0.648,0.174,0.178
4FGL J1901.5-1112,-7.309,24.054,6.735,0.059,15.410,0.135,1.764,0.262,unid,fsrq,0.147,0.843,0.010
4FGL J1901.7-0318,-3.794,31.157,4.099,0.064,15.063,14.832,0.077,0.610,unid,bll,0.921,0.075,0.005
4FGL J1901.8-0718,-5.623,27.589,10.273,0.064,17.997,1.351,0.839,0.670,unid,pulsar,0.000,0.000,1.000
4FGL J1902.2+0448,-0.215,38.447,12.200,0.145,8.749,0.550,124.941,0.775,unid,pulsar,0.001,0.004,0.995
4FGL J1902.4-3417,-16.988,2.567,6.280,0.120,4.869,0.453,0.189,0.447,unid,fsrq,0.080,0.728,0.192
4FGL J1902.5+0654,0.684,40.348,12.763,0.047,11.803,0.698,12.722,0.360,unid,pulsar,0.062,0.034,0.904
4FGL J1902.7-3246,-16.491,4.073,4.728,0.107,11.200,0.100,0.933,0.394,unid,fsrq,0.046,0.942,0.011
4FGL J1902.8-0855,-6.587,26.249,4.614,0.180,6.468,0.258,1.992,0.736,unid,pulsar,0.055,0.803,0.141
4FGL J1903.4-0400,-4.504,30.725,4.112,0.231,10.739,0.286,0.984,0.459,unid,pulsar,0.038,0.811,0.152
4FGL J1903.5-3905,-18.910,357.944,4.726,0.085,8.570,0.100,0.358,-0.073,unid,bll,0.890,0.106,0.004
4FGL J1904.0-5925,-24.677,336.907,9.207,0.094,9.369,0.521,0.167,0.462,unid,fsrq,0.090,0.687,0.224
4FGL J1904.0+5313,19.626,83.539,5.940,0.089,19.824,0.100,0.037,0.005,unid,bll,0.928,0.065,0.008
4FGL J1904.6-4100,-19.752,356.098,4.438,0.086,10.192,0.100,0.123,0.119,unid,bll,0.783,0.212,0.004
4FGL J1904.6-2713,-14.727,9.554,7.281,0.141,13.957,0.100,1.585,0.153,unid,fsrq,0.346,0.644,0.009
4FGL J1904.7+0615,-0.093,40.010,4.297,0.285,13.307,0.360,44.368,0.883,unid,pulsar,0.002,0.007,0.991
4FGL J1904.7-0708,-6.201,28.070,24.859,0.042,22.690,0.633,12.488,0.524,unid,pulsar,0.026,0.036,0.938
4FGL J1905.2-5120,-22.934,345.539,7.583,0.065,16.305,0.691,0.205,0.520,unid,pulsar,0.164,0.465,0.371
4FGL J1905.5-1940,-11.828,16.711,4.590,0.050,16.710,12.275,0.026,0.613,unid,bll,0.927,0.071,0.002
4FGL J1905.8+4942,18.153,80.153,11.995,0.117,16.093,0.481,0.430,0.917,unid,pulsar,0.008,0.467,0.525
4FGL J1906.0-1718,-10.949,18.957,8.160,0.077,10.084,1.375,0.272,0.894,unid,pulsar,0.002,0.010,0.988
4FGL J1906.1+1651,4.451,49.615,10.523,0.065,11.394,3.605,0.548,1.345,unid,pulsar,0.017,0.025,0.958
4FGL J1906.4-2001,-12.170,16.491,6.646,0.099,5.897,1.069,0.257,1.000,unid,pulsar,0.005,0.050,0.945
4FGL J1906.4-1757,-11.299,18.408,10.597,0.056,14.073,1.274,0.391,0.600,unid,pulsar,0.004,0.004,0.992
4FGL J1906.9+0712,-0.148,41.123,19.259,0.028,11.197,0.994,148.183,0.421,unid,pulsar,0.009,0.015,0.976
4FGL J1907.0+3556,12.627,67.059,6.784,0.075,8.011,0.569,0.049,0.208,unid,bll,0.797,0.184,0.019
4FGL J1907.5-2926,-16.176,7.688,5.318,0.333,15.530,0.116,2.683,0.735,unid,fsrq,0.032,0.936,0.033
4FGL J1908.2-7026,-26.844,324.909,5.051,0.126,25.715,44.135,0.017,0.172,unid,bll,0.916,0.075,0.009
4FGL J1908.4-0432,-5.861,30.814,4.550,0.269,12.216,0.166,3.894,0.646,unid,fsrq,0.077,0.854,0.069
4FGL J1908.7+0812,-0.078,42.199,14.356,0.068,14.653,0.440,140.341,0.689,unid,pulsar,0.001,0.004,0.995
4FGL J1908.8-0131,-4.571,33.553,25.915,0.038,12.541,1.510,10.795,0.892,unid,pulsar,0.001,0.004,0.996
4FGL J1909.0-2525,-14.908,11.667,5.726,0.115,28.973,0.952,0.174,0.902,unid,fsrq,0.125,0.598,0.276
4FGL J1909.2+4646,16.551,77.511,9.908,0.078,10.299,0.694,0.115,0.429,unid,bll,0.237,0.547,0.216
4FGL J1910.1-4704,-22.540,350.237,7.916,0.171,6.773,0.520,0.236,0.741,unid,pulsar,0.015,0.623,0.362
4FGL J1910.2+0904,0.000,43.141,10.595,0.034,16.848,0.133,32.995,0.099,unid,pulsar,0.179,0.172,0.649
4FGL J1910.8+6300,21.845,93.767,9.209,0.056,22.217,2.983,0.017,0.135,unid,bll,0.935,0.063,0.002
4FGL J1911.1-3221,-17.976,5.154,6.298,0.087,15.864,0.643,0.105,0.363,unid,bll,0.607,0.348,0.045
4FGL J1911.4-4856,-23.260,348.341,9.379,0.099,10.942,1.542,0.129,0.778,unid,pulsar,0.028,0.083,0.889
4FGL J1911.8+1447,2.281,48.404,6.566,0.075,12.284,26.026,0.122,0.284,unid,bll,0.937,0.056,0.007
4FGL J1912.0+0927,-0.226,43.695,6.930,0.118,11.898,0.653,14.864,0.600,unid,pulsar,0.003,0.009,0.987
4FGL J1912.2-3636,-19.677,1.029,4.448,0.176,16.935,0.221,1.691,0.520,unid,fsrq,0.021,0.936,0.044
4FGL J1912.2+3621,11.838,67.898,6.121,0.280,10.593,0.470,0.129,0.544,unid,fsrq,0.056,0.855,0.090
4FGL J1912.5+1320,1.473,47.193,9.192,0.181,9.071,0.192,21.397,0.450,unid,pulsar,0.158,0.084,0.758
4FGL J1912.7+4610,15.776,77.173,14.511,0.089,14.244,0.710,0.331,0.425,unid,pulsar,0.067,0.078,0.855
4FGL J1912.7+0957,-0.146,44.208,10.148,0.090,9.697,0.645,34.833,0.653,unid,pulsar,0.001,0.005,0.994
4FGL J1913.2+2342,6.080,56.505,4.763,0.142,7.447,0.827,0.205,0.777,unid,pulsar,0.007,0.141,0.852
4FGL J1913.4-1526,-11.746,21.442,11.809,0.056,11.688,1.662,0.517,1.081,unid,pulsar,0.000,0.003,0.997
4FGL J1913.4-2652,-16.390,10.674,4.649,0.305,5.745,0.300,0.554,1.042,unid,fsrq,0.042,0.835,0.123
4FGL J1913.5-0923,-9.137,27.004,4.693,0.076,10.688,0.100,1.111,0.020,unid,bll,0.822,0.171,0.007
4FGL J1914.1+2621,7.088,58.973,5.381,0.126,12.543,0.100,1.343,0.259,unid,fsrq,0.169,0.820,0.011
4FGL J1914.6-1157,-10.516,24.794,7.254,0.077,7.433,0.253,1.787,0.514,unid,pulsar,0.066,0.854,0.080
4FGL J1914.7+1012,-0.456,44.665,6.749,0.145,8.010,0.341,11.903,0.350,unid,pulsar,0.387,0.112,0.501
4FGL J1915.3-1324,-11.288,23.528,4.289,0.040,7.601,1000.000,1.056,0.141,unid,bll,0.901,0.081,0.018
4FGL J1915.7-0846,-9.377,27.811,4.366,0.109,8.527,0.860,0.167,0.733,unid,pulsar,0.013,0.184,0.803
4FGL J1916.8-3025,-18.420,7.522,24.247,0.031,9.231,2.416,1.747,0.503,unid,pulsar,0.012,0.003,0.985
4FGL J1917.5-2746,-17.575,10.162,4.798,0.248,15.581,0.379,0.266,0.755,unid,fsrq,0.007,0.930,0.063
4FGL J1917.6-3204,-19.165,5.961,8.638,0.084,9.485,0.424,0.324,0.363,unid,pulsar,0.121,0.455,0.423
4FGL J1918.6-7813,-27.899,316.179,5.841,0.515,10.366,0.435,0.229,0.766,unid,fsrq,0.009,0.849,0.142
4FGL J1919.4+1313,-0.082,47.875,7.148,0.176,12.197,0.307,40.235,0.656,unid,pulsar,0.003,0.008,0.989
4FGL J1919.9+1358,0.178,48.584,5.964,0.116,10.941,0.810,2.814,0.314,unid,pulsar,0.045,0.036,0.920
4FGL J1920.0-2622,-17.579,11.750,10.791,0.069,17.591,0.865,0.388,0.541,unid,pulsar,0.019,0.031,0.950
4FGL J1920.5+3652,10.574,69.114,4.352,0.184,12.185,0.577,0.060,0.614,unid,fsrq,0.161,0.648,0.192
4FGL J1920.7+1334,-0.192,48.320,4.118,0.149,11.000,0.406,7.368,0.553,unid,pulsar,0.071,0.126,0.804
4FGL J1922.4+1453,0.057,49.683,7.155,0.113,13.295,0.366,31.001,0.595,unid,pulsar,0.004,0.010,0.986
4FGL J1922.5-5233,-25.803,344.927,9.830,0.142,15.454,0.383,0.215,0.338,unid,fsrq,0.408,0.548,0.044
4FGL J1922.7+1428,-0.205,49.350,9.385,0.061,12.257,0.583,103.055,0.726,unid,pulsar,0.001,0.003,0.996
4FGL J1923.0-4746,-24.820,350.114,4.100,0.059,11.070,20.819,0.020,0.648,unid,bll,0.920,0.076,0.004
4FGL J1924.8-1035,-12.168,27.148,16.149,0.040,13.465,2.201,2.342,0.961,unid,pulsar,0.001,0.003,0.996
4FGL J1925.1+0547,-4.811,41.951,4.018,0.175,5.368,0.232,1.249,0.538,unid,pulsar,0.060,0.881,0.059
4FGL J1925.2+1600,0.007,50.976,4.369,0.080,10.342,0.459,23.656,0.888,unid,pulsar,0.003,0.009,0.988
4FGL J1925.3+1522,-0.322,50.431,8.471,0.116,9.978,0.400,29.136,0.669,unid,pulsar,0.003,0.009,0.988
4FGL J1926.0-3626,-22.244,2.174,5.045,0.488,8.941,0.100,2.542,0.291,unid,fsrq,0.352,0.635,0.013
4FGL J1926.4+1602,-0.250,51.152,8.480,0.062,11.469,0.138,13.042,0.157,unid,fsrq,0.613,0.314,0.073
4FGL J1926.5+2635,4.743,60.452,4.318,0.268,17.041,0.240,0.417,0.392,unid,fsrq,0.081,0.892,0.027
4FGL J1926.7-0325,-9.413,33.892,4.698,0.137,9.219,0.100,0.614,0.008,unid,bll,0.821,0.174,0.006
4FGL J1927.1-0040,-8.240,36.422,4.756,0.240,18.825,0.224,0.813,0.529,unid,fsrq,0.010,0.948,0.042
4FGL J1927.4+3528,8.695,68.465,7.556,0.175,10.162,0.691,0.155,0.609,unid,pulsar,0.040,0.497,0.464
4FGL J1927.4+0253,-6.679,39.646,5.924,0.102,24.143,0.581,0.370,0.556,unid,fsrq,0.087,0.512,0.401
4FGL J1928.5+5339,16.393,85.364,4.991,0.039,9.318,1000.000,0.129,0.007,unid,bll,0.902,0.088,0.010
4FGL J1929.0+1729,-0.088,52.717,16.787,0.094,23.460,0.572,66.913,0.625,unid,pulsar,0.002,0.008,0.991
4FGL J1931.0+1754,-0.305,53.320,5.574,0.176,18.870,0.307,7.835,0.423,unid,pulsar,0.428,0.337,0.236
4FGL J1931.1+1656,-0.794,52.480,21.154,0.053,8.036,0.563,68.084,0.567,unid,pulsar,0.002,0.005,0.993
4FGL J1933.4-2711,-20.656,12.095,4.653,0.370,8.186,0.233,0.247,0.427,unid,fsrq,0.068,0.907,0.025
4FGL J1934.2-1446,-16.023,24.243,7.027,0.125,7.663,0.338,0.506,0.493,unid,pulsar,0.028,0.724,0.247
4FGL J1934.2+1036,-4.511,47.277,4.024,0.206,12.425,0.100,1.320,0.225,unid,fsrq,0.235,0.754,0.011
4FGL J1935.4+3547,7.406,69.525,5.462,0.315,8.427,0.268,0.312,0.579,unid,fsrq,0.013,0.952,0.035
4FGL J1935.5+1407,-3.091,50.533,4.653,0.043,10.828,17.072,0.048,0.371,unid,bll,0.926,0.070,0.004
4FGL J1936.6+1921,-0.772,55.222,7.551,0.150,13.387,0.482,3.659,0.475,unid,pulsar,0.068,0.202,0.730
4FGL J1936.8-0553,-12.773,32.810,4.364,0.092,8.884,1.323,0.043,0.365,unid,bll,0.881,0.103,0.016
4FGL J1937.1-5509,-28.352,342.457,4.258,0.181,65.197,0.120,0.251,0.468,unid,fsrq,0.005,0.991,0.004
4FGL J1940.2-2511,-21.358,14.687,12.882,0.082,17.734,0.705,0.540,0.491,unid,pulsar,0.010,0.027,0.962
4FGL J1940.9+5114,13.654,83.938,5.471,0.103,15.145,1.492,0.029,0.770,unid,bll,0.702,0.080,0.218
4FGL J1942.1+1142,-5.668,49.195,4.099,0.124,29.786,0.101,0.268,0.184,unid,fsrq,0.268,0.728,0.004
4FGL J1943.9+2841,2.391,64.169,7.413,0.239,16.697,0.699,0.664,0.510,unid,pulsar,0.004,0.015,0.982
4FGL J1944.3-5347,-29.219,344.144,4.270,0.124,13.790,1.456,0.050,1.002,unid,pulsar,0.022,0.036,0.942
4FGL J1944.8+4301,9.266,76.820,13.805,0.049,5.672,2.511,0.253,0.616,unid,pulsar,0.038,0.031,0.931
4FGL J1946.5-1527,-19.010,24.862,8.361,0.085,10.552,1.266,0.147,0.456,unid,pulsar,0.292,0.183,0.525
4FGL J1947.0+0031,-12.099,39.839,7.983,0.065,25.510,3.439,0.141,0.956,unid,bll,0.458,0.212,0.330
4FGL J1947.1+1729,-3.849,54.824,5.700,0.098,12.366,0.604,0.128,0.295,unid,bll,0.633,0.290,0.076
4FGL J1948.0-2845,-24.219,11.697,4.504,0.135,14.829,0.346,0.124,0.369,unid,fsrq,0.292,0.690,0.018
4FGL J1948.1+2511,-0.178,61.601,6.081,0.164,20.836,0.696,2.381,0.706,unid,pulsar,0.002,0.013,0.985
4FGL J1948.8+2420,-0.750,60.966,4.151,0.069,9.891,0.100,0.965,-0.085,unid,bll,0.930,0.064,0.005
4FGL J1948.9+3414,4.244,69.510,11.385,0.159,18.441,1.651,0.721,1.015,unid,pulsar,0.000,0.002,0.998
4FGL J1949.2-1453,-19.387,25.696,11.392,0.066,10.860,0.883,0.361,0.361,unid,pulsar,0.040,0.017,0.943
4FGL J1951.0+2523,-0.648,62.120,7.724,0.134,12.517,0.747,4.146,0.951,unid,pulsar,0.002,0.009,0.989
4FGL J1951.3-8015,-29.231,313.730,4.607,0.117,15.538,0.146,0.211,0.293,unid,fsrq,0.185,0.811,0.004
4FGL J1951.6+2621,-0.271,63.012,10.390,0.142,11.136,0.358,8.749,0.432,unid,pulsar,0.274,0.175,0.551
4FGL J1953.5+3841,5.686,73.837,12.393,0.067,14.522,0.406,1.231,0.369,unid,pulsar,0.083,0.376,0.541
4FGL J1954.5+2420,-1.868,61.632,7.442,0.169,21.133,1.031,1.223,0.663,unid,pulsar,0.000,0.002,0.998
4FGL J1954.8+2543,-1.219,62.838,7.189,0.239,14.164,0.522,2.650,0.519,unid,pulsar,0.024,0.118,0.857
4FGL J1955.3-5032,-30.511,348.102,7.954,0.092,21.071,0.100,0.789,-0.100,unid,bll,0.920,0.075,0.004
4FGL J1955.8-1657,-21.660,24.353,5.690,0.092,14.174,0.100,1.077,-0.100,unid,bll,0.923,0.072,0.005
4FGL J1955.8+1154,-8.477,51.039,5.522,0.066,9.178,3.849,0.063,1.141,unid,fsrq,0.178,0.397,0.425
4FGL J1956.6-7011,-30.905,325.217,6.497,0.085,13.185,1.938,0.050,1.119,unid,pulsar,0.022,0.044,0.934
4FGL J1957.6+1230,-8.546,51.784,7.988,0.067,13.557,2.814,0.093,0.572,unid,bll,0.870,0.095,0.035
4FGL J1958.2+6942,19.815,102.248,4.548,0.080,10.247,3.414,0.005,0.078,unid,bll,0.897,0.095,0.008
4FGL J1959.1+1646,-6.701,55.678,4.481,0.101,10.247,1.219,0.080,0.824,unid,pulsar,0.023,0.105,0.872
4FGL J1959.3-6121,-31.650,335.521,5.815,0.057,23.821,10.098,0.012,0.676,unid,bll,0.914,0.081,0.005
4FGL J1959.8-1835,-23.174,23.128,4.457,0.277,12.462,0.394,0.429,1.005,unid,fsrq,0.013,0.715,0.273
4FGL J1959.9+1833,-5.934,57.313,5.269,0.135,11.823,0.486,0.178,0.374,unid,fsrq,0.287,0.555,0.159
4FGL J2001.5+1611,-7.486,55.465,5.381,0.194,12.686,0.199,1.181,0.614,unid,fsrq,0.010,0.954,0.037
4FGL J2001.5-0958,-20.070,31.776,4.898,0.098,6.138,0.100,0.567,0.221,unid,fsrq,0.259,0.731,0.010
4FGL J2004.9+3421,1.461,71.332,6.728,0.077,11.337,0.520,2.476,0.471,unid,pulsar,0.033,0.150,0.817
4FGL J2005.8+3357,1.092,71.099,4.868,0.069,23.327,0.100,6.559,-0.100,unid,fsrq,0.243,0.744,0.013
4FGL J2006.4-0354,-18.463,38.106,4.572,0.075,13.145,0.100,0.045,0.009,unid,bll,0.932,0.061,0.007
4FGL J2006.4+1834,-7.248,58.137,5.255,0.065,16.042,0.440,0.042,0.094,unid,bll,0.919,0.073,0.009
4FGL J2007.0+0707,-13.259,48.238,5.405,0.135,16.145,0.100,0.719,0.050,unid,bll,0.703,0.290,0.006
4FGL J2007.2-3157,-29.114,9.645,9.905,0.062,5.756,2.297,0.166,0.557,unid,pulsar,0.152,0.115,0.733
4FGL J2007.4-6310,-32.526,333.329,4.277,0.315,15.721,0.481,0.051,0.797,unid,fsrq,0.104,0.578,0.318
4FGL J2007.9+2511,-4.006,63.952,10.607,0.081,8.314,1.907,0.948,0.975,unid,pulsar,0.000,0.003,0.997
4FGL J2008.4+1619,-8.827,56.455,6.548,0.065,15.024,0.100,0.128,0.009,unid,bll,0.924,0.073,0.003
4FGL J2008.9+6742,18.050,100.825,4.385,0.091,6.750,0.100,0.174,0.221,unid,fsrq,0.412,0.579,0.009
4FGL J2009.5+2425,-4.734,63.496,6.075,0.266,10.044,0.300,2.233,0.728,unid,pulsar,0.033,0.678,0.289
4FGL J2009.9-2116,-26.353,21.324,9.348,0.071,13.161,2.751,0.134,0.752,unid,pulsar,0.310,0.147,0.543
4FGL J2011.0-0614,-20.536,36.456,4.166,0.087,14.286,0.100,0.044,0.082,unid,bll,0.911,0.082,0.007
4FGL J2011.3-0330,-19.351,39.077,4.137,0.109,16.831,0.100,0.237,0.077,unid,bll,0.757,0.240,0.003
4FGL J2012.1-5234,-33.277,345.962,6.877,0.051,8.241,1000.000,0.789,-0.080,unid,bll,0.904,0.080,0.016
4FGL J2013.4+2745,-3.639,66.784,7.486,0.164,3.629,0.293,4.543,0.683,unid,pulsar,0.280,0.386,0.333
4FGL J2013.9-8717,-28.055,305.812,5.701,0.055,18.129,16.715,0.017,0.590,unid,bll,0.922,0.074,0.004
4FGL J2014.5-1841,-26.446,24.461,4.154,0.417,18.661,0.100,1.376,0.503,unid,fsrq,0.013,0.977,0.011
4FGL J2014.9+1225,-12.215,53.929,4.929,0.069,15.175,0.698,0.035,0.217,unid,bll,0.905,0.088,0.008
4FGL J2017.3+3525,-0.080,73.622,7.100,0.064,17.972,8.409,0.313,0.516,unid,bll,0.938,0.047,0.015
4FGL J2017.9-0114,-19.738,42.025,6.267,0.106,17.771,0.702,0.093,0.418,unid,bll,0.574,0.384,0.042
4FGL J2018.0+7903,22.662,111.904,6.960,0.085,12.490,1.119,0.043,0.847,unid,pulsar,0.071,0.063,0.866
4FGL J2019.6+0616,-16.390,49.111,4.956,0.085,14.249,0.417,0.309,0.429,unid,fsrq,0.120,0.634,0.246
4FGL J2020.7-4536,-34.227,354.423,4.767,0.169,21.411,39.990,0.011,0.027,unid,bll,0.912,0.078,0.009
4FGL J2021.9+3609,-0.425,74.749,4.151,0.066,8.287,82.708,0.250,0.642,unid,bll,0.884,0.093,0.023
4FGL J2022.3+0807,-16.028,51.130,5.264,0.209,9.328,0.100,1.145,0.128,unid,bll,0.614,0.376,0.010
4FGL J2022.3+0413,-18.029,47.632,5.251,0.091,13.937,19.807,0.019,0.299,unid,bll,0.921,0.075,0.004
4FGL J2022.6+3716,0.105,75.749,4.433,0.108,8.964,0.123,6.251,0.220,unid,fsrq,0.560,0.422,0.018
4FGL J2023.3-1947,-28.771,24.156,7.545,0.120,11.388,0.849,0.134,0.749,unid,pulsar,0.024,0.302,0.673
4FGL J2024.2+3616,-0.742,75.107,5.007,0.070,15.910,0.100,6.454,0.119,unid,fsrq,0.229,0.758,0.013
4FGL J2026.0+4718,5.342,84.332,6.990,0.128,14.410,2.019,0.268,0.788,unid,pulsar,0.014,0.011,0.975
4FGL J2026.3+1431,-13.444,57.273,12.595,0.055,13.225,3.018,0.263,0.816,unid,pulsar,0.046,0.021,0.933
4FGL J2027.0+2811,-5.882,68.833,19.524,0.051,21.107,0.773,6.356,1.209,unid,pulsar,0.005,0.013,0.982
4FGL J2028.8-0010,-21.616,44.435,5.079,0.065,16.564,9.915,0.016,0.407,unid,bll,0.928,0.070,0.002
4FGL J2029.3-2409,-31.538,19.923,4.416,0.093,8.625,0.100,0.029,0.024,unid,bll,0.912,0.078,0.010
4FGL J2030.0-0310,-23.331,41.738,4.628,0.103,9.622,1.875,0.026,0.837,unid,bll,0.594,0.054,0.352
4FGL J2030.3-5038,-36.064,348.384,8.757,0.044,21.727,117.811,0.035,0.058,unid,bll,0.913,0.075,0.012
4FGL J2030.5+2235,-9.738,64.663,6.728,0.040,15.093,13.882,0.034,0.551,unid,bll,0.927,0.071,0.002
4FGL J2031.7+3138,-4.707,72.244,5.231,0.095,10.451,1.113,0.167,0.600,unid,pulsar,0.039,0.121,0.841
4FGL J2032.0+0229,-20.989,47.343,4.235,0.142,11.658,0.100,0.214,0.178,unid,fsrq,0.441,0.554,0.005
4FGL J2032.2-0545,-25.015,39.517,4.562,0.064,10.557,8.703,0.013,0.879,unid,bll,0.923,0.068,0.009
