name,glon,glat,ts,r95,diffuse,d,Fp,Ep,source type
4FGL J0854.8-4504,265.612,-0.032,1510.959,0.022,0.888,0.718,40.118,1.525,UNID-PSR
4FGL J0854.9-4426,265.140,0.392,65.377,0.077,0.948,-0.019,3.677,0.100,UNID-FSRQ
4FGL J0855.0-6026,277.562,-9.872,67.095,0.083,0.117,0.303,0.150,0.350,UNID-FSRQ
4FGL J0855.4-0714,235.106,23.378,112.809,0.089,-0.469,0.900,0.176,0.887,bcu-psr
4FGL J0856.2-0810,235.985,23.040,28.718,0.058,-0.487,0.322,0.006,22.164,UNID-BLL
4FGL J0857.0-4353,264.881,1.048,45.379,0.168,1.057,0.736,2.608,0.449,UNID-PSR
4FGL J0857.4+6615,148.453,37.202,39.311,0.137,-0.232,0.335,0.027,0.319,UNID-BLL
4FGL J0857.7-4256,264.299,1.790,93.875,0.115,0.968,0.368,6.398,0.301,UNID-PSR
4FGL J0858.4-4615,266.934,-0.367,51.839,0.191,1.001,0.715,3.371,0.389,UNID-PSR
4FGL J0859.2-4729,267.950,-1.045,466.176,0.053,0.899,0.329,25.294,0.275,UNID-PSR
4FGL J0859.3-4342,265.013,1.478,183.903,0.088,1.017,0.623,4.401,0.672,UNID-PSR
4FGL J0859.8-4530,266.529,0.263,72.685,0.223,1.084,0.397,3.189,0.183,UNID-FSRQ
4FGL J0900.1-4402,265.449,1.359,154.590,0.091,1.088,0.969,6.489,0.697,UNID-PSR
4FGL J0900.2-4608,266.991,-0.011,43.832,0.087,0.997,0.438,0.233,0.691,UNID-PSR
4FGL J0900.2-2549,251.483,13.217,31.322,0.080,0.094,0.059,0.676,0.100,UNID-BLL
4FGL J0900.5-4434,265.848,1.140,138.495,0.101,1.093,0.642,9.069,0.425,UNID-PSR
4FGL J0901.1-4456,266.196,0.915,272.894,0.070,1.085,0.558,3.769,0.944,UNID-PSR
4FGL J0901.3-4848,269.172,-1.624,34.303,0.161,1.137,0.620,1.592,0.496,UNID-PSR
4FGL J0902.5-4727,268.304,-0.561,112.836,0.066,1.197,0.123,2.467,0.100,UNID-FSRQ
4FGL J0902.5-4801,268.798,-0.978,162.366,0.117,1.101,0.748,10.481,0.344,bcu-psr
4FGL J0902.8-4633,267.635,0.025,44.099,0.126,0.988,0.612,0.717,0.593,UNID-PSR
4FGL J0903.5+4057,180.945,41.674,35.540,0.051,-0.669,0.117,0.004,6.107,UNID-BLL
4FGL J0903.6-5025,270.625,-2.426,28.296,0.059,1.031,0.125,0.047,3.629,UNID-BLL
4FGL J0903.9-2735,253.398,12.693,55.238,0.355,-0.041,1.214,0.452,0.278,UNID-FSRQ
4FGL J0904.6+5200,166.079,41.251,30.084,0.225,-0.642,0.014,0.059,0.100,UNID-BLL
4FGL J0904.7-4908,269.824,-1.438,70.440,0.197,1.183,0.774,8.527,0.311,unk-psr
4FGL J0906.1-1011,239.279,23.857,47.324,0.050,-0.357,0.161,0.010,8.575,UNID-BLL
4FGL J0906.2-5337,273.276,-4.261,59.095,0.043,0.537,0.752,0.069,28.122,UNID-BLL
4FGL J0906.8-2122,248.901,17.137,407.296,0.071,-0.019,1.302,4.542,0.416,UNID-PSR
4FGL J0908.7-4911,270.292,-1.059,698.737,0.046,1.268,0.955,53.810,0.568,young
4FGL J0910.1-1816,246.869,19.733,81.287,0.048,-0.238,0.571,0.036,3.765,UNID-BLL
4FGL J0910.9+6055,154.283,40.243,77.229,0.037,-0.448,0.415,0.010,3.103,UNID-BLL
4FGL J0912.0-1539,244.998,21.695,32.964,0.116,-0.312,0.910,0.012,1.728,UNID-BLL
4FGL J0912.4-3257,258.746,10.534,31.492,0.036,0.151,0.229,0.013,49.593,UNID-BLL
4FGL J0913.7+1540,214.018,38.436,31.851,0.059,-0.523,0.443,0.006,8.339,UNID-BLL
4FGL J0914.5+6845,144.772,37.863,99.482,0.037,-0.267,-0.034,0.029,0.100,UNID-BLL
4FGL J0916.2-5823,277.744,-6.481,44.767,0.134,0.391,0.766,0.077,1.123,UNID-PSR
4FGL J0916.9+7756,134.639,33.811,45.068,0.081,-0.603,0.066,0.019,0.100,UNID-BLL
4FGL J0917.9-4755,270.389,1.060,95.086,0.127,1.078,0.840,15.278,0.361,UNID-PSR
4FGL J0918.9-4904,271.334,0.294,46.815,0.180,1.105,0.759,4.543,0.291,UNID-PSR
4FGL J0919.3+6607,147.643,39.347,105.150,0.041,-0.138,0.059,0.020,1.305,UNID-BLL
4FGL J0919.5-6203,280.693,-8.775,139.524,0.046,0.144,0.725,0.172,1.600,UNID-PSR
4FGL J0921.7-6317,281.844,-9.316,102.140,0.051,0.198,0.657,0.228,1.107,lmb-psr
4FGL J0922.3+0644,225.341,36.466,61.892,0.119,-0.405,0.343,0.342,0.100,young
4FGL J0924.1-5202,274.043,-1.298,105.704,0.130,0.958,0.350,4.202,0.107,UNID-FSRQ
4FGL J0926.1-5336,275.312,-2.138,120.208,0.058,0.968,1.003,0.880,2.009,UNID-PSR
4FGL J0928.3-2713,256.884,16.989,27.617,0.069,-0.093,-0.042,0.139,0.100,UNID-BLL
4FGL J0928.4-5256,275.091,-1.415,186.365,0.038,0.947,0.080,0.352,5.645,UNID-BLL
4FGL J0928.5+3916,183.368,46.466,25.593,0.099,-0.699,0.407,0.005,1.757,UNID-BLL
4FGL J0928.7-2541,255.774,18.094,26.585,0.064,-0.189,-0.034,0.011,0.100,UNID-BLL
4FGL J0929.3-4110,267.106,7.213,59.749,0.031,0.416,0.094,0.122,697.871,UNID-BLL
4FGL J0930.1-5059,273.959,0.192,65.505,0.114,1.050,0.395,1.668,0.189,UNID-FSRQ
4FGL J0930.9-3030,259.721,15.080,71.808,0.042,-0.044,0.000,0.021,0.100,UNID-BLL
4FGL J0931.2-1906,251.032,23.029,162.468,0.057,-0.373,1.265,0.164,1.857,MSP
4FGL J0931.4-3559,263.739,11.248,74.540,0.043,0.132,0.654,0.053,6.275,UNID-BLL
4FGL J0932.1+3634,187.316,47.116,35.920,0.039,-0.746,-0.100,0.041,0.100,UNID-BLL
4FGL J0933.8-6232,282.230,-7.910,2594.758,0.016,0.300,1.139,18.531,2.144,UNID-PSR
4FGL J0934.5+7223,139.586,37.603,47.205,0.171,-0.328,-0.013,1.378,0.100,UNID-BLL
4FGL J0935.3+0901,224.651,40.392,366.054,0.056,-0.415,0.595,1.029,0.504,bin-psr
4FGL J0935.5+1152,221.386,41.716,25.111,0.063,-0.527,-0.024,0.077,1000.000,UNID-BLL
4FGL J0938.8+5155,164.827,46.492,56.959,0.095,-0.717,0.178,0.007,3.067,UNID-BLL
4FGL J0942.5+7620,135.289,35.869,55.143,0.066,-0.490,0.383,0.008,3.021,UNID-BLL
4FGL J0944.3-0911,244.988,31.926,48.153,0.060,-0.468,0.515,0.014,5.206,UNID-BLL
4FGL J0944.6+5729,156.790,45.427,32.362,0.053,-0.697,0.092,0.004,16.424,UNID-BLL
4FGL J0944.7-5124,275.900,1.404,80.055,0.055,0.823,0.437,0.132,4.816,UNID-BLL
4FGL J0946.7+0548,230.263,41.229,25.768,0.128,-0.557,0.168,0.019,0.257,UNID-BLL
4FGL J0947.0-3548,266.005,13.585,53.586,0.178,0.037,0.761,0.718,0.306,UNID-FSRQ
4FGL J0947.8-4234,270.723,8.462,61.461,0.051,0.281,0.327,0.064,0.891,UNID-BLL
4FGL J0948.0-3859,268.306,11.325,39.418,0.305,0.106,0.714,0.425,0.240,UNID-FSRQ
4FGL J0949.8+7551,135.423,36.496,161.980,0.059,-0.568,0.753,0.039,1.777,UNID-BLL
4FGL J0951.8-5944,282.016,-4.363,115.116,0.108,0.614,1.333,0.528,1.046,UNID-PSR
4FGL J0952.1-0607,243.643,35.381,222.949,0.047,-0.317,1.083,0.355,1.560,MSP
4FGL J0952.5-3902,268.895,11.872,25.081,0.246,0.089,0.841,0.105,0.635,UNID-FSRQ
4FGL J0953.6-1509,251.907,29.610,1198.027,0.026,-0.269,1.179,4.015,1.744,UNID-PSR
4FGL J0955.2+4725,170.255,50.230,38.230,0.084,-0.765,0.343,0.007,1.166,UNID-BLL
4FGL J0955.3-3949,269.926,11.534,1195.310,0.027,0.079,0.532,6.758,0.589,MSP
4FGL J0955.4-6151,283.690,-5.737,588.155,0.030,0.372,0.577,3.141,0.747,MSP
4FGL J0955.8-4106,270.667,10.390,61.350,0.163,0.165,0.845,2.833,0.174,UNID-FSRQ
4FGL J0957.3-3851,269.608,12.705,27.726,0.295,-0.064,0.501,1.751,0.100,UNID-FSRQ
4FGL J0958.6-0522,244.222,37.095,59.918,0.054,-0.496,0.160,0.017,9.224,UNID-BLL
4FGL J0959.1-6441,285.713,-7.754,40.560,0.170,0.187,0.363,0.528,0.200,UNID-FSRQ
4FGL J1000.5-5709,281.340,-1.636,64.119,0.138,1.353,0.955,2.613,0.907,UNID-PSR
4FGL J1000.7-4248,272.580,9.844,32.917,0.211,0.125,0.414,0.619,0.138,UNID-FSRQ
4FGL J1001.3-2040,257.742,26.915,50.663,0.054,-0.366,0.441,0.015,8.805,UNID-BLL
4FGL J1001.8+7628,134.247,36.662,34.678,0.054,-0.499,0.295,0.003,8.296,UNID-BLL
4FGL J1002.9-2937,264.431,20.382,33.947,0.113,-0.208,0.224,0.089,0.113,UNID-BLL
4FGL J1003.2-5737,282.024,-1.665,147.181,0.100,1.391,0.649,3.244,0.746,UNID-PSR
4FGL J1003.7+7049,139.714,40.409,74.711,0.042,-0.264,-0.100,0.143,0.100,UNID-BLL
4FGL J1005.5-5708,281.837,-1.079,130.259,0.099,1.364,0.942,5.073,0.643,UNID-PSR
4FGL J1006.5-5626,281.549,-0.529,86.563,0.163,1.315,1.101,6.910,0.519,UNID-PSR
4FGL J1007.6+4253,176.525,53.447,125.890,0.110,-0.752,0.190,0.540,0.100,UNID-FSRQ
4FGL J1007.8-4514,275.142,8.623,32.622,0.044,0.108,-0.096,0.095,1000.000,UNID-BLL
4FGL J1008.1-5706,282.191,-0.851,121.173,0.074,1.332,0.510,5.288,0.606,unk-psr
4FGL J1008.7-4659,276.307,7.305,41.247,0.101,0.060,0.685,0.072,0.741,MSP
4FGL J1009.5-0034,241.580,42.189,47.044,0.065,-0.518,0.393,0.041,0.879,UNID-BLL
4FGL J1011.4-5729,282.823,-0.953,27.951,0.087,1.366,0.729,9.997,0.509,UNID-PSR
4FGL J1012.1-4235,274.224,11.232,448.923,0.030,0.029,0.544,0.913,1.333,MSP
4FGL J1014.6+6126,149.147,46.925,70.690,0.073,-0.739,0.657,0.015,2.133,UNID-BLL
4FGL J1015.1-6353,286.768,-6.068,103.310,0.055,0.382,0.571,0.195,1.358,UNID-PSR
4FGL J1015.5-6030,284.896,-3.220,434.355,0.073,0.735,0.306,57.398,0.100,young
4FGL J1016.1-4247,274.950,11.495,229.548,0.031,-0.030,0.271,0.223,12.058,UNID-BLL
4FGL J1016.2-5729,283.254,-0.693,36.619,0.114,1.364,0.283,7.748,0.155,UNID-FSRQ
4FGL J1016.3-5857,284.087,-1.876,3710.315,0.016,1.142,0.701,283.228,1.214,young
4FGL J1017.4+5956,150.779,48.026,29.519,0.060,-0.765,-0.085,0.101,0.100,UNID-BLL
4FGL J1018.1-4051,274.167,13.293,50.243,0.157,0.028,0.372,0.184,0.195,UNID-FSRQ
4FGL J1018.1-2705,265.667,24.509,58.603,0.120,-0.236,0.222,0.240,0.129,UNID-FSRQ
4FGL J1018.2+0145,241.080,45.424,73.343,0.098,-0.358,0.871,0.074,1.190,UNID-PSR
4FGL J1018.3-0703,250.103,39.557,35.862,0.149,-0.440,0.235,0.297,0.100,UNID-FSRQ
4FGL J1018.4+2210,212.518,55.017,27.376,0.038,-0.636,0.662,0.026,159.024,UNID-BLL
4FGL J1018.9-5856,284.358,-1.688,28394.447,0.011,1.180,0.477,7587.287,0.429,HMB-psr
4FGL J1019.3+5625,155.059,50.138,32.181,0.056,-0.577,0.571,0.006,10.793,UNID-BLL
4FGL J1019.8-5749,283.840,-0.686,653.411,0.032,1.364,0.606,30.245,1.160,young
4FGL J1020.4-5508,282.446,1.600,57.388,0.064,0.935,1.440,0.175,4.892,UNID-PSR
4FGL J1020.4-5314,281.399,3.204,192.602,0.070,0.579,0.822,1.114,0.874,UNID-PSR
4FGL J1021.4+8021,130.022,34.587,419.856,0.037,-0.613,0.333,0.284,0.592,bcu-psr
4FGL J1021.8-6348,287.316,-5.565,34.422,0.053,0.425,0.456,0.019,21.035,UNID-BLL
4FGL J1022.1-1818,260.242,31.938,51.287,0.060,-0.250,0.422,0.020,4.785,UNID-BLL
4FGL J1023.0-5745,284.170,-0.401,14670.349,0.013,1.339,0.694,1899.579,0.832,young
4FGL J1024.5-0719,251.693,40.493,474.706,0.036,-0.415,0.723,0.706,1.344,MSP
4FGL J1026.2-5731,284.403,0.009,526.938,0.041,1.233,1.146,27.464,1.217,UNID-PSR
4FGL J1028.1-3550,272.866,18.489,42.428,0.065,-0.200,-0.100,0.587,0.100,UNID-BLL
4FGL J1028.4-1539,259.546,34.953,41.768,0.068,-0.140,0.565,0.031,16.682,UNID-BLL
4FGL J1028.5-5819,285.063,-0.497,39457.510,0.010,1.217,0.559,6886.285,0.972,young
4FGL J1029.4-0828,253.875,40.484,26.386,0.084,-0.328,-0.100,0.215,1000.000,UNID-BLL
4FGL J1029.9+7335,135.291,39.994,32.966,0.107,-0.258,0.351,0.006,3.793,UNID-BLL
4FGL J1030.7+6118,147.518,48.522,159.472,0.108,-0.768,-0.025,0.616,0.100,UNID-BLL
4FGL J1031.4-4448,278.419,11.302,40.275,0.069,0.077,0.663,0.027,2.330,UNID-BLL
4FGL J1035.4-6720,290.378,-7.840,3269.624,0.016,0.362,0.967,31.112,1.406,MSP
4FGL J1036.5-1809,263.325,34.142,41.595,0.103,-0.365,-0.057,2.328,0.100,UNID-BLL
4FGL J1036.5-8318,298.943,-21.501,401.118,0.032,0.027,0.939,0.938,1.707,MSP
4FGL J1036.6-4349,278.712,12.561,200.499,0.041,0.005,0.332,0.290,0.940,MSP
4FGL J1037.8-5810,285.982,0.214,196.497,0.063,1.226,0.516,12.576,0.468,UNID-PSR
4FGL J1038.8-5848,286.480,-0.243,76.347,0.091,1.228,0.534,11.017,0.468,UNID-PSR
4FGL J1039.2+3258,193.239,60.914,119.140,0.080,-0.698,0.099,0.229,0.100,UNID-BLL
4FGL J1043.0+5316,156.066,54.755,188.028,0.069,-0.772,0.279,1.727,0.100,UNID-FSRQ
4FGL J1043.4-0623,255.492,44.380,38.418,0.050,-0.436,0.577,0.011,26.009,UNID-BLL
4FGL J1044.4-5737,286.580,1.160,11245.225,0.013,0.998,0.611,1260.154,0.728,young
4FGL J1044.5-1439,262.654,38.088,34.870,0.098,-0.325,0.526,0.033,1.047,UNID-BLL
4FGL J1045.1-5940,287.594,-0.628,9180.210,0.011,0.860,0.233,1985.684,0.607,BIN-psr
4FGL J1046.7-6010,288.094,-0.963,161.499,0.071,1.196,0.691,42.070,0.603,UNID-PSR
4FGL J1047.2+6740,139.122,45.380,83.951,0.040,-0.696,0.133,0.010,14.900,UNID-BLL
4FGL J1048.2-5832,287.428,0.575,35136.584,0.010,1.022,0.617,3707.665,1.019,young
4FGL J1048.4-5030,283.768,7.734,98.746,0.030,0.382,0.292,0.081,24.680,UNID-BLL
4FGL J1048.5-5923,287.841,-0.147,401.713,0.053,1.090,0.969,51.345,0.754,UNID-PSR
4FGL J1048.6+2340,213.147,62.141,496.129,0.038,-0.523,0.396,0.675,0.750,MSP
4FGL J1049.8+2741,204.671,63.078,53.471,0.057,-0.785,0.091,0.009,2.179,UNID-BLL
4FGL J1049.9-3658,277.478,19.835,54.223,0.058,-0.265,0.350,0.020,5.219,UNID-BLL
4FGL J1054.0-5938,288.468,-0.063,28.644,0.111,1.187,0.696,0.821,1.197,UNID-PSR
4FGL J1054.7-6008,289.040,-0.443,28.305,0.063,1.347,0.100,3.530,0.100,UNID-FSRQ
4FGL J1055.6-0719,259.539,45.566,46.977,0.148,-0.555,0.257,0.262,0.100,UNID-FSRQ
4FGL J1055.7+1033,238.745,58.128,31.156,0.075,-0.614,0.211,0.004,3.703,UNID-BLL
4FGL J1055.7-6028,289.145,-0.729,530.808,0.030,1.420,0.715,24.200,1.156,young
4FGL J1055.7-1807,267.952,36.782,29.131,0.078,-0.452,-0.100,0.529,0.100,UNID-BLL
4FGL J1055.9+6507,140.562,47.844,281.369,0.039,-0.467,0.042,0.182,0.100,UNID-FSRQ
4FGL J1056.2-6323,290.482,-3.384,162.613,0.181,0.762,0.694,6.824,0.161,UNID-PSR
4FGL J1056.9-5852,288.596,0.770,643.260,0.040,1.070,1.621,24.459,1.044,young
4FGL J1057.6-4051,280.785,17.076,67.468,0.043,0.035,0.792,0.048,12.821,UNID-BLL
4FGL J1057.9-5227,285.986,6.649,204311.233,0.009,0.482,1.148,21381.625,1.063,young
4FGL J1058.3+2134,218.910,63.715,34.391,0.051,-0.780,0.250,0.006,21.139,UNID-BLL
4FGL J1058.4-6625,291.972,-5.988,84.808,0.040,0.526,0.080,0.098,5.028,UNID-BLL
4FGL J1058.9-6101,289.795,-1.086,186.800,0.070,1.310,0.360,4.812,0.557,UNID-PSR
4FGL J1059.4+2148,218.557,64.046,30.717,0.084,-0.800,0.009,0.045,0.100,UNID-BLL
4FGL J1059.4+0226,250.773,53.551,245.180,0.046,-0.458,0.441,0.322,1.207,UNID-BLL
4FGL J1059.5-6021,289.469,-0.541,140.484,0.078,1.314,0.632,2.419,0.955,spp-psr
4FGL J1100.0-2044,270.742,35.060,79.748,0.067,-0.363,0.344,0.045,1.388,UNID-BLL
4FGL J1102.0-6054,290.030,-0.801,975.605,0.034,1.218,0.532,114.465,0.440,bcu-psr
4FGL J1102.3+6715,137.846,46.584,35.589,0.066,-0.653,0.225,0.006,39.108,UNID-BLL
4FGL J1102.4+0246,251.309,54.426,90.875,0.066,-0.456,1.037,0.159,1.253,MSP
4FGL J1104.9-6037,290.234,-0.405,1500.022,0.024,1.216,0.826,71.050,1.118,young
4FGL J1105.1-2600,274.958,31.050,105.246,0.065,-0.321,0.679,0.080,1.816,UNID-BLL
4FGL J1105.3-0626,261.682,47.753,31.291,0.065,-0.408,0.632,0.049,47.631,UNID-BLL
4FGL J1105.4-6108,290.489,-0.862,638.594,0.037,1.135,0.615,28.435,0.693,young
4FGL J1106.2+7303,132.848,41.998,44.929,0.117,-0.316,-0.056,2.270,0.100,UNID-FSRQ
4FGL J1106.7+3623,183.600,65.949,432.029,0.048,-0.735,0.252,1.162,0.127,UNID-FSRQ
4FGL J1106.7-1742,270.478,38.491,284.120,0.041,-0.415,0.754,0.500,1.500,UNID-PSR
4FGL J1109.1-4853,286.108,10.622,69.890,0.080,0.146,0.659,0.114,1.002,UNID-FSRQ
4FGL J1109.8+4406,166.515,63.445,79.998,0.147,-0.767,0.326,1.376,0.100,UNID-FSRQ
4FGL J1110.3-6501,292.517,-4.227,102.660,0.089,0.762,0.359,0.188,0.609,UNID-BLL
4FGL J1110.4-8023,298.644,-18.359,58.139,0.052,0.082,1.092,0.039,11.443,UNID-BLL
4FGL J1111.1-3231,279.562,25.755,32.536,0.152,-0.155,0.112,0.518,0.100,UNID-BLL
4FGL J1111.4+0137,255.452,54.984,33.366,0.091,-0.457,-0.062,0.360,0.100,UNID-BLL
4FGL J1111.8-6039,291.022,-0.108,5363.431,0.013,1.166,0.646,238.752,2.396,young
4FGL J1112.1-6108,291.213,-0.466,470.335,0.037,1.093,0.427,34.028,0.596,young
4FGL J1112.2-6055,291.162,-0.296,352.903,0.047,1.184,0.560,30.676,0.919,UNID-PSR
4FGL J1114.6+1225,241.076,62.965,29.623,0.096,-0.676,0.624,0.007,2.483,UNID-BLL
4FGL J1115.1-6118,291.616,-0.546,345.655,0.033,1.142,0.096,22.204,0.100,UNID-PSR
4FGL J1115.9+1407,238.421,64.229,26.352,0.087,-0.740,0.555,0.039,57.344,UNID-BLL
4FGL J1116.3+1818,229.845,66.433,28.651,0.137,-0.763,0.160,0.090,0.100,UNID-BLL
4FGL J1118.1+5857,143.393,54.323,28.390,0.114,-0.814,0.242,0.005,13.006,UNID-BLL
4FGL J1118.6-6159,292.214,-1.034,67.044,0.125,1.214,0.545,0.892,0.728,UNID-PSR
4FGL J1119.1-6127,292.124,-0.542,1310.240,0.027,1.162,0.766,37.314,1.098,young
4FGL J1119.9-1007,269.017,46.639,59.082,0.062,-0.422,0.100,0.063,0.190,UNID-BLL
4FGL J1120.0-2204,276.494,36.064,4523.991,0.019,-0.272,0.878,27.375,1.042,UNID-PSR
4FGL J1120.1-2645,278.895,31.811,192.609,0.043,-0.240,-0.040,0.404,1000.000,UNID-BLL
4FGL J1120.6+0713,251.519,60.674,757.648,0.030,-0.332,0.990,1.862,2.068,bcu-psr
4FGL J1122.0-0231,263.434,53.382,97.647,0.035,-0.421,-0.100,1.291,0.100,UNID-BLL
4FGL J1122.4-6237,292.895,-1.486,69.454,0.056,1.168,0.148,1.070,0.364,UNID-BLL
4FGL J1123.2-5111,289.171,9.321,72.977,0.066,0.243,0.442,0.092,1.093,UNID-BLL
4FGL J1123.8-4552,287.411,14.353,104.117,0.057,-0.033,0.138,0.210,0.248,UNID-BLL
4FGL J1124.0-3653,284.097,22.759,2238.603,0.019,-0.044,0.688,7.942,1.690,MSP
4FGL J1124.2-3035,281.582,28.638,27.509,0.059,-0.287,0.225,0.012,42.946,UNID-BLL
4FGL J1124.7-5915,292.036,1.755,7592.950,0.017,0.709,0.502,305.183,0.496,young
4FGL J1125.1+4811,155.711,63.082,35.323,0.064,-0.760,0.642,0.003,3.568,UNID-BLL
4FGL J1125.2+2557,211.522,70.737,111.649,0.125,-0.788,0.481,0.672,0.119,UNID-FSRQ
4FGL J1125.6-5825,291.870,2.599,473.284,0.032,0.593,0.942,2.509,2.525,MSP
4FGL J1125.8-4004,285.665,19.907,34.542,0.062,-0.031,0.418,0.011,3.965,UNID-BLL
4FGL J1126.0-5007,289.213,10.471,95.770,0.059,0.033,1.083,0.132,2.586,UNID-PSR
4FGL J1126.4-6011,292.507,0.916,105.443,0.062,0.878,0.749,0.752,1.322,MSP
4FGL J1127.9-6158,293.281,-0.723,124.443,0.074,1.304,0.753,5.680,0.915,UNID-PSR
4FGL J1129.1-5230,290.452,8.367,89.469,0.036,0.215,-0.034,0.096,0.100,UNID-BLL
4FGL J1129.8-4217,287.208,18.067,185.970,0.054,-0.087,0.901,0.226,1.138,bll-psr
4FGL J1130.5-6236,293.767,-1.193,52.404,0.048,1.395,-0.012,0.670,0.100,UNID-BLL
4FGL J1131.6+4657,155.932,64.695,68.354,0.050,-0.776,0.173,0.013,12.965,UNID-BLL
4FGL J1132.1-1448,275.902,43.843,102.160,0.037,-0.401,0.254,0.064,2.711,UNID-BLL
4FGL J1133.1+5135,148.728,61.444,27.286,0.442,-0.792,0.190,0.800,0.100,UNID-FSRQ
4FGL J1133.7-6223,294.100,-0.839,100.459,0.133,1.438,0.885,5.467,0.735,UNID-PSR
4FGL J1135.2-6055,293.800,0.579,4010.471,0.018,0.882,0.652,137.594,0.891,young
4FGL J1137.3+0535,260.447,62.181,27.337,0.167,-0.392,0.272,0.024,0.624,UNID-BLL
4FGL J1137.6+7527,128.953,40.792,62.198,0.071,-0.326,0.948,0.014,2.494,MSP
4FGL J1138.4-3555,286.720,24.617,55.965,0.098,-0.105,0.411,0.074,0.699,UNID-BLL
4FGL J1139.2-6247,294.785,-1.057,629.003,0.027,1.374,0.503,13.129,1.798,young
4FGL J1140.7-0129,269.400,56.709,25.274,0.063,-0.614,-0.019,0.023,0.100,UNID-BLL
4FGL J1146.0-0638,275.443,52.694,185.638,0.032,-0.446,0.282,0.227,18.718,UNID-BLL
4FGL J1146.0-6822,296.950,-6.192,90.379,0.059,0.271,0.566,0.135,0.971,UNID-BLL
4FGL J1147.4-6758,297.010,-5.783,106.692,0.096,0.269,0.658,0.702,0.565,fsrq-psr
4FGL J1147.7-6618,296.539,-4.197,43.001,0.140,0.669,0.473,0.881,0.360,MSP
4FGL J1148.2-0029,271.520,58.481,26.490,0.086,-0.580,-0.016,0.771,0.100,UNID-BLL
4FGL J1150.1-6324,296.145,-1.340,132.523,0.082,1.161,0.187,1.621,0.140,UNID-BLL
4FGL J1150.6-4823,292.537,13.190,274.476,0.121,-0.039,1.163,2.753,0.383,bcu-psr
4FGL J1150.7-4613,292.082,15.369,67.660,0.057,-0.031,0.048,0.600,0.100,UNID-BLL
4FGL J1150.8-1905,283.684,41.517,34.104,0.057,-0.316,0.766,0.016,22.030,UNID-BLL
4FGL J1151.4-6248,296.192,-0.773,73.696,0.074,1.151,0.331,1.816,0.475,spp-psr
4FGL J1152.0-6107,295.825,0.908,490.935,0.039,0.941,0.865,6.759,1.158,young
4FGL J1152.6-6207,296.168,0.053,59.944,0.186,0.884,0.673,2.257,0.444,spp-psr
4FGL J1153.4-8008,300.356,-17.554,28.482,0.061,0.300,0.772,0.016,13.199,UNID-BLL
4FGL J1153.7+1857,241.682,74.453,40.558,0.095,-0.599,0.402,0.013,1.192,UNID-BLL
4FGL J1154.5-5952,295.822,2.146,96.904,0.128,0.654,0.955,1.905,0.545,UNID-PSR
4FGL J1155.2-6259,296.599,-0.885,78.398,0.119,1.106,0.326,4.659,0.335,spp-psr
4FGL J1155.2-1111,281.532,49.328,54.554,0.041,-0.382,0.614,0.026,11.406,UNID-BLL
4FGL J1155.6-6547,297.032,-3.638,85.295,0.182,0.636,0.612,2.363,0.297,bcu-psr
4FGL J1155.6-6245,296.684,-0.669,158.928,0.081,1.079,0.776,7.252,0.503,spp-psr
4FGL J1157.2-6059,296.404,1.225,53.699,0.178,0.730,0.382,0.898,0.314,UNID-FSRQ
4FGL J1157.7-6327,296.944,-1.246,116.027,0.122,1.149,0.903,14.302,0.476,UNID-PSR
4FGL J1158.3-6232,296.840,-0.323,84.821,0.064,1.029,0.409,2.980,0.648,spp-psr
4FGL J1158.8-1430,284.418,46.457,90.509,0.043,-0.330,0.038,0.257,1000.000,UNID-BLL
4FGL J1159.3-6122,296.798,0.824,73.729,0.113,0.808,0.431,0.578,0.651,unk-psr
4FGL J1201.4+8234,124.837,34.344,61.824,0.098,-0.130,0.292,0.073,0.216,UNID-FSRQ
4FGL J1201.4-6703,298.079,-4.662,42.143,0.115,0.470,0.232,0.445,0.101,UNID-FSRQ
4FGL J1202.9-5717,296.487,5.162,52.842,0.100,0.316,0.831,0.122,0.819,UNID-PSR
4FGL J1203.4-6145,297.232,0.574,96.964,0.106,0.998,0.744,4.584,0.578,UNID-PSR
4FGL J1203.5-1748,287.120,43.603,110.021,0.060,-0.254,0.503,0.152,1.117,UNID-PSR
4FGL J1203.5-5745,296.562,4.541,45.751,0.135,0.436,0.521,0.460,0.410,UNID-PSR
4FGL J1203.7-6303,297.539,-0.693,146.271,0.083,1.313,0.743,4.212,0.795,UNID-PSR
4FGL J1203.9-6242,297.521,-0.335,1755.292,0.021,1.258,0.722,90.412,1.112,young
4FGL J1204.3-6111,297.303,1.117,52.091,0.211,0.875,0.955,3.321,0.432,UNID-PSR
4FGL J1204.5-5032,295.362,11.644,280.626,0.045,0.065,0.993,1.235,1.080,UNID-PSR
4FGL J1205.3-6212,297.576,0.156,64.444,0.088,1.203,0.437,2.316,0.562,UNID-PSR
4FGL J1206.8-6038,297.495,1.760,60.695,0.090,0.783,0.599,0.532,0.791,UNID-PSR
4FGL J1206.8-5836,296.949,3.748,51.269,0.160,0.525,0.935,1.193,0.378,UNID-PSR
4FGL J1207.4-5050,295.868,11.416,440.122,0.037,0.086,1.309,1.712,1.647,MSP
4FGL J1207.4-4536,294.912,16.580,228.882,0.045,-0.056,0.542,0.488,0.860,UNID-PSR
