4FGL-DR4,source_type,glat,glon,significance,r95,Ep,Fp,d,p_pulsar,diffuse
4FGL J1707.1-1931,bll-pulsar,12.492,3.051,8.191,0.073,1.465,0.304,0.561,0.916,0.373
4FGL J1708.6-4312,unk-pulsar,-1.763,344.014,8.675,0.075,1.643,2.675,1.113,0.995,1.152
4FGL J1708.8-0923,unid-pulsar,17.805,12.005,5.736,0.117,0.466,0.518,0.420,0.936,0.450
4FGL J1709.4-4339,unid-pulsar,-2.159,343.741,5.105,0.102,0.674,0.900,0.287,0.934,1.161
4FGL J1709.4-0328,unid-pulsar,20.771,17.441,14.154,0.067,0.518,1.805,0.402,0.922,0.350
4FGL J1709.7-4429,psr,-2.687,343.099,431.370,0.008,1.220,338481.506,0.538,0.955,0.997
4FGL J1709.9-0900,unid-pulsar,17.774,12.499,8.460,0.111,0.813,1.069,0.835,0.998,0.520
4FGL J1710.1-2030,bcu-pulsar,11.344,2.650,7.373,0.090,0.755,0.351,0.497,0.973,0.444
4FGL J1710.3-3039,unid-pulsar,5.422,354.319,8.610,0.062,1.350,0.683,0.542,1.000,0.786
4FGL J1710.3-3943,bcu-pulsar,0.043,347.005,15.102,0.065,0.500,104.007,0.531,0.994,1.749
4FGL J1710.9-5247,unk-pulsar,-7.734,336.470,5.869,0.517,0.500,0.425,0.612,0.839,0.427
4FGL J1711.0-3002,unid-pulsar,5.643,354.907,13.062,0.070,1.105,3.135,1.037,0.988,0.748
4FGL J1711.1-4600,bcu-pulsar,-3.786,342.018,4.205,0.217,0.556,1.260,0.670,0.990,0.985
4FGL J1711.9-1922,unid-pulsar,11.657,3.843,13.383,0.041,2.357,0.697,0.835,0.997,0.421
4FGL J1712.5-4642,spp-pulsar,-4.393,341.594,8.742,0.195,0.287,6.214,0.554,0.903,0.839
4FGL J1712.5-3142,bcu-pulsar,4.417,353.749,6.353,0.158,0.310,2.714,0.628,0.945,0.762
4FGL J1713.0-4236,unid-pulsar,-2.067,344.979,5.415,0.085,0.588,0.953,0.347,0.979,1.174
4FGL J1713.6-4902,unid-pulsar,-5.898,339.797,4.883,0.127,0.252,1.692,0.694,0.713,0.667
4FGL J1713.8+0747,msp,25.210,28.756,27.675,0.033,1.849,3.750,0.976,0.996,0.124
4FGL J1714.2-2928,glc,5.412,355.778,6.559,0.082,0.573,0.576,0.408,0.913,0.650
4FGL J1714.4-3830,psr,0.121,348.452,30.777,0.020,0.809,461.325,0.353,0.962,1.713
4FGL J1714.8-3849,unid-pulsar,-0.132,348.250,13.113,0.045,0.891,32.115,0.454,0.966,1.646
4FGL J1714.9-3324,unid-pulsar,3.009,352.651,15.520,0.063,1.173,6.051,0.661,0.997,0.946
4FGL J1715.3-3832,unk-pulsar,-0.051,348.529,4.529,0.056,0.568,24.719,0.536,0.993,1.671
4FGL J1715.5-0836,unid-pulsar,16.804,13.638,4.376,0.117,0.426,0.389,0.614,0.582,0.486
4FGL J1715.8-4549,spp-pulsar,-4.348,342.650,8.175,0.158,0.382,2.077,0.443,0.947,0.725
4FGL J1716.1-4342,unid-pulsar,-3.167,344.410,4.937,0.145,0.563,1.173,0.487,0.994,0.985
4FGL J1716.3-3421,bcu-pulsar,2.233,352.051,8.191,0.081,1.079,1.579,0.484,0.993,1.068
4FGL J1716.3+3434,msp,33.644,58.085,5.498,0.109,1.244,0.027,1.189,0.907,-0.467
4FGL J1716.7-2808,glc,5.744,357.181,19.549,0.040,1.103,5.966,0.591,0.972,0.737
4FGL J1716.8+4310,glc,34.919,68.376,8.026,0.102,1.213,0.051,0.916,0.898,-0.558
4FGL J1716.9-4152,unid-pulsar,-2.230,345.992,4.978,0.097,1.238,0.445,0.387,0.980,1.118
4FGL J1717.0-3218,unid-pulsar,3.293,353.803,6.589,0.126,0.624,1.249,0.521,0.992,0.889
4FGL J1717.3-6045,bcu-pulsar,-12.964,330.299,8.853,0.077,1.357,0.150,0.740,0.907,0.157
4FGL J1717.5-5804,unid-pulsar,-11.505,332.603,15.168,0.046,2.248,0.937,1.251,0.992,0.237
4FGL J1717.5-4022,unid-pulsar,-1.458,347.279,4.580,0.080,3.094,0.450,1.029,0.993,1.201
4FGL J1717.6-4404,unid-pulsar,-3.593,344.256,6.502,0.089,0.674,1.421,0.490,0.982,0.932
4FGL J1717.8-3906,unid-pulsar,-0.774,348.349,5.397,0.072,1.060,2.024,0.559,0.998,1.391
4FGL J1718.0-3726,other-pulsar,0.162,349.722,30.313,0.018,1.078,62.382,0.147,0.897,1.760
4FGL J1718.2-3825,psr,-0.442,348.946,47.799,0.020,0.679,1009.015,0.643,0.964,1.446
4FGL J1718.3-3001,unk-pulsar,4.386,355.840,5.497,0.102,0.631,1.942,0.946,0.996,0.870
4FGL J1718.5-4122,unid-pulsar,-2.186,346.568,4.542,0.116,0.865,0.550,0.410,0.991,1.159
4FGL J1719.0-4221,unid-pulsar,-2.828,345.820,4.756,0.129,0.894,0.767,0.671,0.998,0.990
4FGL J1719.3-3424,unid-pulsar,1.696,352.365,4.778,0.118,2.112,0.799,1.133,0.997,1.274
4FGL J1719.4-2916,unid-pulsar,4.608,356.598,5.792,0.152,0.480,1.209,0.503,0.881,0.789
4FGL J1719.4-4242,unid-pulsar,-3.086,345.572,5.576,0.100,1.022,0.778,0.652,1.000,0.936
4FGL J1719.6-4320,unid-pulsar,-3.480,345.075,4.997,0.163,0.806,0.889,0.891,0.995,0.886
4FGL J1719.7-4500,spp-pulsar,-4.441,343.714,5.995,0.113,1.109,0.345,0.454,0.986,0.738
4FGL J1720.0-3117,other-pulsar,3.348,355.005,4.354,0.109,0.371,1.195,0.391,0.905,1.009
4FGL J1720.0-5101,bcu-pulsar,-7.884,338.757,5.838,0.285,0.258,2.673,1.079,0.834,0.379
4FGL J1720.2-4757,spp-pulsar,-6.188,341.326,5.274,0.230,0.241,2.565,0.806,0.834,0.614
4FGL J1720.6-3706,unk-pulsar,-0.065,350.297,7.732,0.109,0.423,27.717,0.502,0.966,1.715
4FGL J1720.6+0708,unid-pulsar,23.419,28.942,20.513,0.056,0.992,2.066,0.743,1.000,0.124
4FGL J1720.7-4629,spp-pulsar,-5.432,342.584,4.598,0.172,0.303,1.967,0.871,0.891,0.619
4FGL J1720.8-1937,psr,9.765,4.817,6.868,0.094,0.100,0.944,0.119,0.014,0.586
4FGL J1721.3-5257,unid-pulsar,-9.128,337.244,12.381,0.078,0.964,1.118,1.008,0.997,0.383
4FGL J1721.7-4709,spp-pulsar,-5.932,342.130,6.295,0.113,1.899,0.139,0.479,0.557,0.574
4FGL J1721.7-3917,unid-pulsar,-1.492,348.622,9.580,0.062,0.751,4.828,0.489,0.992,1.343
4FGL J1722.1-4007,unid-pulsar,-2.021,347.985,5.229,0.206,0.795,0.730,0.459,0.988,1.050
4FGL J1722.1-3205,unid-pulsar,2.538,354.603,9.263,0.072,1.545,1.682,0.614,0.998,1.052
4FGL J1722.6-4529,spp-pulsar,-5.131,343.596,16.024,0.053,0.855,2.779,0.484,0.992,0.626
4FGL J1722.6-3135,unid-pulsar,2.716,355.080,4.860,0.109,1.842,0.616,0.932,1.000,1.157
4FGL J1722.7-3258,unid-pulsar,1.928,353.944,4.275,0.254,0.101,11.104,0.311,0.512,1.300
4FGL J1722.8-0418,unid-pulsar,17.479,18.470,12.318,0.041,0.557,1.676,0.271,0.909,0.607
4FGL J1723.1-2859,unid-pulsar,4.093,357.290,5.709,0.140,0.511,1.900,0.677,0.977,0.900
4FGL J1723.5-3342,unid-pulsar,1.377,353.440,5.092,0.062,0.983,0.758,0.241,0.659,1.452
4FGL J1724.5-3008,unid-pulsar,3.195,356.507,6.505,0.116,0.678,2.353,0.904,0.997,0.927
4FGL J1724.7-3737,unid-pulsar,-1.047,350.336,5.264,0.108,0.362,7.393,0.504,0.954,1.432
4FGL J1725.1-3408,unk-pulsar,0.850,353.274,5.210,0.118,2.023,1.049,0.464,0.984,1.526
4FGL J1725.1-1924,unid-pulsar,9.032,5.583,12.506,0.059,0.454,1.973,0.302,0.865,0.669
4FGL J1726.2-2903,unid-pulsar,3.513,357.615,5.230,0.115,1.116,0.909,0.799,1.000,0.913
4FGL J1726.2-3207,unid-pulsar,1.792,355.059,6.128,0.071,1.961,1.111,0.765,0.990,1.257
4FGL J1726.6-3524,unk-pulsar,-0.109,352.396,4.657,0.090,0.502,8.906,0.440,0.958,1.799
4FGL J1726.7-3930,unid-pulsar,-2.417,349.001,4.795,0.131,0.548,1.081,0.633,0.987,0.948
4FGL J1727.4+0326,unid-pulsar,20.228,26.228,10.870,0.054,1.523,0.267,0.613,0.992,0.146
4FGL J1727.6-2304,unid-pulsar,6.550,2.794,11.839,0.045,1.984,1.104,0.546,0.993,0.778
4FGL J1727.6-3050,glc,2.256,356.295,8.748,0.079,0.998,2.046,0.397,0.986,1.099
4FGL J1727.7-3621,unid-pulsar,-0.829,351.728,4.863,0.077,0.454,8.207,0.487,0.986,1.531
4FGL J1728.0-3550,unid-pulsar,-0.587,352.182,4.387,0.142,0.288,11.752,0.378,0.953,1.611
4FGL J1728.0-4606,spp-pulsar,-6.261,343.611,23.293,0.040,0.874,5.916,0.604,0.995,0.521
4FGL J1728.1-1610,msp,10.188,8.731,9.181,0.070,1.364,0.561,0.844,1.000,0.536
4FGL J1729.1-3503,unid-pulsar,-0.334,352.959,9.313,0.060,2.285,8.219,1.033,0.987,1.693
4FGL J1729.2-3641,unk-pulsar,-1.256,351.614,9.197,0.049,0.100,22.266,0.027,0.719,1.474
4FGL J1729.4-2831,unid-pulsar,3.223,358.443,6.261,0.163,0.604,2.638,0.812,0.997,0.942
4FGL J1729.4-2646,unid-pulsar,4.169,359.920,6.745,0.110,1.093,1.597,0.865,1.000,1.030
4FGL J1729.7-4242,unid-pulsar,-4.647,346.637,6.200,0.103,0.601,0.664,0.582,0.947,0.698
4FGL J1729.9-4148,unid-pulsar,-4.182,347.410,10.991,0.054,0.506,1.252,0.250,0.543,0.732
4FGL J1729.9-2403,unk-pulsar,5.563,2.268,11.660,0.094,0.742,5.132,0.843,0.997,0.943
4FGL J1730.1-4343,unid-pulsar,-5.270,345.818,7.142,0.227,0.487,1.906,1.002,0.984,0.591
4FGL J1730.1-3422,unk-pulsar,-0.143,353.647,7.640,0.087,0.251,168.159,0.609,0.991,1.808
4FGL J1730.4-0359,unid-pulsar,15.995,19.738,21.588,0.037,1.642,4.091,1.002,0.983,0.502
4FGL J1730.5-3352,psr,0.066,354.106,12.948,0.059,0.228,197.402,0.392,0.985,1.788
4FGL J1730.5-3543,unid-pulsar,-0.951,352.567,4.373,0.084,0.523,3.406,0.435,0.977,1.593
4FGL J1730.8-2303,msp,5.944,3.207,9.313,0.088,0.512,6.645,1.036,0.993,0.796
4FGL J1730.8-3806,unid-pulsar,-2.313,350.604,9.988,0.085,1.407,1.978,0.627,0.998,1.048
4FGL J1731.2-3234,spp-pulsar,0.661,355.277,14.042,0.041,1.281,25.684,0.736,0.989,1.662
4FGL J1731.7-1850,msp,8.046,6.906,7.787,0.130,0.363,2.469,0.704,0.954,0.690
4FGL J1731.9-2800,unid-pulsar,3.033,359.178,4.453,0.134,0.759,0.633,0.436,0.968,1.000
4FGL J1732.0-2659,unid-pulsar,3.582,0.045,4.794,0.095,1.274,0.505,0.415,0.970,1.060
4FGL J1732.5-3131,psr,1.006,356.315,109.628,0.011,1.906,6391.939,1.154,0.966,1.670
4FGL J1732.7-5050,msp,-9.456,340.005,17.495,0.039,1.007,1.427,0.592,0.933,0.349
4FGL J1732.7-2559,unid-pulsar,3.984,0.983,5.810,0.156,0.351,2.727,0.417,0.849,1.094
4FGL J1733.2-2915,unid-pulsar,2.121,358.287,5.618,0.079,1.532,1.284,0.711,0.995,1.105
4FGL J1733.4+2235,unid-pulsar,26.699,45.956,7.727,0.092,2.014,0.079,1.234,0.937,-0.145
4FGL J1733.6-2431,unid-pulsar,4.602,2.333,8.317,0.171,0.758,2.541,0.686,0.997,0.975
4FGL J1733.9-2220,unid-pulsar,5.721,4.218,4.695,0.187,0.435,1.692,0.854,0.944,0.704
4FGL J1734.0-2933,unid-pulsar,1.811,358.138,6.124,0.068,1.182,0.949,0.280,0.754,1.158
4FGL J1734.5-2818,unid-pulsar,2.387,359.252,7.630,0.085,0.716,4.291,0.728,0.997,1.084
4FGL J1735.1-3708,unid-pulsar,-2.494,351.886,4.573,0.098,0.732,0.750,0.570,0.977,0.976
4FGL J1735.2-2153,unid-pulsar,5.708,4.759,4.194,0.079,0.458,0.431,0.396,0.888,0.716
4FGL J1735.2-4200,unid-pulsar,-5.137,347.775,4.920,0.386,0.492,0.985,1.029,0.963,0.643
4FGL J1735.4-2944,unid-pulsar,1.443,358.141,5.841,0.064,3.186,0.911,0.786,0.991,1.205
4FGL J1735.7-3026,glc,1.022,357.592,11.180,0.054,2.791,9.339,1.967,0.961,1.502
4FGL J1736.1-3422,psr,-1.166,354.313,18.410,0.043,1.576,18.332,0.899,0.994,1.215
4FGL J1736.1-2628,unk-pulsar,3.069,0.979,5.790,0.128,0.376,4.610,0.641,0.983,1.055
4FGL J1736.2-4443,glc,-6.726,345.564,39.824,0.023,1.033,23.253,0.667,0.993,0.546
4FGL J1736.3-2929,unid-pulsar,1.420,358.464,5.865,0.123,0.715,4.633,0.637,0.997,1.237
4FGL J1736.9-3357,bcu-pulsar,-1.085,354.753,6.115,0.128,0.700,2.960,0.447,0.988,1.259
4FGL J1736.9-3525,unk-pulsar,-1.876,353.515,4.560,0.188,0.486,1.424,0.482,0.984,1.075
4FGL J1737.1-2901,unid-pulsar,1.533,358.938,4.933,0.139,0.693,1.637,0.420,0.993,1.187
4FGL J1737.3-3332,unid-pulsar,-0.934,355.166,9.607,0.081,0.368,31.365,0.558,0.995,1.275
4FGL J1737.5-0313,glc,14.827,21.338,8.528,0.079,0.921,0.519,0.676,0.997,0.477
4FGL J1737.6-2350,unid-pulsar,4.191,3.392,9.427,0.203,0.449,3.088,0.377,0.882,0.830
4FGL J1738.1-2453,unid-pulsar,3.542,2.562,6.412,0.100,0.548,11.818,1.190,0.983,0.928
4FGL J1738.2-2510,unid-pulsar,3.370,2.338,5.620,0.061,1.568,0.989,0.748,0.998,1.124
4FGL J1738.6-3627,unid-pulsar,-2.724,352.836,4.575,0.108,0.486,1.224,0.580,0.990,1.015
4FGL J1738.8-3241,unid-pulsar,-0.737,356.041,8.486,0.098,0.744,10.275,0.652,0.950,1.503
4FGL J1738.8-3418,bcu-pulsar,-1.615,354.678,5.297,0.106,1.211,1.039,0.598,1.000,1.115
4FGL J1739.1-1059,unid-pulsar,10.609,14.632,5.716,0.104,0.485,0.676,0.561,0.975,0.624
4FGL J1739.2-2717,unid-pulsar,2.054,0.658,5.836,0.095,0.732,2.263,0.466,0.995,1.105
4FGL J1739.3-2531,unid-pulsar,2.980,2.167,11.494,0.062,0.714,6.311,0.463,0.987,1.036
4FGL J1739.4-3015,psr,0.439,358.172,11.242,0.072,0.933,43.960,1.013,0.992,1.629
4FGL J1739.5-2929,unid-pulsar,0.844,358.831,7.294,0.129,0.998,9.477,0.960,0.998,1.466
4FGL J1739.5-3043,spp-pulsar,0.176,357.782,5.091,0.055,1.654,4.227,0.805,0.997,1.744
4FGL J1739.6-3155,spp-pulsar,-0.476,356.784,5.185,0.440,0.100,77.289,0.326,0.976,1.566
4FGL J1739.7-2836,unid-pulsar,1.271,359.606,7.588,0.061,1.564,4.121,0.809,0.997,1.346
4FGL J1740.1-1928,unid-pulsar,6.018,7.415,7.000,0.154,0.409,2.216,0.584,0.976,0.740
4FGL J1740.3-3058,other-pulsar,-0.105,357.669,9.724,0.055,0.192,57.586,0.203,0.988,1.792
4FGL J1740.4-2850,unid-pulsar,1.003,359.485,8.925,0.062,2.858,4.104,0.976,0.976,1.476
4FGL J1740.5-2554,unid-pulsar,2.547,1.992,4.362,0.075,1.105,0.945,0.792,1.000,1.028
4FGL J1740.5+1005,psr,20.273,34.121,6.743,0.125,0.100,3.294,0.429,0.179,0.139
4FGL J1740.6-3430,unid-pulsar,-2.026,354.699,6.795,0.304,1.383,1.028,0.600,0.938,0.995
4FGL J1740.6-2808,unid-pulsar,1.349,0.105,4.189,0.109,0.685,0.775,0.283,0.848,1.279
4FGL J1740.7-2640,unid-pulsar,2.104,1.356,11.591,0.074,1.458,5.030,0.856,0.991,1.147
4FGL J1741.1-1617,unid-pulsar,7.470,10.283,4.422,0.074,1.456,0.180,0.883,0.962,0.599
4FGL J1741.1-5341,glc,-12.024,338.191,6.307,0.087,0.249,0.510,0.424,0.268,0.285
4FGL J1741.1-3328,unid-pulsar,-1.570,355.643,6.638,0.106,1.525,2.136,0.847,0.999,1.105
4FGL J1741.3-3357,unid-pulsar,-1.864,355.251,4.926,0.096,0.797,1.369,0.652,1.000,1.046
4FGL J1741.4+1354,msp,21.671,37.926,16.560,0.047,1.860,0.753,1.188,0.996,0.084
4FGL J1741.4-3046,unk-pulsar,-0.203,357.956,7.718,0.093,0.888,26.404,0.686,0.994,1.785
4FGL J1741.5-3119,bcu-pulsar,-0.500,357.496,7.912,0.059,0.718,13.396,0.476,0.991,1.612
4FGL J1741.5-2344,unid-pulsar,3.494,3.945,6.679,0.150,0.474,2.700,0.619,0.993,0.863
4FGL J1741.6-2730,unid-pulsar,1.493,0.756,6.676,0.151,0.538,6.154,0.588,0.995,1.249
4FGL J1741.9-2054,psr,4.906,6.426,116.301,0.015,0.788,3113.626,1.446,0.965,0.748
4FGL J1742.0-3020,unid-pulsar,-0.068,358.399,4.786,0.066,0.165,51.403,0.334,0.990,1.799
4FGL J1742.3-3318,psr,-1.689,355.906,16.239,0.049,1.423,20.540,1.034,0.994,1.170
4FGL J1742.4-1518,bcu-pulsar,7.711,11.296,5.312,0.135,0.283,0.836,0.400,0.516,0.563
4FGL J1742.5-2833,unid-pulsar,0.774,359.967,7.835,0.162,1.026,10.606,0.780,0.998,1.562
4FGL J1742.8-2246,unid-pulsar,3.743,4.940,8.475,0.098,0.725,2.817,0.711,0.998,0.831
4FGL J1743.0-3201,unid-pulsar,-1.152,357.084,5.775,0.137,0.401,5.015,0.330,0.809,1.411
4FGL J1743.1-3049,unid-pulsar,-0.535,358.103,6.478,0.072,0.585,8.541,0.327,0.920,1.698
4FGL J1743.4-3123,unid-pulsar,-0.874,357.661,6.454,0.059,2.001,2.111,0.591,0.993,1.471
4FGL J1743.4-3406,unid-pulsar,-2.303,355.345,5.727,0.196,1.158,0.925,0.667,1.000,1.001
4FGL J1743.4-2406,unid-pulsar,2.934,3.871,5.669,0.089,0.461,1.251,0.381,0.965,0.913
4FGL J1743.7-4321,unid-pulsar,-7.166,347.451,15.428,0.081,1.069,2.312,0.954,0.997,0.477
4FGL J1743.9-1824,bcu-pulsar,5.802,8.803,9.114,0.098,0.634,2.998,0.982,0.996,0.695
4FGL J1744.0-7618,msp,-22.456,317.113,67.728,0.019,1.543,41.437,1.127,0.986,0.310
4FGL J1744.0-2504,unid-pulsar,2.314,3.102,5.134,0.104,0.417,1.681,0.367,0.939,1.024
4FGL J1744.0-1311,unid-pulsar,8.452,13.338,14.280,0.045,1.812,1.501,0.735,1.000,0.575
4FGL J1744.4-1135,msp,9.183,14.785,56.674,0.020,0.936,180.924,1.267,0.986,0.668
4FGL J1744.7-1557,unid-pulsar,6.906,11.012,12.805,0.062,0.719,2.264,0.481,0.991,0.613
4FGL J1744.9-3322,unid-pulsar,-2.187,356.137,9.791,0.097,1.106,4.058,0.683,0.998,1.039
4FGL J1744.9-2905,unk-pulsar,0.042,359.794,9.957,0.043,2.250,175.893,1.583,0.958,2.069
4FGL J1745.3-3502,unid-pulsar,-3.126,354.760,4.205,0.088,0.529,0.742,0.424,0.930,0.807
4FGL J1745.5-2249,unid-pulsar,3.200,5.217,5.267,0.106,0.219,4.504,0.479,0.781,0.854
4FGL J1745.5+1017,msp,19.245,34.870,26.768,0.033,1.641,3.576,0.996,0.997,0.182
4FGL J1745.6-3626,unid-pulsar,-3.907,353.590,8.822,0.080,0.777,1.280,0.489,0.997,0.852
4FGL J1745.6-2859,other-pulsar,-0.039,359.953,56.646,0.010,0.512,11536.419,0.222,0.735,2.154
4FGL J1745.6-3145,unid-pulsar,-1.479,357.597,7.394,0.077,0.916,3.715,0.529,0.985,1.360
4FGL J1745.7-2506,unk-pulsar,1.964,3.291,6.634,0.117,0.941,2.790,0.730,1.000,1.078
4FGL J1746.0-2349,unid-pulsar,2.579,4.410,4.298,0.111,0.227,3.987,0.518,0.579,0.870
4FGL J1746.1-2541,unid-pulsar,1.582,2.840,6.168,0.070,0.532,2.690,0.433,0.933,1.101
4FGL J1746.4-2852,other-pulsar,-0.116,0.150,25.268,0.031,1.824,1225.850,1.027,0.984,2.332
4FGL J1746.4-3541,unid-pulsar,-3.661,354.321,5.248,0.092,0.551,1.689,0.859,0.994,0.783
4FGL J1746.5-2019,unid-pulsar,4.295,7.470,7.668,0.110,0.427,2.557,0.422,0.938,0.844
4FGL J1746.8-3239,psr,-2.169,356.955,39.078,0.021,1.341,244.597,1.010,0.964,1.182
4FGL J1747.0-3505,unid-pulsar,-3.463,354.889,10.690,0.066,0.721,3.409,0.592,0.997,0.735
4FGL J1747.2-2957,psr,-0.845,359.310,36.950,0.017,0.578,3250.684,0.624,0.964,1.717
4FGL J1747.6+0324,unid-pulsar,15.742,28.629,16.334,0.046,1.096,1.337,0.420,0.995,0.406
4FGL J1747.7-4037,msp,-6.411,350.198,25.398,0.036,0.658,10.743,0.636,0.996,0.498
4FGL J1747.8-3006,unid-pulsar,-1.031,359.246,4.408,0.060,1.152,3.892,0.449,0.918,1.537
4FGL J1747.8-1827,unid-pulsar,4.975,9.250,4.188,0.256,0.539,0.971,0.953,0.980,0.755
4FGL J1747.9-3224,unid-pulsar,-2.229,357.285,5.420,0.073,1.566,1.358,0.718,1.000,1.227
4FGL J1748.0-2446,glc,1.692,3.845,71.276,0.016,1.234,618.626,0.651,0.992,1.171
4FGL J1748.3-2906,unid-pulsar,-0.604,0.168,14.732,0.045,1.327,46.738,0.687,0.991,1.676
4FGL J1748.5-1648,unid-pulsar,5.673,10.756,4.774,0.205,0.266,4.343,0.982,0.946,0.738
4FGL J1748.8-3915,unid-pulsar,-5.886,351.487,15.942,0.052,1.266,4.026,1.065,0.995,0.539
4FGL J1748.9-2021,glc,3.793,7.739,19.902,0.047,0.871,10.303,0.473,0.986,0.858
4FGL J1749.0-2327,bcu-pulsar,2.187,5.084,7.934,0.194,0.260,15.026,0.642,0.957,0.975
4FGL J1749.0-2119,unid-pulsar,3.274,6.925,4.263,0.210,0.295,5.259,0.830,0.922,0.850
4FGL J1749.5-2747,other-pulsar,-0.142,1.430,7.296,0.062,2.918,9.901,1.577,0.964,1.951
4FGL J1749.6-3143,unid-pulsar,-2.179,358.058,8.240,0.097,1.691,2.741,0.924,0.998,1.310
4FGL J1750.0-3347,unid-pulsar,-3.325,356.327,7.282,0.080,0.895,1.003,0.521,1.000,0.920
4FGL J1750.2-3846,unid-pulsar,-5.891,352.039,4.788,0.096,0.770,0.388,0.748,0.980,0.574
4FGL J1750.3-3702,glc,-5.019,353.547,25.818,0.033,0.643,12.639,0.430,0.986,0.662
4FGL J1750.4-1721,unid-pulsar,5.018,10.503,5.881,0.104,1.126,0.448,0.651,0.998,0.709
4FGL J1750.4-3023,unk-pulsar,-1.657,359.291,6.147,0.095,1.232,1.655,0.611,1.000,1.178
4FGL J1750.6-1906,unid-pulsar,4.079,9.020,7.325,0.073,0.358,1.911,0.376,0.789,0.839
4FGL J1750.8-3106,unk-pulsar,-2.099,358.727,6.718,0.184,1.302,2.062,0.989,0.998,1.123
4FGL J1750.8-1246,unid-pulsar,7.224,14.542,4.546,0.162,0.411,0.675,0.568,0.906,0.717
4FGL J1750.9-3301,unid-pulsar,-3.079,357.085,5.526,0.084,0.774,0.588,0.355,0.721,0.896
4FGL J1751.6-3002,unid-pulsar,-1.693,359.724,4.251,0.173,0.712,1.813,0.679,0.998,1.141
4FGL J1752.3-2914,unid-pulsar,-1.414,0.484,7.159,0.072,0.336,8.821,0.379,0.941,1.186
4FGL J1752.3-3139,unid-pulsar,-2.641,358.417,4.751,0.073,0.506,1.061,0.377,0.977,1.026
4FGL J1752.7-3040,unid-pulsar,-2.222,359.304,6.940,0.124,0.786,2.610,0.734,1.000,1.057
4FGL J1752.8-4449,unid-pulsar,-9.316,346.991,12.091,0.046,1.850,0.761,0.675,1.000,0.359
4FGL J1753.2-2848,unk-pulsar,-1.357,0.965,6.011,0.091,1.549,1.812,1.065,0.997,1.208
4FGL J1753.3-3325,bcu-pulsar,-3.727,357.006,12.356,0.091,1.134,3.793,0.931,0.972,0.817
4FGL J1753.8-2538,unid-pulsar,0.127,3.766,37.889,0.020,2.051,205.227,0.632,0.978,1.668
4FGL J1754.3-4443,unid-pulsar,-9.491,347.202,7.940,0.067,0.510,1.300,0.525,0.990,0.343
4FGL J1754.3-2915,unid-pulsar,-1.803,0.699,4.875,0.090,1.316,1.699,1.034,0.997,1.008
4FGL J1754.3-3236,unid-pulsar,-3.492,357.814,4.511,0.215,0.716,1.078,0.886,0.996,0.859
4FGL J1754.4-2649,unk-pulsar,-0.596,2.811,4.923,0.343,0.404,1.942,0.184,0.493,1.679
4FGL J1754.6-2933,unid-pulsar,-2.007,0.482,12.303,0.074,1.459,7.370,0.964,0.997,0.980
4FGL J1754.8-3200,unid-pulsar,-3.271,358.382,7.387,0.086,1.889,0.932,1.066,0.998,0.898
4FGL J1755.3-3937,unid-pulsar,-7.157,351.796,4.779,0.172,0.663,0.251,0.580,0.532,0.462
4FGL J1755.4-2552,other-pulsar,-0.303,3.741,7.512,0.075,0.100,22.897,0.113,0.773,1.750
4FGL J1755.7-3259,unid-pulsar,-3.930,357.616,4.461,0.106,0.726,0.329,0.317,0.726,0.813
4FGL J1756.1-2516,unk-pulsar,-0.129,4.340,9.006,0.139,0.316,85.460,0.508,0.996,1.796
4FGL J1756.6-2352,spp-pulsar,0.466,5.616,7.360,0.122,0.241,12.231,0.209,0.702,1.505
4FGL J1757.1-3554,unid-pulsar,-5.633,355.232,8.518,0.096,0.567,1.212,0.596,0.983,0.635
4FGL J1757.1-2848,unid-pulsar,-2.109,1.409,7.369,0.094,0.370,3.061,0.377,0.500,0.943
4FGL J1757.4-3125,unid-pulsar,-3.459,359.164,10.492,0.082,0.943,2.369,0.574,0.997,0.900
4FGL J1757.6-2731,unid-pulsar,-1.551,2.558,6.356,0.159,0.772,2.383,0.595,0.998,1.242
4FGL J1757.6-2539,unid-pulsar,-0.623,4.177,4.493,0.070,4.373,0.717,0.985,0.970,1.566
4FGL J1757.7-2337,spp-pulsar,0.374,5.955,8.240,0.113,1.306,4.671,0.296,0.785,1.533
4FGL J1757.7-6032,msp,-17.187,332.985,24.463,0.037,3.547,1.002,0.840,0.975,0.062
4FGL J1757.8-1802,unid-pulsar,3.149,10.810,4.133,0.129,0.293,0.720,0.308,0.498,0.900
4FGL J1757.9-2419,psr,-0.024,5.370,6.868,0.115,0.100,47.388,0.117,0.956,1.733
4FGL J1758.0-2953,unid-pulsar,-2.813,0.559,7.348,0.081,1.829,1.028,1.040,0.998,0.923
4FGL J1758.0-0725,unid-pulsar,8.322,20.132,4.700,0.238,0.148,9.003,0.756,0.746,0.735
4FGL J1758.3-3028,bcu-pulsar,-3.167,0.094,12.438,0.054,1.105,1.967,0.293,0.789,0.932
4FGL J1758.5-3219,unid-pulsar,-4.116,358.491,5.753,0.500,0.924,1.091,1.144,0.994,0.819
4FGL J1758.7-1621,bcu-pulsar,3.798,12.377,8.468,0.083,0.626,2.423,0.652,0.897,0.811
4FGL J1758.8-1654,unid-pulsar,3.502,11.900,4.590,0.113,1.188,0.372,0.750,0.994,0.864
